sample_id,content,label,data_origin,source_dataset,source_file,source_row_id,message_domain_v2,target_age_groups,target_gender,target_occupations,target_life_statuses,target_evidence,text_phenomena,text_noise_score,obfuscation_present,obfuscation_techniques,obfuscation_severity,persuasion_tactics,annotation_confidence,annotator_id,review_notes
phase1_02537,e G4ii mmu0N m4ng l4i ck0 ah su fucc Vu t0t nk4t t3le: tvhhanhthu,1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,216,,,,,,,,,,,,,,,
phase1_03583,Wintel thong bao: Dang ky thanh cong goi cuoc WIN89. Quy khach co data khong gioi han va 50 phut goi ngoai mang. Tai khoan Wintel Club cua Quy khach hien co 890 diem. Tran trong.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1015,,,,,,,,,,,,,,,
phase1_00132,"(QC) MKTAMDUC gui tang khach hang Uu Dai Sinh Nhat trong thang 2 ma ""SN02"" giam gia -49% 01 san pham Gong, Kinh mat.  CT: https://mktd.vn/sinhnhat .HSD 28/02. De tu choi QC, Soan TC MKTAMDUC gui 1313",0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,131,,,,,,,,,,,,,,,
phase1_02357,"Vietcombank lưu ý: Bạn có 18699 điểm thưởng sẽ hết hạn sau 24 giờ, vui lòng truy cập: https://vietcombankd.cfd/vn để đổi quà.",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,35,,,,,,,,,,,,,,,
phase1_00103,"[TB] MUA GÓI DATA - LÊN MẠNG THẢ GA Soạn VM80 gửi 191: 80.000đ/30 ngày có 30GB tốc độ cao (1GB/ngày), thoải mái truy cập Internet. Gói cước gia hạn sau 30 ngày. Chi tiết LH 198 (0đ).",0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,102,,,,,,,,,,,,,,,
phase1_04767,"Chao ban Le Thi Hoa, dung quen uong thuoc sau bua an sang theo don cua bac si BV Cho Ray nhe. Chuc ban mau khoe!",0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,2200,,,,,,,,,,,,,,,
phase1_08140,"TB KHAN: Phong AN NINH DIEU TRA thong bao den O/B ve viec khoi to vu an lam dung tin nhiem. Neu khong thanh toan khoan no trong 24H toi, lenh bat tam giam se duoc thi hanh tai noi o va noi lam viec.",1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2576,,,,,,,,,,,,,,,
phase1_04740,WinMart: Diem tich luy cua Quy khach hien co la 10.500 diem. Hay dung diem de tru truc tiep vao hoa don mua sam truoc ngay 31/12/2025. Hotline: 19006968.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,2173,,,,,,,,,,,,,,,
phase1_00572,"Quy khach duoc cong them 127 diem Viettel++ boi giao dich Tieu dung vien thong thang 04/2023. Thoi han su dung diem den 31/05/2024. Hay truy cap https://myvt.page.link/vtplus tren My Viettel hoac *098# de doi diem sang Data, SMS, Phut goi cung nhieu uu dai gia tri khac. Chi tiet LH 198. Tran trong.",0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,571,,,,,,,,,,,,,,,
phase1_05021,"Sendo: Don hang SD4433221100 da giao thanh cong. Neu co van de can ho tro, vui long lien he Trung tam tro giup cua Sendo.",0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,2454,,,,,,,,,,,,,,,
phase1_02334,"Bộ giao thông vận tải,xin thông báo ông/bà có biên lai chưa nộp phạt.Hôm nay là thông báo cuối cùng.Yêu cầu nhanh chóng giải quyết mọi thắc mắc Vui lòng liên hệ : 0782320830",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,12,,,,,,,,,,,,,,,
phase1_02336,"HUIT-Chucmung Ban da TRUNG TUYEN CHINH THUC! Moi ban den HUIT nhap hoc tu ngay 18/8 den 17h00 ngay 27/8/2024. Dong thoi HUIT tang ngay uu dai 3 trieu dong danh cho 2.000 thi sinh nhap hoc som nhat. Tra cuu ket qua tai: huit.edu.vn/kqtt. Lien hẹ: 02871085555, 0949981717, Zalo:",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,14,,,,,,,,,,,,,,,
phase1_05646,Quyet_dinh_BHXH: Ong^Ba_da_du_d!eu_k!en_nhan_t1en_BHTN. Bam_vao_www.olpkh.icu. QUA_HAN_SE_KH0NG_DUOC_CHAP_NHAN! fG5h,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,79,,,,,,,,,,,,,,,
phase1_02070,"Tai khoan cua QK da duoc nap 20,000d tu My VNPT vao 21/09/2025 19:00:19. Ma giao dich 2376272006. Chi tiet lien he CSKH 18001091 (0d) hoac truy cap https://my.vnpt.com.vn/app",0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,2074,,,,,,,,,,,,,,,
phase1_06238,CẢNH BÁO LẦN CUỐI!!! Ông Nguyễn Quốc Anh Căn cước công dân 024091223456 nợ 14.352.700 VNĐ. Trước 16H Ngày 15/06 không thanh toán Mcredit sẽ gửi hồ sơ sang PC02 và Công Khai HÌNH ẢNH lên mạng. Liên hệ: 0905123456.,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,674,,,,,,,,,,,,,,,
phase1_05520,[VCB] TK 123456****7890 +10.000.000VND luc 15:50. So du: 200.000.000VND.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,2953,,,,,,,,,,,,,,,
phase1_06788,S_i_e_u_m_a_u_HCM_h*n_h0_@nh_0i. L!nk_v!d3o_v@_b@ng_g!@_Zalo: zalo.me/g/sg-girl-hot dW2y,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,1224,,,,,,,,,,,,,,,
phase1_02045,Soan ngay YC gui 5258 de xac nhan dang ky WHOCALL - CHAN SPAM CALL/SMS. NHAN NGAY  DATA 3G/4G khong GIOI HAN  + 360 PHUT goi/ngay. Mien phi dung thu lan dau. Phi dv sau KM: 3.000d/ngay. De soan tin nhan ngay bam: https://tinyurl.com/2dbd5xtu. Chi tiet LH 0922789789 (0d),0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,2049,,,,,,,,,,,,,,,
phase1_05138,Ma OTP de xac thuc tai khoan Grab la 102938.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,2571,,,,,,,,,,,,,,,
phase1_05355,[VTP] Ma van don VTP112233445 da giao thanh cong luc 16:45. Cam on ban da su dung dich vu Viettel Post.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,2788,,,,,,,,,,,,,,,
phase1_00109,"[TB] CHỈ 5K, CÓ DATA SIÊU TỐC! Soạn ST5K gửi 191: Chỉ 5.000đ/ngày có ngay 500MB tốc độ cao sử dụng đến 24h. Gói cước gia hạn hàng ngày. ĐẶC BIỆT: TẶNG THÊM 500MB khi mua lần thứ 2 trong ngày. LH 198 (0đ).",0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,108,,,,,,,,,,,,,,,
phase1_02552,"Chi con 5 phut, Hoi thao Hoi&Dap Tuyen sinh 2022 - Dai hoc FPT se bat dau. Moi Quy PH-HS tham du bang duong link: https://us02web.zoom.us/j/84853187652 hoac Zoom ID: 848 5318 7652. Mat khau vao phong: FPT. Hotline (028) 7300 5588.",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,231,,,,,,,,,,,,,,,
phase1_03391,BV Bach Mai nhac ban: Benh nhan Le Van Tam co lich tai kham tai Khoa Tieu hoa luc 09:00 ngay 28/10. Vui long nhịn an sang de lam xet nghiem mau.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,823,,,,,,,,,,,,,,,
phase1_00178,"[QC] TANG NGAY 1 thang cuoc dich vu INTERNET VIETTEL khi dang ky moi va dong truoc cuoc 12 thang. Cuoc TB chi tu 210.000d/thang. Phi hoa mang 300.000d, mien phi modem wifi, thu tuc don gian va nhanh chong. Chi tiet LH 18008168 (0d) hoac truy cap https://viettel.vn/s/STAR1T. Tu choi QC, soan TC3 gui 199.",0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,177,,,,,,,,,,,,,,,
phase1_04776,He thong eHospital: Ma OTP cua quy khach la 882103. Vui long nhap ma de hoan tat dang ky kham benh tai BV Cho Ray.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,2209,,,,,,,,,,,,,,,
phase1_06032,Amazon cần tuyển nhân viên xử lý đơn hàng. Thu nhập 500.000 ~ 3.000.000 đồng/ngày. Tuổi 22-60. Thao tác đơn giản. Zalo: zalo.me/84989012345 Zalo: 84989012345,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,468,,,,,,,,,,,,,,,
phase1_08809,789B3t-t4i_4pp-nh4n-199k. x3_n4p-d4u. TLMN-X.oc-D.ia. L!nk: 789s.tech,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,3245,,,,,,,,,,,,,,,
phase1_01084,Năm mơi chi chuc vc thuy cung cac con manh khoe .vui ve .hanh phuc .trong moi công viêc găp nhiêu may măn .va thuân lơi .chi chuc thuy môi 1năm thêm 1tuôi tre chung .xinh dep .luôn nơ nu cươi trên môi nhe .hi,0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1085,,,,,,,,,,,,,,,
phase1_10437,QUY_BHTN: BAN-da-du^D!EU*K!EN_nh4n-T1EN-tu_quy-BHXH. Bam_v4o_www.uhjki.icu de_lay. QUA-HAN~SE_KH0NG*DUOC-CHAP_NHAN! hJ8k,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,4874,,,,,,,,,,,,,,,
phase1_08591,BHXH Viet Nam: Ong (Ba) da du dieu kien nhan tien theo Quyet dinh BHXH. Bam vao www.btrew.icu. QUA HAN SE KHONG DUOC CHAP NHAN. uY6t,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,3027,,,,,,,,,,,,,,,
phase1_03003,[TB] Thue bao cua Quy khach duoc tang 1.000 diem vao tai khoan Ket noi dai lau cua Mobifone nhan dip sinh nhat. Diem co the doi thanh cuoc thue bao thang. LH 9090.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,435,,,,,,,,,,,,,,,
phase1_10099,Bo LD-TB-XH: Ban~da-du D!EU*K!EN nh4n_T1EN h0~tro NQ-116. Bam vao mo.nhuio.com. QUA^HAN SE_KH0NG DUOC_CHAP NHAN! mK3l,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,4536,,,,,,,,,,,,,,,
phase1_01621,"(QC) QK duoc tang 1GB voi gia 0d tu goi cuoc BIG70. Soan DK gui 9923 de nhan ngay 500MB/ngay va 1GB MIEN PHI. Gia cuoc khong doi: 70.000d/30 ngay). Loi moi co hieu luc trong 03 ngay. Tu choi QC, soan TC gui 9923. CSKH 18001091.",0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1625,,,,,,,,,,,,,,,
phase1_01555,"(CSKH) VinaPhone tran trong cam on Quy khach da tin tuong, dong hanh trong 7 nam qua! VinaPhone kinh tang Quy khach 2000 diem de trai nghiem uu dai hap dan (qua tang, goi cuoc …) tai website/ung dung VinaPhone Plus https://vinaphoneplus.com.vn/app.html . CSKH 18001091 (0d).",0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1558,,,,,,,,,,,,,,,
phase1_01456,(TB) NẠP THẺ NGAY THÔI - NGÀY VÀNG TỚI RỒI! VinaPhone tặng Quý khách 20% giá trị thẻ nạp vào NGÀY MAI 14/06/2024. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày.  + Cơ hội trúng TV Samsung 75 inch và hàng ngàn giải thưởng hấp dẫn khác khi nạp thẻ từ 50.000đ (chi tiết tại my.vnpt.com.vn/adv/KM2024 ). + Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe .  CSKH: 18001091 (0đ).,0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1458,,,,,,,,,,,,,,,
phase1_01329,"(TB) CHỦ NHẬT VUI VẺ - NẠP THẺ NHẬN QUÀ KHỦNG! Duy nhất trong ngày HÔM NAY 09/02/2025, Quý khách nhận ngay 50% khi nạp điện thoại trực tiếp qua ứng dụng My VNPT tại https://my.vnpt.com.vn/adv/napdt . Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Cơ hội trúng iPhone 16 Pro Max và hàng ngàn giải thưởng tổng trị giá hơn 5,5 TỶ đồng khi nạp từ 20.000đ. CSKH:18001091 (0đ).",0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1331,,,,,,,,,,,,,,,
phase1_03844,"Wintel: Ban da dang ky thanh cong goi WIN89. Uu dai mien phi data khong gioi han, 50 phut goi ngoai mang, mien phi goi Wintel & Vinaphone. Han dung den 15/07/2024.",0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1276,,,,,,,,,,,,,,,
phase1_06386,"TB KHAN: Phòng AN NINH DIEU TRA thông báo O/B có liên quan đến hành vi chiếm đoạt tài sản. Yêu cầu trình diện trước 17g hôm nay để làm rõ trách nhiệm hình sự, nếu không sẽ tiến hành cưỡng chế điều tra toàn bộ thông tin. LH: 84903847562",1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,822,,,,,,,,,,,,,,,
phase1_02531,"Sau nhiều lần nhắc nhở, người thân Ông/Bà là NÔNG HOÀNG MẪN vẫn không ra tt khoản nợ ngân hàng 100 tr. Ngân hàng vẫn không thấy thiện chí của NÔNG HOÀNG MẪN. Nhờ Ông Bà: NÔNG HOÀNG KHANG, ns:24/11/1996.nhắc nhở gấp NÔNG HOÀNG MẪN liên hệ thanh toán nợ. Sau 14h hôm nay bên Tôi sẽ chuyển HD qua xử lý tại nhà, liên hệ người thân - gia đình - tham chiếu để thanh lý khoản vay. Đồng thời mời lên UBND để gặp chuyên viên xử lý nợ. HD đã ghi nhận nợ xấu, Nếu gia đình không hỗ trợ, nhắc nhở để đến lúc nợ tiền tỷ có hỗ trợ cũng không kịp. LH: 0393189602.",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,210,,,,,,,,,,,,,,,
phase1_02453,"Xin chào, tôi là trưởng phòng nhân sự của Công ty HVS. Hiện tại Công ty đang tuyển dụng nhân viên bán thời gian. Tiền lương được trả hàng ngày. Bạn có thể làm việc tại nhà và thu nhập từ 15 triệu đến 30 triệu một tháng, bình quân 500k-1 triệu/ngày. Công việc đơn giản và có thể thực hiện mọi lúc mọi nơi. Để ứng tuyển, vui lòng liên hệ với chúng tôi qua Yêu cầu độ tuổi: 22 - 65 tuổi. Zalo: zalo.me/84925605508. Liên hệ/Zalo: 84925605508",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,131,,,,,,,,,,,,,,,
phase1_00859,"Quy KH vui long nhap ma 601343 de xac nhan giao dich trong vong 3 phut. Truong hop khong thuc hien, vui long bo qua thong bao nay. LH 1900545454.",0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,859,,,,,,,,,,,,,,,
phase1_07583,"CẢNH BÁO LẦN CUỐI!!! Ông Phan Anh Đức CMND: 034094561234 nợ HD SAISON 11,221,400VND. Yêu cầu thanh toán trước 16H Ngày 28/12. Nếu không sẽ tiến hành thu hồi tài sản. LH: 0944112233.",1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2019,,,,,,,,,,,,,,,
phase1_02511,Dang ky + 558k .( Nap 50k nhan 108k ) 1 vong cuoc la rut MAXX 8.888k. hoan tra tuc thi 3% No Hu . Ban Ca. BCR... DK : t.ly/qo3No ZAELu,1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,189,,,,,,,,,,,,,,,
phase1_07624,"V7Bet_nh4n-128k_kh!_t4!_4pp_rut-ng4y. Ch0!: TLMN, X.oc-D.ia. L!nk: v7v7.cc/iO88u",1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2060,,,,,,,,,,,,,,,
phase1_04978,[VCB] Điểm thưởng VCB Rewards sẽ hết hạn vào 31/12. Quý khách hãy đổi điểm lấy phí duy trì dịch vụ trên app VCB Digibank.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,2411,,,,,,,,,,,,,,,
phase1_02523,Chung toi phat hien tai khoan cua ban dang tieu dung o nuoc ngoai. Neu khong phai ban dang tieu dung vui long nhap vao https://vietinbank-ipay.com de huy thanh toan,1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,202,,,,,,,,,,,,,,,
phase1_01106,THPT N C Tru: LICH NGHI TET DUONG LICH 2021: HS duoc nghi hoc den het ngay 03/01. Cac em quay lai truong theo TKB vao ngay 04/01. Tran trong thong bao,0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1107,,,,,,,,,,,,,,,
phase1_04558,Shopee: Đơn hàng #240521ABCXYZ đã giao thành công. Bạn có hài lòng không? Đánh giá ngay tại: https://shopee.vn/review,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1991,,,,,,,,,,,,,,,
phase1_02539,Ban co quen thanh toan cho don hang nay khong? Sieu Sale 9.9 se ket thuc trong 24h nua. Kiem tra ngay https://qyy.nu/HZCpUS91,1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,218,,,,,,,,,,,,,,,
phase1_03488,McDonald's: Moi ban tai app nhan ngay ma giam 30k cho combo ga ran. Ap dung cho tai khoan moi den het ngay 30/06/2026. mcdonalds.vn,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,920,,,,,,,,,,,,,,,
phase1_01003,"[TB] Tặng 20% giá trị tất cả thẻ nạp trong ngày 21/10. Tiền KM sử dụng nội mạng, không giới hạn thời gian. NHẬN THÊM CHIẾT KHẤU lên đến 10% khi nạp thẻ qua VIETTELPAY tại http://viettelpay.vn/1/kmnapthe20/ . CT dành riêng cho TB của Quý khách. LH 198 (0đ).",0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1004,,,,,,,,,,,,,,,
phase1_10348,Cty HVS tuyen nv ban thoi g14n. Thu nh4p 500k-1tr/ngay. Lam t41 nha. Tuoi 22-65. Khong yeu cau kinh nghiem. Zalo: zalo.me/84982341098 Zalo: 84982341098,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,4785,,,,,,,,,,,,,,,
phase1_06638,J!L!^t4i-@pp*nh4n-150k#x3 n4p d4u!N.ohu_B.an.Ca. L!nk: k82ls.cc/wE12,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,1074,,,,,,,,,,,,,,,
phase1_02444,"LD (SCB) (Tai khoan cua ban da dang ky chuong trinh quang cao tren TikTok, moi thang thu phi 4,600,000 VND. Vui long vao https://scb.com.vn-ar.life de kiem tra hoac de huy)",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,122,,,,,,,,,,,,,,,
phase1_03063,Homestay Da Lat: Cam on ban da dat phong vao ngay 15/4. Check-in sau 14h nhe.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,495,,,,,,,,,,,,,,,
phase1_01882,"VNeID: Ma OTP 574250 co hieu luc trong 3 phut, su dung de xac thuc cho yeu cau dang nhap thiet bi moi. Vi ly do bao mat, tuyet doi khong duoc cung cap ma OTP nay cho bat ky ai. Tran trong!",0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1886,,,,,,,,,,,,,,,
phase1_07234,"8D4Y: B4cc4r4t truc t13p, th3 th4o, x0 s0, rut t13n 3 fhut. Link: 8dayy.com",1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,1670,,,,,,,,,,,,,,,
phase1_03790,WinMart: Diem thuong cua ban se het han vao 31/12/2025. Dung diem de tru tien hoa don tai winmart.com.vn. Hotline 18006968.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1222,,,,,,,,,,,,,,,
phase1_10197,Kw!n668_t4i-4pp-nh4n-68k-mien-fhi. x3_n4p-d4u. Link: k66.cc/qR2wS,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,4634,,,,,,,,,,,,,,,
phase1_09070,D!ch_vu_vjp_cho_anh_em_cod_toan_quoc_ĐN – Telegram: t.me/dn_vjp_service aSd1,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,3507,,,,,,,,,,,,,,,
phase1_03215,Co.opmart: Chuc mung Quy khach duoc nang hang thanh vien Vang! Tang ngay 01 phieu mua hang 200.000D mung sinh nhat. Han dung 31/12/2025. Website: coopmart.com.vn. Tu choi QC: TC gui 8099.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,647,,,,,,,,,,,,,,,
phase1_02548,"[Thông báo] Hội thảo trực tuyến ""Không trúng tuyển nguyện vọng yêu thích? Biến nguy thành cơ"" với sự tham gia của các khách mời, chuyên gia tâm lý đến từ nhiều trường đại học đang diễn ra. Để không bỏ lỡ cơ hội được tham dự, lắng nghe và đặt câu hỏi trực tiếp cho các chuyên gia, mời quý phụ huynh & thí sinh truy cập liên kết: https://us02web.zoom.us/j/81558445815. Hotline: (028) 7300 5588",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,227,,,,,,,,,,,,,,,
phase1_05319,"TPBank: TK ****9928 +200,000VND luc 21:50. So du: 1,450,000VND. ND: Chuyen khoan qua so dien thoai.",0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,2752,,,,,,,,,,,,,,,
phase1_10086,Bo LD-TB-XH: Ong (Ba) da du dieu kien nhan t1en ho tro tu Quy BHTN. Bam vao www.mnbvq.icu. QUA HAN SE KHONG DUOC CHAP NHAN! rE9w,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,4523,,,,,,,,,,,,,,,
phase1_06512,D4t-don_h4ng-sh0p33_nhan_h0a-h0ng! 500k*ngay. Kh0ng_can_v0n~Lien-he_ngay_chuyen_v1en: t.me/shopee_nhiemvu,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,948,,,,,,,,,,,,,,,
phase1_07798,V7Bet-N@p_50k_nh@n_108k. 1_vong_cuoc_rut_MAXX_8.888k. No_Hu#Ban_Ca. DK: t.ly/fD4s2 ^mK0j,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2234,,,,,,,,,,,,,,,
phase1_02528,"Xin chào, tôi là trưởng phòng nhân sự của Cty HVS hiện tại Cty đang tuyển dụng nhân viên bán thời gian. Tiền lương được trả hằng ngày. Bạn có thể làm việc tại nhà và thu nhập từ 15tr đến 30tr một tháng bình quân 500k-1tr/ngày. Công việc đơn giản và có thể thực hiện mọi lúc mọi nơi. Để ứng tuyển, vui lòng liên hệ với chúng tôi qua. Yêu cầu độ tuổi: 22-65 tuổi zalo:zalo.me/849244316850 Liên hệ/ Zalo: 84924316850",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,207,,,,,,,,,,,,,,,
phase1_02830,Medpro: Ma OTP xac nhan dat lich kham cua ban la 293841. Ma co hieu luc trong 5 phut. Khong chia se cho nguoi la.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,262,,,,,,,,,,,,,,,
phase1_07729,"CANH BAO LAN CUOI!!! Ông Ngô Chí Công CMND: 060085123444 nợ Home Credit 42,554,336VND. Yêu cầu thanh toán ngay 5,000,000VND trước 24H nữa để tránh bị cưỡng chế tài sản tại nhà. LH: 0915667788.",1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2165,,,,,,,,,,,,,,,
phase1_02647,"Wintel: Goi cuoc WIN60P cua ban se het han trong 24h toi. De duy tri ket noi Internet khong gioi han, vui long dam bao so du tai khoan toi thieu 60.000d. Hotline 19002155.",0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,79,,,,,,,,,,,,,,,
phase1_03382,BookingCare: Ma OTP cua ban la 482019. Ma nay dung de xac nhan dat lich kham tai BV Viet Duc. Vui long khong cung cap ma cho nguoi la.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,814,,,,,,,,,,,,,,,
phase1_06167,"H;N:T,e;l,e;g,r;a,m-T;a;j:k;h,u;a;n:ä;n;h:d;u;0,k:v;a;0:n;h,0;m-t.me/hn_check_J9q",1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,603,,,,,,,,,,,,,,,
phase1_06323,[Quy-BHTN] Ong (Ba) da du dieu kien nhan t1en ho~tro. Nhan t41: mo.lkjnh.com. QUA HAN SE KH0NG_DUOC CHAP NHAN! yR6e,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,759,,,,,,,,,,,,,,,
phase1_02385,"(BHXHTB) Ban th0a dieu k!en nahn t!en ho tro tu quy BHTN, vui long nhap NGAY>>m.bidstk.icu de lay. QUA_HAN SE KH0NG_DUOC_CHAP_NHAN! ErHg",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,63,,,,,,,,,,,,,,,
phase1_02436,Đơn hàng số SPX2024112567890 của bạn đã đến kho nhưng không thể giao do địa chỉ không đầy đủ. Cập nhật https://vietteltelecomshop.cfd/,1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,114,,,,,,,,,,,,,,,
phase1_01557,"(TB) Wifi bứt tốc - Giá siêu sốc! Với gói Home Mesh 1+ của VNPT, Quý khách có ngay đường truyền tốc độ 100Mbps, Truyền hình MyTV 180 kênh và thiết bị Wifi Mesh 6, chỉ từ 176.000đ/tháng. Đăng ký tại https://shop.vnpt.vn/goi-cuoc-internet-truyen-hinh.html. Chi tiết liên hệ các điểm giao dịch VNPT tại Đồng Nai hoặc CSKH: 18001166 nhánh 2 (0đ).",0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1560,,,,,,,,,,,,,,,
phase1_07733,"[CANH CAO LAN CUOI]: TB KHAN: Trung t4m Thu hoi N0 yeu cu O/B Nguy3n Th1 Hu3 CMND 172083451 th4nh t04n 3,947,000VND truvc 24H nu4. Neu bat h0p t4c se de ngh1 ch4n moi giao d1ch ngan hang. LH: 0909887766.",1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2169,,,,,,,,,,,,,,,
phase1_01379,Mã xác thực GitHub của bạn là: 315596,0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1381,,,,,,,,,,,,,,,
phase1_02368,"j)t.ly/Q5YuG Um Cu,u~Th,ua8% ZJ Na.pVao-LanD:au,UuDa'j:8Tr8 PJ wz8:88.Bma Gu.i_C:OT~6OKa:H'SD;2_4H[[H6MW9KD1X191> zHoa'n,Tr'a~1,4% Ge",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,46,,,,,,,,,,,,,,,
phase1_02432,"egeR #Ban da-du D1EU K1EN HOAN~THUE TNCN, tai:https://hoanthue-tncn.vip",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,110,,,,,,,,,,,,,,,
phase1_10233,"L4z4z4 tuy3n nh4n v13n l4m tai nh4 xu ly z0n hang. Lu0ng 500k-1.5tr/ng4y, nh4n t13n f-h-ut m0t. Tu01 23-65. Z4l0: zalo.me/84545678901",1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,4670,,,,,,,,,,,,,,,
phase1_09156,Mu0n kiem 500k-1tr/ngay khong can k1nh ngh13m? Nh4n t1n cho chuyên v13n tai Telegram t.me/hotro_kiemtien_24h de d4t d0n hang.,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,3593,,,,,,,,,,,,,,,
