content,label
Sendo: Ma xac minh OTP cho yeu cau doi so dien thoai cua Quy khach la 228173. Ma co hieu luc trong 5 phut. Tran trong.,0
"[TB] Quý khách đã được tặng 2300 điểm Viettel++ để đổi sang data, phút gọi, SMS và nhiều ưu đãi mua sắm khác. Để đổi điểm, truy cập My Viettel (https://myvt.page.link/vtplus) hoặc bấm gọi *098#. LH 198 (0đ).",0
Đúng mà quê k nói chứ ở tpho 10 triệu khó sống khó thôi chứ k phải k sống đc như con mình 2 đứa tháng nguyên tiền học cứ phải độ ngót 7tr chưa kể sữa 1 tuần 2 thùng bỉm nữa ăn uống chi tiêu cả gia đình nguyên tiền điện mùa hè này độ 2 tr rồi nói chung 10tr khó,0
Cục ĐKGT: Cảnh báo tài khoản vi phạm luật giao thông. Xác thực ngay tại: https://dangkygt-gt.com,1
(TB) QUÀ TẶNG THÁNG TƯ - ĐỪNG BỎ LỠ! VinaPhone dành tặng riêng Quý khách 20% giá trị thẻ nạp vào HÔM NAY 04/4/2023. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Quý khách nhận thêm 4% chiết khấu cùng nhiều quà tặng hấp dẫn khi nạp thẻ qua VNPT Money tại https://km.vnptmoney.vn/NgayVang . CSKH: 18001091 (0đ).,0
"""Bé ơi! Cần tìm người lớn có tâm, hiểu chuyện tại Đà Nẵng – Telegram: t.me/dn_sweet_79_NX JyL8""",1
[Vietcombank] Tài khoản của quý khách vừa bị tạm khóa do nghi ngờ giao dịch bất thường. Truy cập ngay vietcombank-otp.com để mở khóa trong vòng 30 phút.,1
Chi cục Thuế: Hồ sơ khai thuế của bạn bị thiếu. Truy cập ngay https://thuedientu.vip để cập nhật ngay hôm nay,1
"[TB] Tien ich Loi nhan thoai cua Viettel: Quy khach co loi nhan tu TB 0367763642 vao luc 10:06 15/09/2025. Voi noi dung: Alo ạ. Mà sao nó không được nó lại bắt về hả?. De nghe loi nhan thoai, vui long bam goi 106231 (mien phi).",0
"Chao anh Hoang Van Thai, lich tai kham tai BV Dai hoc Y Ha Noi cua anh la 08:45 ngay mai nha. Anh nho den Phong 202 Khoa Noi tiet de gap bac si Lan nhe.",0
"MoMo: Lac Xi cuoi tuan, trung voucher 20k an uong tai KFC, Highlands. Han dung 01/07/2026. Mo momo.vn de choi ngay.",0
Shopee: Don hang #240510MNBVCX da giao thanh cong. Ban hay danh gia san pham de nhan 200 Shopee Xu nhe!,0
"Viettel CAM ON: QK da nap 10,000,000 VND cho thue bao 0978123456. Chung toi gui them 5,000,000 VND khuyen mai. Goi 19008888 de kich hoat bonus.",1
Đòi được xong bảo t xin nhá cảm ơn đã giả,0
"[HR Solutions Viet Nam] Chuc mung ban la 1 trong 20 ung vien duoc chon cho vi tri Ban hang. Luong 20,000,000 VND. Phi dat coc thiet bi lam viec: 500.000 VND.",1
[BHXH] Bạn đã đủ điều kiện nhận tiền hỗ trợ theo QĐ 235. Nhận tiền tại: bit.ly/hotro-bhxh. QUÁ HẠN SẼ KHÔNG ĐƯỢC CHẤP NHẬN!,1
"Bo phan An ninh Ngan hang thong bao: Neu Ho Thi Thu khong thanh toan 2,000,000 VND truoc 30/06/2025, ho so se duoc chuyen sang co quan dieu tra theo Luat Hinh su 2015.",1
Vinaphone TB: Quy khach da kich hoat thanh cong goi BIG90. Co ngay 30GB toc do cao su dung trong 30 ngay. Het dung luong ngung truy cap. Kiem tra uu dai soan DATA gui 888. Tran trong.,0
"Cong an TP: Qua trinh kiem tra phat hien doanh nghiep Pham Thi Huong no thue 20,000,000 VND. Goi so 18006699 truoc ngay 20 de tranh bi cong bo cong khai.",1
TPBank: Ma OTP cua ban la 119045. Vui long nhap ma de tiep tuc giao dich. LH 1900585885.,0
Chúc mừng! Tài khoản giao dịch của bạn vừa sinh lời 50 triệu. Hãy nhanh tay liên hệ gia sư để nhận tiền về tài khoản ngân hàng. fb.com/giasudautu123,1
"""CẢNH BÁO CUỐI CÙNG!!! Chủ nợ có 1 GIỜ ĐỒNG HỒ để thực hiện nghĩa vụ thanh toán trước khi hồ sơ pháp lý được chuyển sang diện tố tụng hình sự. Chưa trả đủ 45 triệu theo cam kết, tài sản sẽ bị kê biên. Liên hệ ngay: 0987654321.""",1
Cần bạn đồng hành chăm sóc mỗi tháng – Dịch vụ 2005 – Tận nơi HCM. Liên hệ: zalo.me/g/sugar_hcm,1
BAN-da du d!euÜk!en NHANÜT!EN ho-tro tu quy-BHTN.€Bam vao> m.oxmqhu.com de Iay. ‘QUA’-HAN-SE-KH0NG DU0C CHAP-NHAN!,1
"[ViettelPost] Chuc mung ban trung qua 2,000,000 VND tu chuong trinh Birthday Sale! Ma qua: GHN334455. Goi lai so nay trong 24h de nhan qua.",1
"[TB] Nap lien tay, Khuyen mai ngay. Tang 20% gia tri tat ca the nap vao tai khoan vien thong trong ngay 08/11/2025. Tien KM su dung truy cap Internet trong 15 ngay. Nap the online tai cac vi dien tu, ung dung thanh toan hoac tai https://viettel.vn/naptienkm . CT ap dung cho thue bao nhan duoc tin nhan. LH 198 (0d).",0
"[TB] NẠP THẺ ONLINE - DATA XÀI NGAY! Tặng 20% giá trị tất cả thẻ nạp vào tài khoản viễn thông trong ngày 15/08/2025. Tiền KM sử dụng TRUY CẬP INTERNET trong 15 ngày. CT áp dụng khi nạp thẻ online qua các ví điện tử, ứng dụng thanh toán hoặc tại https://viettel.vn/pay/tt . Chi tiết gọi 198, bấm phím 8 (0đ). Trân trọng.",0
Gửi em gái xinh xắn! Tham gia vào hội chị em xinh đẹp tại đây nhé: https://meetup.com/hn_come_now,1
Quyết định: 789XH-TT cấp hỗ trợ khẩn cấp theo CT_05/2024. Truy cập ngay xyxz.icu để nhận tiền. QUÁ HẠN SẼ KHÔNG ĐƯỢC CHẤP NHẬN!,1
[MSB] Phong An Ninh: Tai khoan cua QK Ngo Thi K lien quan den giao dich dang duoc dieu tra. Vui long goi 19001111 truoc 17h de giai trinh.,1
"[TB] VIETTEL KHUYEN MAI - CHIA SE KHO KHAN Tang 20% gia tri tat ca the nap trong ngay 25/09/2021, tien KM su dung noi mang trong 15 ngay.  Truy cap https://myvt.page.link/caidatmyvt de nap the online. LH 198 (0d) de dat mua the cao. CT ap dung cho TB nhan duoc tin nhan. Chuc Quy khach suc khoe, an toan.",0
"Oanh dạo này rảnh không, tớ đang làm thêm cái này thu nhập ổn lắm, ngày 500k, rảnh thì tớ chỉ cho. Nhắn qua zalo 0868123123 nha.",1
"Bạn muốn giàu nhanh 500 triệu chỉ sau 30 ngày? Đừng cần vốn, chỉ cần tin nhắn. Tham gia ngay hội nhóm Zalo: zalo.me/nhomdautulonglanh",1
"**Siêu Tiện Lợi** tuyển dụng **Xử lý đơn hàng online**, thưởng nóng ngay sau 10-20 phút. Thu nhập **500-1.200k/ngày**. Độ tuổi 18-55. **Liên hệ ngay:** Zalo: zalo.me/84366557799 SĐT: 0366557799",1
WinMart: Giam gia 20% cho cac mat hang thit sach MeatDeli va rau cu VinEco. Ap dung cho khach hang thanh vien den 15/05/2026. Winmart.com.vn.,0
[GHN] Van don GHNR240328S6L2: Dang phan loai tai kho Da Nang. Du kien giao 29/03 (tu 8h-18h). Xem hanh trinh tai https://ghn.vn.,0
[TB] Bi quyet choi game Tet Rong tren Viettel Money: Mua data se giup ban co 5 vat pham Tet va dung quen doi nhung phan qua vo cung gia tri nhe Ban. Mo app hoac truy cap https://km.vtmoney.vn/314y/tet2024 de biet them thong tin chi tiet.,0
[Microsoft] Ma bao mat tai khoan Microsoft cua Quy khach la: 294018.,0
Ket qua xet nghiem cua Quy khach Pham Van Tam tai BV 108 da co. Quy khach co the tra cuu tai: https://benhvien108.vn/ketqua/99283,0
nhìn xem đay là 1 hay 2ng vậy pà con,0
"(TB) Lâu rồi bạn chưa ghé My VNPT! Tặng bạn 300 ĐIỂM VINAPHONEPLUS khi phát sinh giao dịch trên My VNPT! Điểm dùng để đổi Data & Thoại MIỄN PHÍ hoặc săn voucher, quà tặng hot! Chương trình áp dụng đến 31/12/2025, thời hạn điểm 3 tháng. Chi tiết CTKM tại https://my.vnpt.com.vn/adv/bancu. CSKH 18001091 (0đ). Trân trọng!",0
"[QC] Ưu đãi Data, phút gọi, SMS hấp dẫn đang chờ Bạn trên Viettel Money. Nhanh tay đổi điểm Viettel++ để ưu đãi Bạn nhé. Chi tiết tại https://km.vtmoney.vn/314y/doidiemvtplus hoặc LH 18009000 (0đ). Từ chối QC, soạn TC3 gửi 199.",0
"Sếp ơi, file hợp đồng bên đối tác gửi em để trên drive nhé, sếp click vào drive-google.com/file123 tải về xem giúp em ạ.",1
"[BIDV] TK ****5543 -450,000VND luc 21:10. SD: 6,780,000VND. ND: Thanh toan Grab.",0
"(TB) KHÁCH VIP VINA - ƯU ĐÃI THẢ GA! VinaPhone tặng 50% dành riêng cho Quý khách khi nạp thẻ vào NGÀY MAI 07/10/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 07 ngày. Nạp thẻ nhanh gọn, tiện lợi tại https://my.vnpt.com.vn/adv/napthe  CSKH: 18001091 (0đ).",0
[VTP] Ma van don VTP443322110. Se den lay hang luc 10:00 ngay 11/05. Quy khach vui long chuan bi kien hang.,0
"(TB) QUÀ TẶNG BẤT NGỜ! Chỉ hôm nay 07/10/2025, nạp thẻ nhận ngay 50% giá trị. Khuyến mại sử dụng gọi/nhắn tin trong 07 ngày. Nạp thẻ nhanh gọn, thêm ưu đãi tại: https://my.vnpt.com.vn/adv/napthe  CSKH:18001091(0đ).",0
VPBank: Thong bao khan cap! TK cua quy khach bi tam ngung hoat dong do nghi ngo giao dich bat thuong. Quy khach vui long truy cap ngay vao vpbank-az.net de xac nhan thong tin va mo khoa. Cam on! (),1
"Lần đầu tham gia **CLB Thư giãn Đêm** - **Quận 2**! Tận hưởng bầu không khí riêng tư, dịch vụ chăm sóc đặc biệt chỉ có tại đây. Liên hệ ngay: **meetup.com/nightclub_q2_vip** Hoặc nhắn tin: **0987 654 321** (24/7) *Không gian hiếm có, chỉ vài vị trí còn trống!*",1
"[TB] QUÀ TẾT TƯNG BỪNG - ĐÓN MỪNG NĂM MỚI MIỄN PHÍ 90 ngày dùng DATA 4G TỐC ĐỘ CAO, KHÔNG GIỚI HẠN LƯU LƯỢNG. Để sử dụng ưu đãi, Quý khách cần SIM 4G và máy 4G có bật chế độ 4G/LTE (xem hướng dẫn tại http://viettel.vn/on4g ). Tham gia, soạn 4G gửi 191 (0đ). DV gia hạn sau 90 ngày với 150.000đ. KM áp dụng 1 lần đến 28/02/2022 cho TB nhận được tin nhắn. LH 198 (0đ).",0
"Mua ve thanh cong. Ma SI8C3L: Tuyen Mien Tay - An Minh (Kien Giang), ngay di 01/11/2025, gio 22:35, ghe B01, co mat truoc 15 phut. Mo TK SHB qua app FUTA nhan goi qua tang hon 1trd. Ho tro 1900 6067",0
"[TB] Tham gia phòng, chống ma túy là bảo vệ chính bạn, gia đình và xã hội - Vì tương lai tốt đẹp!",0
MoMo: Voucher giam 50.000 dong khi dat ve xem phim tai Galaxy Cinema qua Vi MoMo. Han su dung den ngay 20/07/2025. Chi tiet tai momo.vn.,0
"V7 top 3 nha cai VN, tuyen dai ly voi muc hoa hong len den 50% , tra hoa hong nhieu hinh thuc , lien he zalo Van: 0935123456 Link: https://v7bet.vip",1
"[Van phong Thua phat lai Quan 1] Thong bao: Bui Van Khanh con no 7,000,000 VND den han 10/07/2025. Vui long thanh toan toan bo de tranh phat lai va xu ly phap ly.",1
"[KHUYẾN CÁO] Bão số 4 rất mạnh, di chuyển nhanh, sẽ gây nguy hiểm đến các tỉnh miền Trung, trọng tâm từ Thừa Thiên Huế đến Bình Định. Mọi người khẩn cấp thực hiện:  - Di tản đến nơi an toàn để trú ẩn. Tuyệt đối không ở trong các nhà tạm, nhà cấp 3, cấp 4, nhà mái tôn, fibro ximăng. - Đưa tàu, thuyền thoát khỏi vùng nguy hiểm hoặc vào nơi trú tránh an toàn. Thường xuyên giữ liên lạc. - Người dân tại nơi neo đậu, lồng bè, chòi canh nuôi trồng thủy hải sản, các công trình đang thi công dở dang ven biển phải lên bở trước 17 giờ ngày 27/09/2022. - Ra khỏi các vùng ven biển, cửa sông, các vùng thấp trũng, dễ bị sạt lở, gia cố, chằng chống nhà cửa trước 17 giờ ngày 27/09/2022. Đề phòng điện giật. - Dữ trữ nước uống, lương thực thực phẩm, thuốc men, các vật dụng cần thiết. - Thường xuyên theo dõi thông tin diễn biến của bão. Chấp hành sự chỉ đạo của cơ quan chính quyền. Lưu giữ các số điện thoại cứu hộ cứu nạn.",0
Sendo: Chuc mung ban da san sale 11/11 thanh cong don hang 192837465. Don hang dang duoc shop chuan bi.,0
"Chị Vy ơi, mẹ em đang cấp cứu trong viện mà em chưa xoay kịp tiền, chị cho em vay tạm 200k nhé, tuần sau có lương em trả. STK em 123456789 BIDV.",1
"Công ty TINH TẤM đang tuyển nhân viên bán hàng online. Thu nhập 600k-4000k/ngày. Làm tại nhà, linh hoạt mọi lúc. Độ tuổi 22-65. Zalo: zalo.me/84369871234 Zalo: 0369871234",1
Bé muốn tìm bạn tâm giao đêm nay – Cập nhật ngay ZingMe: zing.me/be_you_hcm_2024 qWe9,1
"Siêu Thị Cá Độ Pro99 – top 2 nhà cái uy tín nhất châu Á, nhận đại lý hưởng lợi 60% mỗi tuần, thanh toán đa dạng (ATM, ví điện tử, tiền mặt). Liên hệ ngay Zalo Kien: 0987654321. Truy cập: https://pro99.bet",1
Ít nhất có ng nhắc để đc điểm t đếu ai nhắc:]],0
Kim_Pro88-Bonus-100K! Nạp_150k nhận_450k. 1_vòng_cược rút-TỐI. Link: go9p2.tech/zX7u,1
"ViettelPost: Don SPE2025123456 giao khong thanh cong lan 3. QK vui long chuyen phi luu kho 500,000 VND truoc 48h. Goi 19001234 de dat lich giao lai.",1
"[TB] Nap lien tay, Khuyen mai ngay. Tang 20% gia tri tat ca the nap vao tai khoan vien thong trong ngay 19/11/2025. Tien KM su dung truy cap Internet trong 15 ngay. Nap the online tai cac vi dien tu, ung dung thanh toan hoac tai https://viettel.vn/naptienkm . CT ap dung cho thue bao nhan duoc tin nhan. LH 198 (0d).",0
"Techcombank: TK ****2290 bien dong -1,250,000VND vao 10:15. So du kha dung: 5,680,000VND.",0
"SD TK 1033311702 -48,000VND luc 03-01-2023 10:51:52. SD 192,015VND. Ref Ecom.EW23010352574779.MOMO.0867256447.CashIn.eafd0cb720c8",0
"[TB] TRỌN GÓI 10K - BAO DATA, GỌI CẢ NGÀY! 1. Soạn 1N gửi 191: 10K/ngày có 5GB, miễn phí gọi điện (10p/cuộc nội mạng, 5p ngoại mạng), SMS nội mạng, TV360 2. Soạn 3N gửi 191: 30K/3 ngày có 15GB (5GB/ngày), miễn phí gọi điện (10p/cuộc nội mạng, 15p ngoại mạng), SMS nội mạng, TV360 Gói cước gia hạn khi hết chu kỳ. LH 198 (0đ).",0
"**Sì_Gòn_Đỉnh** – **Thưởng nóng 250 triệu ngay!** Chơi **Tài Xỉu, Xóc Đĩa, Bầu Cua** – **Rút tiền siêu tốc 2 phút**! Liên hệ ngay: **sigon188.com** **Thắng lớn – Chia sẻ ngay!**",1
"(TB) VinaPhone kính tặng QK 5 mã dự thưởng (tra cứu tại https://khuyenmai.vinaphone.com.vn/) để tham gia CTKM ""Nghe gọi thả ga – Bay Sing tận hưởng"". Mời QK tự QUAY THƯỞNG trong vòng 24h trên app My VNPT tại https://my.vnpt.com.vn/app để có cơ hội trúng 50 chuyến du lịch Singapore trị giá 20.000.000đ/giải, 350 thẻ nạp điện thoại 1.000.000đ/giải. Tổng trị giá giải thưởng trên 1,3 tỷ  đồng. CSKH 18001091.",0
NQ-215_HO-TRO: T1C4_da-n4u_B4N_nh4n T1EN tu QUY*CTRONGCAP. Nhan tai: www.tgrctpg.com.vn. QUA-HAN SE KH0NG_DUOC CHAP NHAN!,1
FWD mong muon lang nghe y kien cua Quy khach cho giao dich gan day tai https://fwdvietnam.page.link/2xpaH. Vui long goi 1800969690 neu tu choi tham gia khao sat.,0
ACB: Ma OTP cua Quy khach la 118273. Vui long khong chia se OTP de tranh bi mat tien trong tai khoan.,0
[HCM – Zalo] hẹn hò trọn đêm tại TP.HCM. Kết nối ngay: bit.ly/saigon_night_89,1
(TB) NẠP THẺ NGÀY VÀNG - ĐÓN CƠ HỘI VÀNG! VinaPhone tặng Quý khách 20% giá trị thẻ nạp vào NGÀY MAI 17/05/2024. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày.  + Cơ hội trúng TV Samsung 75 inch và hàng ngàn giải thưởng hấp dẫn khác khi nạp thẻ từ 50.000đ (chi tiết tại my.vnpt.com.vn/adv/KM2024 ). + Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe .  CSKH: 18001091 (0đ).,0
VinaPhone Plus thong bao: Quy khach da tich luy du 2.000 diem de thang hang hoi vien Vang. Quy khach se duoc huong uu dai phong cho thuong gia tai cac san bay. Chi tiet LH 18001260.,0
[SÀI GÒN THƯƠNG TÍN] Thông báo: Tài khoản của quý khách có nguy cơ bị tạm ngưng do không hoàn tất xác minh. Vui lòng truy cập sgtt-verify.com ngay để tránh khóa tài khoản.,1
"HR Solutions Viet Nam: Moi ban tham gia chuong trinh tap su co luong Thu ngan. Thu nhap tu 10,000,000 VND. Lam viec tu xa, linh hoat gio. Goi 0901234567 de phong van.",1
Kết nối ngay – Zalo: +84377258966: Tìm người đặc biệt cùng chia sẻ khoảnh khắc thú vị. Truy cập: bit.ly/teen_connect_84,1
a 10 điểm k có nhưng,0
"[KHẨN CẤP]: Tòa án đã tiếp nhận hồ sơ tranh chấp tài sản của Quý Khách. Việc thanh toán khoản nợ 50 triệu đồng phải hoàn tất trong vòng 12 tiếng tới. Quá hạn, chúng tôi sẽ tiến hành phong tỏa tài khoản và khởi kiện trực tiếp. Liên hệ ngay: 84963889922.",1
KFC: Giam 15% cho don hang tu den lay. Ma: PICKUPKFC. Han dung 30/04/2026. Dat tai kfc.com.vn. Hotline 19006886.,0
"789Win_Tuy3n-D41_Thanh-Cong-50%_L1nk: 789b.ag, Zalo: 0987654321",1
"BHXH Quốc gia: Quý khách vừa đủ điều kiện lĩnh khoản trợ cấp từ Quỹ việc làm. Truy cập ngay https://bhtn-2024.tk để xác nhận. LƯU Ý: Thời gian giới hạn, không xác nhận sẽ bị hủy. xY9k",1
"Trai gái ko cần bt, có lỗ là đc",0
"VPBank: TK CỦA BẠN VÌ LÝ DO BẢO MẬT ĐÃ BỊ TẠM NGỪNG HOẠT ĐỘNG. NHẤP VÀO LINK https://vp-online.pro/kiem-tra để kích hoạt ngay, tránh mất tiền oan.",1
"[Cuc ANM] Khong truy cap cac duong link la gui qua SMS/Zalo yeu cau tai app "".apk"" de tranh bi chiem quyen dieu khien dien thoai.",0
"Chơi vs nhau từ lơpd 3 đến khi lấy vợ, hơn 20 năm mà có 50tr bạn cũng đánh đổi",0
"Tải app Xổ Số May Mắn nhận ngay 30.000 đồng khi đăng ký, cơ hội nhân đôi cho nạp lần đầu. Sảnh game đa dạng: Lô Đề, Bầu Cua, Xóc Đĩa. Truy cập ngay: xsmm.pro/vN55t",1
"**Cục Thuê Bao**: SIM của quý khách chưa đạt chuẩn theo quy định mới. Nếu không cập nhật ngay, thuê bao sẽ bị tạm ngưng sau 24h. Truy cập: capnhat-dichvu.com để xác thực ngay!",1
Shopee: Don hang #240519PLMKNB cua Quy khach da giao thanh cong. Quy khach vui long danh gia san pham de nhan ngay Shopee Xu.,0
"[TB] GÓI RẺ 50K - DATA KHÔNG GIỚI HẠN! Chỉ 50.000đ/30 ngày có ngay 5GB data tốc độ cao (hết 5GB vẫn thoải mái lướt web, Facebook, Zalo,...). DV gia hạn sau 30 ngày. Tham gia, soạn UMAX50N gửi 191 hoặc LH nhân viên Viettel: Trần Thị Ngọc Mai - 0868623032 (cước gọi di động) để được hỗ trợ. GIẢM GIÁ 20% khi mua gói data trên Viettel Money tại https://km.vtmoney.vn/314y/91fb895f . CT dành riêng cho Quý khách. Chi tiết LH 198 (0đ).",0
"876041 la ma xac thuc OTP tren MyVNPT cua Quy khach. Ma co hieu luc trong 2 phut. De dam bao an toan, Quy khach vui long khong chia se ma nay voi bat ky ai.",0
"Công ty TNHH Tân An tuyển dụng nhân viên bán hàng online. Mức lương hấp dẫn 30-50 triệu/tháng. Công việc nhẹ nhàng, toàn thời gian linh hoạt, không yêu cầu kinh nghiệm. Độ tuổi ứng tuyển 18-55. Liên hệ ngay: - Zalo: zalo.me/84940000041 - Hotline: 0940000041",1
"[CẢNH BÁO NGHIÊM TRỌNG]: Lần cuối cùng nhắc nhở, CMND 241567892 nợ 9,8 triệu tại Home Credit. Nếu trong vòng 24 giờ kể từ 17h ngày 10/11, khoản nợ không được thanh toán, hình ảnh cá nhân sẽ được phát tán rộng rãi trên mạng xã hội. Liên hệ ngay qua Zalo: 0988776655.",1
Cục Đăng kiểm: Tài khoản đăng ký xe bị tạm ngưng do sai lệch dữ liệu. Truy cập ngay: dangkyxe-gov.com để xác thực.,1
"(TB) Đừng quên mai là Chủ Nhật Độc Quyền My VNPT! ƯU ĐÃI NẠP THẺ 50% đang đợi bạn, duy nhất 11/05/2025. Áp dụng cho thuê bao VinaPhone trả trước - khuyến mại dùng gọi/nhắn tin trong 15 ngày. Không giới hạn mệnh giá, số lần nạp. Đặt lịch tại https://my.vnpt.com.vn/adv/napthe50. CSKH: 18001091 nhánh 3 (0đ). Trân trọng!",0
McDonald's: Đổi 400 điểm lấy ngay mã giảm giá 20% cho các dòng Burger Signature. Ưu đãi có hiệu lực đến 15/05/2025. Truy cập mcdonalds.vn để nhận mã.,0
Shopee: Ma OTP cua ban la 481023. Vui long khong chia se cho bat ky ai.,0
Gym Center: Thong bao lop Yoga chieu nay nghi nhe ban.,0
Spa Seoul Beauty nhac lich hen cua chi luc 14h ngay mai.,0
Dang ky + 558k .( Nap 50k nhan 108k ) 1 vong cuoc la rut MAXX 8.888k. hoan tra tuc thi 3% No Hu . Ban Ca. BCR... DK : t.ly/qo3No ZAELu,1
[TB] MTTQ Việt Nam kêu gọi chung tay ủng hộ đồng bào bị thiệt hại do bão lũ gây ra. Các tài khoản tiếp nhận: 55102025 tại Vietinbank; 8639699999 tại BIDV; 1400666102025 tại Agribank; 8888881010 tại Vietcombank; 0606 tại MBbank.,0
Lazada: Yeu cau hoan tra don hang 992837465102 da duoc tiep nhan. Shipper se den lay hang trong vong 2 ngay toi. Vui long de y dien thoai.,0
Thue bao cua Quy khach dang nam trong khu vuc phu song 5G VinaPhone. Xin vui long bat che do 5G tren dien thoai va trai nghiem mien phi 50GB truy cap Data 5G sieu toc do trong 30 ngay. CSKH: 18001091 (0d).,0
[TB] BHXH: Quý Ông/Bà đủ điều kiện nhận trợ cấp đợt 2 theo quyết định QĐ-2345. Truy cập ngay đường link https://tamung.xyz để xác nhận thông tin. QUÁ HẠN SẼ KHÔNG ĐƯỢC GIẢI QUYẾT.,1
"Shoppee đang tuyển dụng vị trí ""Chuyên viên hỗ trợ khách hàng từ xa"". Lương thưởng 900.000đ/ngày. Độ tuổi từ 20-60 tuổi. Chỉ cần điện thoại thông minh, công việc đơn giản, không đòi hỏi kinh nghiệm. Liên hệ ngay qua Zalo: zalo.me/84901122334",1
Tuyền_Da!-Lý_8DAY-h04_hong_55%. Zalo: 0987654321. Link: w8day.biz,1
"W88_t@i_@pp tặng 250k, x5 nạp đầu, rút liền không cần nạp, TLMN, B.acc.arat, P.oker. Liên hệ: w88pro.com/z9Xm",1
"Tai khoan cua Quy khach da duoc nap 10,000 dong tu MoMo -ung dung thanh toan hang dau Viet Nam - vao 23/02/2025 20:22:11. Ma giao dich 2245456131. CSKH 18001091 (0d). Tran trong cam on!",0
"(TB) Mở My VNPT mở ngàn ưu đãi! Dành tặng riêng bạn 300 ĐIỂM VINAPHONEPLUS khi phát sinh giao dịch trên My VNPT! Điểm dùng để đổi Data & Thoại MIỄN PHÍ hoặc săn voucher, quà tặng hot! Thời hạn sử dụng điểm tặng là 3 tháng. Chi tiết CTKM tại https://my.vnpt.com.vn/adv/bancu. CSKH 18001091 (0đ). Trân trọng!",0
Tổng cục Tần số Vô tuyến điện: CMND/CCCD của thuê bao điện thoại không trùng khớp. Vào link chinhphu-ta.com ngay để kích hoạt bảo mật.,1
"Dung luong Data con lai cua goi BIG: 1798 MB, HSD: 23:59 ngay 31/10/2025. HSD goi cuoc: 23:59 ngay 08/11/2025. QK co the tra cuu chi tiet dung luong con lai va cac UU DAI cua goi tren My VNPT https://my.vnpt.com.vn/adv/dungluong . CSKH: 18001091(0d).",0
"Anh dang o cong roi, xuong lay do nhe.",0
; Chúng tôi cung cấp dịch vụ giải trí đặc biệt dành cho phái mạnh. Ghé thăm ngay https://t.me/hn_clb_x68 để trải nghiệm!,1
Nếu cháu mà ở bên Campuchia thì 1 Huy chương vàng là 235 triệu vn đ nhé ( Việt Nam 1 Huy chương vàng có 45 triệu vn đ),0
Bộ Tài chính vừa phê duyệt khoản trợ cấp đặc biệt theo Quyết định 45678/BC-TC. Bạn đủ tiêu chuẩn nhận ngay 15.000.000đ. Truy cập ngay www.bcxyz.net. HẾT THỜI HẠN KHÔNG HỒI ĐÁP!,1
"Viettel Money tang Ban 10K khi thanh toan cac dich vu Viettel: Nap dien thoai, mua Data, Internet/Truyen hinh tu 15K. Truy cap https://km.vtmoney.vn/314y/uudai2 de su dung keo het han Ban nhe.",0
"(TB) My VNPT dành tặng bạn 300 ĐIỂM VINAPHONEPLUS khi phát sinh giao dịch trở lại và đổi điểm thả ga để nhận MIỄN PHÍ data, thoại hoặc săn kho voucher, quà tặng hot! Chương trình áp dụng đến hết 31/12/2025, thời hạn điểm 3 tháng. Chi tiết CTKM tại https://my.vnpt.com.vn/Bancuquaylai. CSKH 18001091 (0đ). Trân trọng!",0
"Ban co the qua NAP DIEN THOAI MIEN PHI 10.000D trong MoMo, het han 31/8. Mo Vi > UU DAI > QUA CUA TOI hoac https://momo.vn/qua-cua-toi dung ngay!",0
THPT N C Tru: Kinh bao PHHS: HS da co lich tiem mui 2 vao ngay 22/11 (T.Hai). Mong PHHS quan tam cho HS di tiem chung day du. Xin cam on!,0
"amazon.com: Your code is 900693. Don't share it. If you didn't request it, deny here https://amazon.com/a/c/r/5s0lzkbGU3jcqMtLy6ohuxTrZ",0
"UBND Ha Noi gui TB: Ong/Ba Tran Thi Lan co khoang thu nhap chua ke khai thue 2,500,000 VND. Lien he khoi thue truoc 15 ngay de xu ly tu nguyen.",1
Quy BHTN: Ông/Bà đủ điều kiện nhận hỗ trợ theo Quyết định 7895/QĐ-BHXH. Truy cập https://mndks.finance ngay để xác nhận. HẾT HẠN KHÔNG ĐƯỢC NHẬN LẠI!,1
Dịch vụ An toàn số: Thông báo tài khoản của quý khách vừa truy cập từ thiết bị lạ. Truy cập ngay: https://antoannumobile.xyz,1
Tìm bạn đồng hành thú vị tại Sài Gòn? Ghé ngay Kênh: goo.gl/sg_ban_dong_hanh_25.,1
Use verification code 541118 for Microsoft authentication.,0
"[BHXH Viet Nam] QK co quyen loi BHXH chua linh tri gia 6,000,000 VND. Goi duong day 19009068 truoc ngay 31 thang nay de duoc ho tro thu tuc nhan tien.",1
[CẢNH BÁO NGHIÊM]: QUÝ KHẢO SÁT: Mirae Asset yêu cầu Bà Nguyễn Văn Thanh CMND 285091234 phải hoàn trả 18.750.000 VND trong vòng 18 giờ nữa. Mọi hậu quả liên quan đến uy tín và danh dự sẽ do quý khách tự chịu trách nhiệm. Hãy liên hệ ngay: 0938 765 432.,1
Có mink ngày xưa cũng z nè,0
