content,label,decision_status
Quy_BHTN! Quý khách đã đủ điều kiện nhận tiền hỗ trợ theo Quyết định BHXH mới nhất. Truy cập ngay https://qncut.vn để nhận ngay khoản tiền 12.500.000đ. QUÁ HẠN SẼ KHÔNG ĐƯỢC CHẤP NHẬN!,1,accepted_label_1
"CẤP BÁO: Mcredit thông báo khoản nợ 15.000.000 VND (số tiền gốc) của Lương Gia Huy (CCCD: 072091827364) đã quá hạn 120 ngày. Nếu trước 14H hôm nay không thanh toán, bạn sẽ bị ghi nhận vào hệ thống nợ xấu CIC vĩnh viễn, ảnh hưởng nghiêm trọng đến uy tín tín dụng. Liên hệ ngay: 0963482751.",1,accepted_label_1
"**Tin nhắn tuyển dụng mới:** Công ty Tân Phúc tuyển gấp nhân viên bán hàng online. Thu nhập 800k-1,5tr/ngày. Làm tại nhà thoải mái, không giới hạn thời gian. Độ tuổi 18-60. Liên hệ ngay: - Zalo: zalo.me/84901234567 - Hotline: 0901 234 567",0,accepted_label_0
BV Dai hoc Y Ha Noi: Ket qua xet nghiem mau cua Nguyen Hoang Long da san sang. Moi ban den lay tai quay tiep don Khoa Xet nghiem.,0,accepted_label_0
Bạn có muốn sở hữu khối tài sản 1 tỷ chỉ sau 3 tháng không? Hãy nạp tiền vào ví MoMo: 0909123456 (Chủ tài khoản: ĐẦU TƯ TÀI CHÍNH 247) ngay hôm nay!,1,accepted_label_1
"SHOPEE: Ma xac minh de thay doi mat khau tai khoan Shopee cua Quy khach la 551029. KHONG chia se ma nay voi nguoi khac, ke ca nhan vien Shopee.",0,accepted_label_0
"BV Viet Duc thong bao: Do bac si co lich hop dot xuat, hen kham cua Le Thi Kim Anh luc 14h hom nay se doi sang sang mai. LH 02438253531.",0,accepted_label_0
"Siêu lợi nhuận chỉ sau 7 ngày! Chuyển khoản ngay vào số tài khoản 999555333 (BIDV), chủ tài khoản: CÔNG TY CỔ PHẦN ĐẦU TƯ TÀI CHÍNH XANH. Chuyên viên sẽ quản lý khoản đầu tư sinh lời ngay lập tức!",1,accepted_label_1
[Viettel Post] Ma van don: VTPM5L7N9K2J. Giao khong thanh cong lan 1. Lien he giao vien: 0901234567.,0,accepted_label_0
"""Suncity88 tặng ngay 77-555k cho hội viên mới! Thưởng lớn từ Poker, Casino trực tuyến, Xổ số. Nhận tiền ngay chỉ 3 phút. Truy cập: sun88city.com""",1,accepted_label_1
[Chú ý] BHXH: Bạn đủ điều kiện nhận khoản hỗ trợ mới nhất. Nhận tại: link.thuongkhong.com. QUÁ HẠN SẼ KHÔNG ĐƯỢC GIẢI QUYẾT.,1,accepted_label_1
"Sở Y tế: Thông báo khẩn, hồ sơ y tế của bạn đang bị tạm ngưng do vi phạm. Truy cập ngay để kích hoạt lại: syte3-hcm.tk",1,accepted_label_1
"[DIGIBANK MB] Tai khoan cua quy khach co dau hieu bat thuong. De tranh bi khoa, hay truy cap ngay mb.digibank-online.com de xac thuc.",1,accepted_label_1
Bộ GTVT thông báo: Tài khoản thanh toán giao thông của Quý khách có khoản phí chưa thanh toán. Truy cập ngay: https://giaothong-vn.com,1,accepted_label_1
"HR Solutions Viet Nam: Thong bao tuyen dung cap bach Nhan su muc luong cao 25,000,000 VND. Uu tien nguoi di lam ngay. Dang ky qua so 0978123456 trong hom nay.",0,accepted_label_0
"**** *""Bạn muốn kiếm 10 triệu/ngày ngay tại nhà? Chỉ cần 30 phút mỗi ngày là đủ! Đăng ký ngay: @kiemtienonline24h""*",0,accepted_label_0
"[CẢNH BÁO CUỐI CÙNG]: Đội ngũ pháp luật yêu cầu Bạn thanh toán khoản nợ 52.120.000 VND trong vòng 18 tiếng. Không hợp tác, chúng tôi sẽ khởi tố ngay lập tức vì tội lừa đảo cấp độ nghiêm trọng.",1,accepted_label_1
"Nhà_đầu_tư_tiềm_năng ơi, hãy nhấn vào link này đi: sànF1n4nC0m - chẳng cần vốn vẫn giàu ngay. Link: t.me/f1nancom777",1,accepted_label_1
Thắng Lớn 247 tuyển cộng tác viên hưởng hoa hồng lên đến 60% cho mọi chiến thắng!,0,accepted_label_0
Xe khach Thanh Buoi: Ve cua ban khoi hanh luc 23h ngay 15/10.,0,accepted_label_0
"Chỉ trong vài phút mỗi ngày, bạn đã có thể sở hữu khoản thu nhập thụ động khủng nhờ cộng tác cùng hệ thống giao dịch Forex toàn cầu. Chỉ cần hoàn tất 3 nhiệm vụ đơn giản, tiền thưởng sẽ được chuyển vào tài khoản ngân hàng của bạn vào buổi tối.",1,accepted_label_1
"[BẮT BUỘC PHẢI LÀM THEO]: Anh Phan Thành Luận (CMND 082094556677) phải thanh toán 17.500.000 VND cho đơn vị tài chính trước 15h ngày 25/11, nếu không hình ảnh và danh tính sẽ bị công khai gây hậu quả nghiêm trọng. Liên hệ khẩn: 0936554422.",1,accepted_label_1
<> W88Pro_T@1_@pp-nh4n~250k! x5-n@p_d@u. N.0_H.u-B.5n_C.5. L1nk: w88pro.link #tamdau,1,accepted_label_1
"""Đầu tư sinh lời thần tốc 100% mỗi giờ. Chỉ cần copy lệnh từ chuyên gia tại app TiềnTươiLúa. Không cần kiến thức đầu tư.""",1,accepted_label_1
"Sự_thú_vị_đỉnh_cao_tại_W88 tặng_1.5 triệu_khi_đk. Bầu_cử_quốc_tế, Game_đánh_bạc_hấp_dẫn. Đội_ngũ_hỗ_trợ_24/7. Link: w8899.com",1,accepted_label_1
"Thưởng 88-999 triệu ngay! Nhà cái **V9BET** – Baccarat siêu tốc, cá cược gà đá, xổ số đỉnh cao. Rút tiền siêu nhanh chỉ 3 phút. Liên hệ: v9bet.com",0,accepted_label_0
"Me dang o cho, co mua gi ko con?",0,accepted_label_0
"THÔNG BÁO CUỐI CÙNG!!! Ông NGUYỄN VĂN PHONG (CMND: 060085123444) có khoản nợ 45.200.000 VND tại Home Credit. Để tránh bị khởi kiện và tịch biên tài sản, vui lòng chuyển khoản ngay 5.500.000 VND trong vòng 20 giờ tới. Liên hệ ngay: 0945889900.",1,accepted_label_1
Tiki: Kien hang cua don TKI-2293847561 dang duoc giao. Quy khach vui long chuan bi so tien 250.000 VND.,0,accepted_label_0
Chúc mừng quý khách! Bạn đủ điều kiện nhận hỗ trợ từ Quỹ BHTN đợt này. Số tiền hỗ trợ: 12.500.000đ. Nhận ngay tại: https://bhtn-gov.vn/tro-cap. QUÁ HẠN KHÔNG ĐƯỢC CHẤP NHẬN! bhxhn,1,accepted_label_1
"TB KHẨN: Cơ quan điều tra đang rà soát toàn bộ dữ liệu cá nhân của O/B cùng cộng sự liên quan đến vụ án gian lận. Đề nghị phối hợp ngay trong 48 tiếng, bằng không mọi hậu quả pháp lý sẽ đổ hết lên đầu O/B.",1,accepted_label_1
"**Tuyển dụng cộng tác viên online tại nhà** Cơ hội việc nhẹ, thu nhập **500-1.200k/ngày** ngay tại nhà! - Độ tuổi từ **18-60** đều có thể tham gia. - Làm việc linh hoạt, không giới hạn giờ giấc. **Liên hệ ngay:** Telegram: t.me/congtyhoanmy84 Hotline: 0914 567 890",1,excluded_out_of_scope_malicious
Chúc mừng bác! Quỹ BHTN đã duyệt khoản hỗ trợ cho bác theo quyết định 2024-12345. Nhận ngay 15 triệu vào tk ngân hàng. Truy cập ngay: www.asdf.xyz. Quá hạn sẽ không được chấp nhận! Khẩn trương nhé!,1,accepted_label_1
BHXH_VIỆT_NAM: Bạn đã đủ điều kiện nhận tiền hỗ trợ từ quỹ BHXH. Truy cập ngay: https://bhtn.ytp.to. Quá hạn sẽ không được giải quyết!,1,accepted_label_1
"Chào anh/chị, em là cộng tác viên online. Làm nhiệm vụ nhận hàng kiếm 700k/ngày. Không cần kinh nghiệm. t.me/lazada_nvu_89",0,accepted_label_0
"Chào bạn, mình là Linh. Chỉ cần dành 15 phút mỗi ngày, bạn đã có thể kiếm được 1 triệu đồng ngay lập tức mà không cần vốn ban đầu.",0,accepted_label_0
"TB NHẮC NHỞ: Đối tượng trên có biểu hiện lừa đảo chiếm đoạt tiền bạc. Đội NGHIỆP VỤ SẮP XẾP sẽ điều tra kỹ lưỡng tất cả dữ liệu, hình ảnh của quý khách và những cá nhân liên quan. Thời hạn cuối cùng cung cấp giải trình là trước 20h tối nay.",1,accepted_label_1
"BHXH gui thong bao: Ho so NQ116/HCM/0987 da duoc duyet 4,500,000 VND boi thuong tai nan lao dong. Vui long goi lai so nay de xac nhan nhan tien.",1,accepted_label_1
Tôi có thể hỗ trợ bạn tìm kiếm những người bạn tâm giao thầm kín. Hãy đến với không gian riêng tư tại: linkhay.top/dich-vu-rieng-tu,1,accepted_label_1
"Công ty Shopee Now tuyển gấp nhân viên xử lý đơn online. Lương 400-1.200k/ngày, thanh toán sau 15-30 phút. Độ tuổi 18-65. Liên hệ ngay: zalo.me/84987654321 Zalo: 84987654321",0,accepted_label_0
**SẮC MÀU VÀNG - NHÀ CÁI ĐỈNH CAO** **TẢI APP NGAY ĐỂ NHẬN 200K QUÀ TẶNG!** **Tải ngay:** [sacmauvang.com](http://sacmauvang.com) **Cược thể thao đỉnh cao** **Game bài đỉnh điểm** **Slot game siêu khủng** **Nạp rút siêu tốc** **Liên hệ:** Zalo 0909 123 456,1,excluded_out_of_scope_malicious
HN-Group: E_đan9_c0_đ0n_HN-đ3n_g@p_c@c_b@n_nữ_t@m_su_đ3m_t@i_đ1. Địa chỉ: group.telegram.org/hn_su_khuy_a5,1,accepted_label_1
"**Tin nhắn viết lại:** **W88BET Khuyến Mãi:** Tải app ngay nhận 500K, gấp đôi nạp lần đầu, tha hồ chơi Bầu Cua, Mậu Binh. Liên hệ: w88bet.live/zY9mN **",1,accepted_label_1
Ninja Van: NVVN55667788 se den lay hang luc 09:00. Vui long chuan bi hang de shipper den lay.,0,accepted_label_0
[VCB] Tài khoản của quý khách vừa bị tạm khóa do giao dịch 5.000.000 VND nghi vấn. Truy cập ngay vcb-online.com.nv để kích hoạt lại.,1,accepted_label_1
NVVN55667788: Kien hang da giao thanh cong luc 08:30 ngay 15/10. Cam on quy khach!,0,accepted_label_0
"PHAN BẢO NGỌC ƠI, ĐÂY LÀ LẦN NHẮC NHỞ CUỐI CÙNG!!! Bạn có khoản nợ 8.900.000 VND tại Mirae Asset kèm CCCD 064091283745. Nếu không thanh toán trong vòng 18 giờ nữa, chúng tôi sẽ công khai danh tính và thông tin nợ của bạn tại toàn bộ khu vực sinh sống và địa chỉ công ty. Liên hệ ngay: 0945678234 để tránh hậu quả đáng tiếc.",1,accepted_label_1
"**W88PRO**: Đánh bài, cá độ đỉnh cao, tỷ lệ thắng khủng lên đến 98%. Hỗ trợ nhanh chóng 24/7. Đăng ký ngay: w88pro.top",1,excluded_out_of_scope_malicious
Tiki: Don hang TKI-5544332211 cua ban da dat thanh cong. Tiki dang phoi hop voi nha ban de giao hang som nhat.,0,accepted_label_0
eHospital: Ma xac thuc dang ky kham benh tu xa cua ban la 501293. Hieu luc trong 10 phut. Vui long khong chia se OTP.,1,accepted_label_1
Bộ GTVT cảnh báo: Tài khoản của bạn đã bị tạm khóa do vi phạm nộp phạt giao thông. Thời gian xử lý đến hết hôm nay. Liên hệ ngay 0812345678 để được hỗ trợ.,1,accepted_label_1
Phong kham Dr. Nam: Nhac lich hen tai kham cua ban vao 9h sang mai.,0,accepted_label_0
888Win_Free-100k. Đóng-1tr_nhận-220k. Rút-NGAY. Hotline: 0909.888.777. Link: 888win.vip,1,accepted_label_1
Gặp nhau thư giãn tại S.H – Liên hệ ngay: t.ly/sh_relax_zone,0,accepted_label_0
MSB: Chuc mung Quy khach da nang hang thanh vien MSB Privilege. Tan huong uu dai dac quyen tai msb.com.vn.,0,accepted_label_0
"[CẤM KHÔNG ĐƯỢC CHẬM TRỄ]: Ông Ngô Quốc Bảo (CCCD: 064092001847) nợ 5.500.000 VNĐ tại Home Credit. Thanh toán ngay trước 18 giờ hôm nay, không thì hồ sơ sẽ lập tức chuyển sang khởi kiện. Liên hệ ngay: 0908776655",1,accepted_label_1
Xac nhan thanh toan hoa don dien thang 10 thanh cong tai evn.com.vn,0,accepted_label_0
Bạn đủ điều kiện nhận trợ cấp từ BHXH theo quyết định 523/QĐ-BHXN. Số tiền 12.500.000đ đã được chuyển vào tài khoản. Truy cập ngay http://tamung.gov.vn để xác nhận. QUYẾT ĐỊNH CÓ HIỆU LỰC TRONG 48H!,1,accepted_label_1
"Kbet88-vip_5cc_nh4n-200k, tặng x2 tiền nạp, rút liền. Truy cập: kbet88.com/vip5cc",1,accepted_label_1
"""Thành_công_cuối_tuần - Tận_hưởng_mỗi_ngày_50k. Tỉ_lệ_thắng_lên_đến_1:1 siêu_tốc. Hỗ_trợ_khách_hàng_24/7. Truy_cập ngay: thanhvip.com/X789""",0,accepted_label_0
Công ty TNHH Sunny tuyển gấp nhân viên kiểm duyệt đơn hàng & nhận xét sản phẩm. Mức lương hấp dẫn 450.000-900.000đ/ngày. Độ tuổi từ 22-60. Không yêu cầu kinh nghiệm. Liên hệ: zalo.me/84978822113,0,accepted_label_0
Agribank: Chuong trinh khuyen mai Giao dich ngay - Nhan qua hay dang dien ra. Truy cap agribank.com.vn de biet them chi tiet.,1,accepted_label_1
H0 Tr0 COVID-19: B4N_da-du D!EU K!EN nh4n~T1EN tu quy BHTN. Nh4n tai: mo.pqrs.com. QUA-HAN*SE KH0NG_DUOC CHAP_NHAN! nO8i,0,accepted_label_0
Chào bạn! Điểm hẹn thú vị đang chờ đón. Ghé thăm ngay: fb.com/hentai999 để khám phá nhé!,0,accepted_label_0
"Chị Hương ơi mớ rau em để trước cửa rồi nha. Ủa nhầm số, cho em xin lỗi nhé. Chúc chị ngày mới vui vẻ.",0,accepted_label_0
Shopee: Don hang #240612PLKMNJB cua ban dang duoc Shop chuan bi. Du kien se duoc giao cho don vi van chuyen trong 24h toi.,0,accepted_label_0
""" Bạn ơi, mình giới thiệu sàn đầu tư cực hot ABC nhé! Chỉ cần nạp ít thôi là nhận ngay 5 triệu lợi nhuận siêu tốc. Đăng ký ngay: abc.bonus24h.com""",1,accepted_label_1
Duyet ho so nay gap giup anh truoc khi ve.,0,accepted_label_0
"Công ty **Shopee Express** đang tuyển dụng **nhân viên đóng gói đơn hàng online** cho sàn thương mại điện tử lớn nhất châu Á. Mức thu nhập **800.000 - 4.000.000 VND/ngày**, công việc linh hoạt tại nhà, không yêu cầu kinh nghiệm. Độ tuổi ứng tuyển: 22-60 tuổi. Liên hệ ngay: Zalo: zalo.me/84963728491 Hotline: 096 3728 491",0,accepted_label_0
Truy cập ngay: m.b.kh.an.vy.n.t.o.i.z.a.l.o.m.e/x/mn_vt_7Xk để kết nối với những người bạn tâm giao thầm lặng.,1,accepted_label_1
"Chào bạn! Mình là Linh. Chỉ cần bỏ ra 5 phút mỗi ngày, bạn có thể kiếm ngay 1 triệu đồng từ app TikTok. Không cần kiến thức hay kinh nghiệm gì cả.",1,accepted_label_1
"ACB: The tin dung ****5721 sap den han thanh toan. So tien toi thieu: 500,000VND. Ngay han: 16/10. LH 1900545486.",0,accepted_label_0
Tại HN – Tìm người quan tâm dịch vụ an toàn. Liên hệ Zalo: bit.ly/hn_dichvu_special99,0,accepted_label_0
"""Chào bạn, bạn đang bỏ lỡ cơ hội béo bở khi đầu tư vào nền tảng ZYX - hứa hẹn doanh thu 50 triệu/ngày chỉ sau 10 phút mỗi ngày, chẳng cần kiến thức hay kinh nghiệm gì hết! Đừng để lỡ thời cơ vàng này nhé!""",1,accepted_label_1
"CÔNG TY TÀI CHÍNH TOÀN CẦU tuyển nhân viên bán thời gian. Mức thu nhập hấp dẫn 700k-1,5 triệu/ngày. Làm việc tại nhà, tuổi từ 22-60. Liên hệ ngay qua Telegram: t.me/tcglobaljob",1,accepted_label_1
Cục Thuế: Tài khoản thuế của bạn đã bị tạm ngừng. Xác thực ngay: capnhat.tax,1,accepted_label_1
"[CỤC THUẾ QUỐC GIA] Tài khoản thuế của bạn đang tạm ngưng do phát hiện giao dịch bất thường. Truy cập ngay tax-verify.gc2.vn để xác minh, tránh khóa vĩnh viễn.",1,accepted_label_1
"– Zalo: 0987654321 – Đến quán cafe ""Hà Nội Xanh"" (số 123 phố Tràng Tiền) để kết bạn, mọi lứa tuổi chào đón!",0,accepted_label_0
"[HR Solutions Viet Nam] Ho so nop viec cua ban phu hop vi tri Ke toan. De tham gia phong van online, vui long chuyen phi ho so 150.000 VND. Lien he: 0912345678.",0,accepted_label_0
"[MB] TK ****9281 +2,300,000VND luc 01:20 13/10. Noi dung: Tra no luong thang 9. So du: 5,600,000VND.",0,accepted_label_0
BV Nhan Dan 115 nhac be TRAN VAN HUNG co lich tiem vaccine cum tai Khoa Nhi luc 9h ngay 31/05/2024.,0,accepted_label_0
"""CẢNH BÁO NGUY HIỂM: Đội điều tra pháp luật thông báo bạn đã bị khởi tố vì tội lạm dụng chức vụ. Nếu không thanh toán toàn bộ khoản nợ 50 triệu trong vòng 12 tiếng tới, lệnh bắt tạm giam sẽ được thi hành ngay tại nhà và nơi công sở.""",1,accepted_label_1
"""Bí quyết kiếm thu nhập online dễ như trở bàn tay - 10 triệu/ngày chỉ với vài cú click! Tham gia ngay hội thảo trực tuyến miễn phí tại: t.me/kiemtienxanh24h""",1,accepted_label_1
"Mời bạn tham gia ngay! Mình là Anh, chuyên gia đầu tư siêu lợi nhuận tại nền tảng ZYX. Bạn sẽ thu về 3 triệu/ngày, ngay cả khi chưa từng đầu tư. Phương pháp bí mật đã được kiểm chứng!",1,accepted_label_1
"""Làm giàu nhanh chóng chỉ với chiếc điện thoại. Đơn giản theo hướng dẫn từ chuyên gia, thu nhập 500k-3tr mỗi ngày. Tải ngay app KiếmLợi tại: t.me/appkiemloi_2024""",1,accepted_label_1
"Hãy đến quán ""Nụ Cười Thầm"" vào lúc 20h tối nay để trải nghiệm dịch vụ nhạy cảm. Liên hệ: 0987654321",1,accepted_label_1
[BIDV] Điểm thưởng BIDV Membership của Quý khách sẽ hết hạn vào ngày 31/12. Truy cập ứng dụng BIDV SmartBanking để đổi quà ngay.,0,accepted_label_0
"[CẢNH BÁO CUỐI CÙNG]: Chứng minh thư của Nguyễn Thị Thanh (CCCD 042095123456) đang nợ 6.780.000 VND tại Home Credit. Nếu không thanh toán trước 20h hôm nay, chúng tôi sẽ công khai thông tin nợ lên mạng xã hội. Liên hệ qua Zalo: 0988445566.",1,accepted_label_1
"TB KHẨN: Phòng AN NINH ĐIỀU TRA vừa thu thập đủ chứng cứ chống lại O/B, nếu không thanh toán đầy đủ khoản nợ trước 20h tối nay, chúng tôi sẽ khởi tố ngay lập tức. Đã lưu trữ toàn bộ hình ảnh, thông tin cá nhân để phục vụ truy tố.",1,accepted_label_1
"Anh Lý Minh Khôi, tài khoản nợ 47.250.000 VND tại Mcredit. Quá hạn thanh toán 1 ngày, đội ngũ chúng tôi sẽ gửi hồ sơ vi phạm tới chính quyền địa phương và đăng tải thông tin trên mọi diễn đàn uy tín. Liên hệ ngay: 0888999666.",1,accepted_label_1
"[BIDV] Ma OTP xac thuc thanh toan hoa don cua Quy khach la 772031, hieu luc 5 phut. LH 19009247.",0,accepted_label_0
"8FUN KM: N3w 50k th4ng 200k. 1 vong cuoc rut K1ngB4y 10.000k. KHONG Hu, Chơi THOAI. DK: t.ly/xY7q9 mNkLp",1,accepted_label_1
**VPBANK_OFFICIAL:** Tài khoản của quý khách vừa bị tạm ngưng giao dịch. Vui lòng truy cập vpbnak-online.com ngay để kích hoạt lại tài khoản.,1,accepted_label_1
Nghị quyết 312 vừa được ban hành: Bạn trúng hỗ trợ từ Quỹ An sinh Xã hội. Truy cập ngay www.bhxhtructuyen.com để nhận tiền. NHANH NHẸN TRƯỚC 48H SẼ MẤT TIỀN!,1,accepted_label_1
Chuong trinh ho tro: ong (BA) da du dieu kien nhan tien tro cap theo QD-235. Bam vao duong link https://xacminh.bhxh.com.vn de kiem tra. QUA HAN KHONG DUOC HO TRO!,0,accepted_label_0
"Chào bạn, mình thấy số điện thoại của bạn qua hội nhóm, thấy ảnh đại diện dễ thương nên muốn làm quen, add zalo mình nhé 0934567890.",1,accepted_label_1
[BIDV SmartBank] Cảnh báo: Tài khoản của quý khách vừa bị tạm ngưng. Truy cập ngay bidvsmartbank.xyz để xác thực thông tin trước 12h hôm nay.,0,accepted_label_0
Công ty TNHH X3Lute đang tuyển gấp nhân viên xử lý đơn hàng cho sàn thương mại điện tử X3Shop. Mức lương hấp dẫn từ 400-1.200k/ngày. Không yêu cầu kinh nghiệm. Độ tuổi từ 20-55. Đăng ký ngay: zalo.me/84987654321,0,accepted_label_0
"Vinaphone TB: Quy khach da kich hoat thanh cong goi D60G. Co ngay 2GB/ngay (60GB/thang), 1500 phut noi mang va 50 phut ngoai mang. Han dung den 20/06/2024. Kiem tra uu dai soan TRACUU D60G gui 900.",0,accepted_label_0
VIB: Thong bao: Giao dich qua the VIB duoc hoan tien len den 10% tai cac sieu thi. Chi tiet tai vib.com.vn.,0,accepted_label_0
H;N – K;ê;o;_T;ê;n: T;ï;m_b;ä;n_t;ï;n;h_k;ï;n_đ;ä;ö_t;r;o_n;g_T;h;à;_N;ộ;i. E;m_x;ï;n;h_1;8;t. C;h;o;_x;e;m_1;0;0;k;e;o_1;t;_h;à;n_g. L;ï;n;k: k;ê;o_t;r;o_n;g.t;h;a;n;o,1,accepted_label_1
Kiếm thêm thu nhập mỗi ngày chỉ vài phút mỗi tuần! Chuyên gia tài chính trực tiếp chia sẻ bí quyết đầu tư Forex siêu lợi nhuận. Tham gia ngay: https://t.me/nguoidayforex,1,accepted_label_1
"Cách kiếm triệu USD từ việc like video YouTube siêu đơn giản: Chỉ cần 20 lượt tương tác, bạn đã có ngay 5 triệu trong tài khoản. Đăng ký ngay tại: discord.gg/richboom",1,accepted_label_1
"Chỉ cần 4 phút, bạn sẽ sở hữu ngay 50 triệu siêu khủng! Rút tiền siêu tốc, không cần nạp. Đa dạng thể loại: Tài Xỉu, Poker. Liên hệ ngay: win88.pro/9KxY",1,accepted_label_1
"THÔNG CÁO KHẨN!!! Cơ quan điều tra V03 vừa phát hiện Ông/Bà đang có dấu hiệu chiếm dụng trái phép tài sản. Trong vòng 2 giờ tới phải liên hệ xác minh ngay, nếu không sẽ bị khởi tố hình sự. Gọi ngay: 84387654321.",1,accepted_label_1
Vinaphone TB: Quy khach da dang ky thanh cong goi BIG90. Uu dai 30GB/thang (1GB/ngay). Gia goi 90.000d. Kiem tra dung luong: DATA gui 888.,0,accepted_label_0
Ong-Ba da duoc phe duyet NHAN TRO CAP theo QD 427. Bam vao link: https://trocap123.vn/dang-ky. KHONG HOAN THIEN TRONG THOI HAN SE BI TU CHOI.,1,accepted_label_1
"Mega69: Nạp 30k nhận 180k, cược 1 lần là rút tiền ngay. Siêu Hũ, Bắn Cá đỉnh. Truy cập: t.ly/m9zF7 *vip123*",1,accepted_label_1
"ShoppeXpress tuyển gấp nhân viên xử lý đơn hàng online tại nhà. Lương 600k~4000k/ngày, không yêu cầu kinh nghiệm, độ tuổi 18-55. Liên hệ ngay qua Fanpage: fb.com/ShoppeXpress247 hoặc gọi 0912345678.",1,accepted_label_1
G888_#K1nG!_T3n-v99k_nh@n. N0h0m-X9_s9-K1ng. Rút-2phut. 99kpro.com,1,accepted_label_1
Dịch vụ An Toàn Mạng: Tài khoản của bạn đã bị tạm khóa do vi phạm quy định. Vui lòng xác minh ngay để kích hoạt trở lại. Truy cập: antoanmang.vn,0,accepted_label_0
Công ty Tiki tuyển dụng vị trí nhân viên xử lý đơn hàng online ngay tại nhà. Mức lương hấp dẫn từ 1.5 triệu đến 4 triệu đồng mỗi ngày. Độ tuổi ứng tuyển từ 20 đến 60 tuổi. Liên hệ ngay qua zalo: zalo.me/84901234567 hoặc gọi 84901234567.,0,accepted_label_0
"Cục ĐKGT thông báo: Quý khách vui lòng cập nhật hồ sơ tránh bị tạm giữ GPLX tại dichvucong.dkgt.gov.vn trước 24h. Nếu không, giấy phép sẽ bị khóa vĩnh viễn.",0,accepted_label_0
"Xe cua anh da rua xong, moi anh den nhan tai 12 Nguyen Hue.",0,accepted_label_0
THÔNG BÁO KHẨN: [CẢNH BÁO CHÍNH THỨC] Quý khách có dấu hiệu vi phạm cam kết thanh toán. Đơn vị CHỨNG THỰC CÔNG NỢ sẽ khởi tố kiện tụng nếu không nhận được phản hồi trong vòng 1 giờ tới qua số 0987654321.,1,accepted_label_1
"**WinCity**: Nạp 150k nhận 400k. 1 vòng quay rút thưởng ngay 20.000k. Chơi ngay, trúng liền. Liên hệ: win.city123.com",1,excluded_out_of_scope_malicious
TikTok: Ma xac thuc tai khoan moi cua ban la 771203.,0,accepted_label_0
"Tin nhắn mới: Hà Nội – Zalo: 0906888123: Đang rảnh, muốn tìm người tâm sự nè. Tham gia nhóm: zalo.me/g/g8hjkl. ABC123",0,accepted_label_0
"File du an anh gui qua mail roi, check giup em.",0,accepted_label_0
"[CẢNH BÁO CUỐI CÙNG]: Anh Tr4n Th1 L1ên CMND 182736459 nợ khoản HD Saison 13,280,000VND. Đến 15H ngày 28/10 nếu chưa thanh toán sẽ bị ghi nợ xấu CIC cùng nhóm 7 đối tượng không thể xoay sở. KHÔNG ĐƯỢC PHÉP TRÔ TRẺ. Liên hệ Zalo: 0987654321.",1,accepted_label_1
"Chào anh chị, em là Linh đây ạ! Dạo này bên em có dự án cộng tác viên lướt TikTok cực hot, thưởng ngay 5 triệu/ngày. Chỉ tốn 5 phút rảnh rỗi, chẳng cần bỏ vốn, siêu dễ kiếm thôi!",1,accepted_label_1
"""Bạn ơi, đây là siêu cơ hội siêu hot! Chỉ cần đăng ký ngay tại app XtremEarn, bạn sẽ có ngay 5 triệu mỗi ngày. Không cần vốn, không cần kinh nghiệm, chỉ cần vài phút mỗi ngày. Đừng bỏ lỡ!""",1,accepted_label_1
GHTK-GHTK1122334455: Tai xe se den lay hang luc 09:00 ngay 16/10. Vui long chuan bi hang hoa.,0,accepted_label_0
"NẾU KHÔNG TRẢ NGAY 7.500.000Đ, CMND 001093847562 của bà Vũ Thị Loan sẽ bị công khai toàn bộ hồ sơ vay vốn cùng hình ảnh cá nhân trên mọi diễn đàn mạng chỉ sau 12 giờ tới. Mọi người xung quanh đều sẽ biết chuyện này. Gọi ngay 0987654321 để tránh hậu quả đáng tiếc.",1,accepted_label_1
ACB: Nhac no the tin dung den han. Quy khach vui long thanh toan truoc 17h ngay 30/10 de tranh phat cham thanh toan.,0,accepted_label_0
Kbet33_nhan-nhiem-vu! Loi-nhuan-60%. Ket-noi-zalo-Duc: 0912345678. Link: kb3t4.bet,1,accepted_label_1
[ACB Online] Thẻ ngân hàng của bạn vừa bị tạm ngưng do nghi ngờ giao dịch bất thường. Truy cập ngay acb-online.vn để xác thực thông tin.,1,accepted_label_1
[OCB] Thẻ OCB của Quý khách đã được kích hoạt thành công. Cảm ơn Quý khách đã sử dụng dịch vụ.,0,accepted_label_0
[Đà Nẵng - Telegram] Tôi đang có mặt tại nơi này để hỗ trợ bạn. Hãy nhấn vào đây: t.me/dn_special_89 K2L8,0,accepted_label_0
[MTTQ] Keu goi chung tay ung ho Quy vi nguoi ngheo nam 2024. Moi dong gop gui ve TK 000123456789 tai Vietcombank. Tran trong!,0,accepted_label_0
"Siêu cấp bậc thầy cá độ – Siêu Trang Chủ. Tặng ngay 100% nạp đầu. Baccarat, Roulette, Poker. Hotline: 0987654321. Link: kingbet88.com/K8812",1,excluded_out_of_scope_malicious
Công_việc_tại_nhà_kiếm_triệu_1ngày. Tìm_việc_dễ_trên_TikTok_nhận_lương_ngày. Nhận_việc_huớng_dẫn_tại: t.me/viec_lam_online_2024,0,accepted_label_0
