sample_id,content,label,has_url,has_phone_number,sender_type,category,obfuscation_level,data_origin
ViSmish_04624,Truong DH CNTT thong bao nghi hoc Mon Internet va cong nghe Web(IE104.P11.CNVN) vao thu 4 ngay 04 thang 09 nam 2024. Chi tiet vui long lien he (028) 372 52002 chon 155,0,0,0,brandname,Khác,NONE,real
ViSmish_04627,"Truong DH CNTT thong bao hoc bu mon Ky thuat lap trinh Python(IE221.Q11.2) vao thu 6 ngay 26/12/2025, Tiet 6,7,8,9,10, Phong B2.12. Chi tiet vui long lien he (028) 372 52002 chon 155",0,0,0,brandname,Khác,NONE,real
ViSmish_04628,"(TB) Tặng ngay 10.000đ vào tài khoản chính khi Soạn DK gửi 9191 (0đ) đăng ký tài khoản Mobile Money. Nhận thêm gấp 10 lần ưu đãi lên tới 100K khi tải app VNPT Money tại https://km.vnptmoney.vn/VC45k. Ưu đãi từ nay đến 30/11/2023, chỉ dành riêng cho KH nhận được tin nhắn. LH 18001091 (#3).",0,1,1,brandname,Viễn thông,NONE,real
ViSmish_04631,Mã xác thực Claude của bạn là: 686759,0,0,0,brandname,Tin nhắn cá nhân và OTP,NONE,real
ViSmish_04632,"Thế nhà mình ngược lại , ng ko ăn đc mỡ là mẹ ck mình, ngồi bữa ăn bới bới , cầm đũa gảy hết đĩa thịt lại đến bát dưa sung, dưa sung cũng gảy bung bét , chả hiểu tìm quả sung gắn vàng hay gì ,nhìn khó chịu .",0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real
ViSmish_04633,vay vay cái đb lúc đòi như đi xin nhà cno vậy,0,0,0,personal_number,P2P hard negative,NONE,external_curated
ViSmish_04638,[VIENDONG] MA otp dang nhap cua ban la 7GJ9VI .Vui long khong chia se cho nguoi khac. - viendongjsc.vn,0,1,0,brandname,Tin nhắn cá nhân và OTP,NONE,real
ViSmish_04644,"Cam on Quy KH PE13000146339 da thanh toan so tien dien thang 6/2022, so tien 440,104d. LH 1900545454",0,0,1,brandname,Dịch vụ công thật,NONE,real
ViSmish_04645,"[TB] MIỄN PHÍ 90 ngày dùng DATA 4G TỐC ĐỘ CAO, KHÔNG GIỚI HẠN LƯU LƯỢNG. Để sử dụng ưu đãi, Quý khách cần SIM 4G và máy 4G có bật chế độ 4G/LTE (xem hướng dẫn tại http://viettel.vn/on4g ) Tham gia, soạn 4G gửi 191 (0đ). DV gia hạn sau 90 ngày với 150.000đ KM áp dụng 1 lần đến 31/01/2022 cho TB nhận được tin nhắn. LH 198 (0đ).",0,1,0,brandname,Viễn thông,NONE,real
ViSmish_04648,"(TB) CHÀO THÁNG MỚI - NGÀY VÀNG TỚI! VinaPhone tặng Quý khách ưu đãi 20% khi nạp thẻ vào NGÀY MAI 01/11/2024 (khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày). Đặc biệt, thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe . CSKH:18001091 (0đ).",0,1,1,brandname,Viễn thông,NONE,real
ViSmish_04650,"Quy khach vua thay doi thanh cong thong tin khach hang cua thue bao 395683317. Moi Quy khach truy cap https://vietteltelecom.vn/kttk de tra cuu thong tin  thue bao. Neu co thac mac hoac khieu nai, de nghi goi den so 198 (mien phi).",0,1,0,shortcode,Khác,NONE,real
ViSmish_04651,"[TB] NHẬN QUÀ ĐÓN TẾT! Tặng ngay 2400đ khi Quý khách mua gói data, thoại, sử dụng tài khoản gốc đạt 26000đ từ 25/01 - 24/02 (15 tháng Chạp - 15 tháng Giêng). Tiền được tặng để gọi và nhắn tin nội mạng trong 15 ngày. Soạn 1N gửi 191: 10000đ/ngày có 5GB, miễn phí gọi điện, SMS nội mạng và xem TV360. Truy cập https://viettel.vn/kmdata để xem chi tiết gói và các ưu đãi Tết HOT nhất từ Viettel. LH 198 (0đ).",0,1,0,shortcode,Viễn thông,NONE,real
ViSmish_04653,Bạn có 5’ đến xl tôi qua stk tôi đã gửi.,0,0,0,personal_number,P2P hard negative,NONE,external_curated
ViSmish_04655,"Chuong trinh trai nghiem mien phi 30 ngay DV Thong bao cuoc goi nho MCA da ket thuc. He thong da huy DV MCA cho Quy khach. Neu co nhu cau tiep tuc su dung, Quy khach vui long soan KM5 gui 193 (giam 50% cuoc dang ky chi con 2.750d/thang dau tien, cac thang tiep theo 5500d/thang, gia han theo thang). Chi tiet LH 198 (mien phi).",0,0,0,shortcode,Viễn thông,NONE,real
ViSmish_04657,"[QC] TẶNG ngay Modem Wifi 2 băng tần cùng 1-2 tháng cước khi đăng ký mới DV Internet Cáp quang Viettel và đóng trước cước từ 6-12 tháng tại https://viettel.vn/s/ftth. Quý khách sẽ có ngay đường truyền Internet siêu nhanh, tốc độ từ 150Mbps với cước TB chỉ từ 180.000đ/tháng. Phí hòa mạng 300.000đ. Chi tiết LH 18008168 (0đ). Từ chối QC, soạn TC3 gửi 199.",0,1,1,brandname,Quảng cáo hợp lệ,NONE,real
ViSmish_04658,Tại thực tập không lương nên chê không đi làm chứ không là h má biết má buồn rồi,0,0,0,personal_number,P2P hard negative,NONE,external_curated
ViSmish_04661,"Bạn nhận được lời nhắn từ 0896629857 vào lúc 19:56 16/10/2022 với nội dung: chị khó khăn. Công ty Fe đã hỗ trợ cho người thân ông bà là vậy điện mình bảo: ""Năm qua anh chị vẫn trốn tránh việc trả nợ. Vài ngày tới, cán bộ pháp lý sẽ về địa phương hoàn tất thủ tục khởi kiện liên hệ công an khu vực hỗ trợ giải quyết điện bị toàn bộ khoản nợ cầu thanh toán và liên hệ số điện thoại 08964, gọi 102610 để nghe lại (Miễn phí). Chi tiết l/h 9090 (200đ/p)",1,0,1,personal_number,Đòi nợ / Đe dọa,Level 2 - Leet nặng,real
ViSmish_04669,làm này cho mày ăn nhoo,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real
ViSmish_04678,"[TB] KHUYẾN MẠI HÔM NAY! NHẬN NGAY 20% giá trị tất cả thẻ nạp trong ngày 25/11, tiền KM sử dụng nội mạng trong 15 ngày. Giảm thêm đến 10% khi nạp thẻ tại https://vt.vtmoney.vn/kmdt253 . Nạp thẻ ngay và tham gia ưu đãi: Soạn V50C gửi 191: 50K/30 ngày có 3GB, miễn phí gọi nội mạng. Chi tiết gói cước tại https://myvt.page.link/V50C CT dành riêng cho Quý khách. LH 198 (0đ).",0,1,0,brandname,Viễn thông,NONE,real
ViSmish_04680,"Truong DH CNTT thong bao hoc HT2 mon Thiet ke giao dien nguoi dung(IE106.P11.CNVN.1) vao thu 2 ngay 16/12/2024, Tiet 6,7,8,9,10, Phong B1.16. Chi tiet vui long lien he (028) 372 52002 chon 155",0,0,0,brandname,Khác,NONE,real
ViSmish_04681,"The Visa 452404...6779 su dung tai 2C2*AMAZON PRIME VIDEO VN6717 2333 SG so tien 13,608 VND luc 17-12-2022 17:37:45. SD TK trich no tam tinh 1033311702: 486,392VND",0,0,0,brandname,Ngân hàng thật,NONE,real
ViSmish_04692,"Quá là bình thường  trừ sữa(chỉ con ko uống hết thì mẹ uống hộ cho đỡ phí ) chứ còn bánh trái, thạch thủng j…",0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real
ViSmish_04693,Combo qua tang voi tong gia tri 30.000d nap dien thoai Viettel MIEN PHI sap HET HAN. Mo app Viettel Money de nap ngay hoac truy cap https://km.vtmoney.vn/314y/uudai2 de su dung Ban nhe.,0,1,0,brandname,Khác,NONE,real
ViSmish_04697,Truong DH CNTT thong bao nghi hoc Mon Xac suat thong ke(MA005.N27) vao thu 3 ngay 09 thang 05 nam 2023. Chi tiet vui long lien he (028) 372 52002 chon 155,0,0,1,brandname,Khác,NONE,real
ViSmish_04704,"Đúng ở ngoài như nào cũng phải cười  như nào cũng ngồi nghe , sai gì tối về nc riêng",0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real
ViSmish_04706,"[TB] Mời Quý khách cài đặt ứng dụng Bluezone tại https://bluezone.gov.vn/taiapp và hướng dẫn người thân cùng cài đặt để được cảnh báo nguy cơ lây nhiễm COVID-19. Sau khi cài đặt, Viettel sẽ nhắn tin hướng dẫn Quý khách nhận ưu đãi miễn phí 5GB Data. LH 198 (0đ). Trân trọng.",0,1,0,brandname,Viễn thông,NONE,real
ViSmish_04707,Đang nói tui đó hả tr,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real
ViSmish_04710,ở nhà ăn thế đã bị bố mẹ chửi cho tới bến r chứ đừng nói đến nhà ngyeu ăn cơm mà thế .,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real
ViSmish_04712,"(TB) Đừng bỏ lỡ ưu đãi NẠP THẺ VinaPhone 50% cuối cùng tháng 3! My VNPT tặng bạn KHUYẾN MẠI 50% nạp điện thoại trực tiếp cho thuê bao trả trước (khuyến mại sử dụng gọi/nhắn tin trong 15 ngày). Duy nhất 23/03/2025 trên My VNPT, đặt lịch tại https://my.vnpt.com.vn/adv/napthe50. CSKH: 18001091 nhánh 3 (0đ). Trân trọng!",0,1,1,brandname,Viễn thông,NONE,real
ViSmish_04714,"CT gia hạn gói V120Z theo số dư tài khoản đã kết thúc. Gói cước sẽ được khôi phục khi TB hoạt động 2 chiều và đủ tiền. Cước phí 90.000đ/30 ngày có 50 phút ngoại mạng, miễn phí 20 phút đầu tiên của tất cả các cuộc gọi nội mạng, 4GB/ngày (3GB dùng trong các tỉnh có danh sách tại https://viettel.vn/V120Z và 1GB dùng trên toàn quốc). Thời gian chờ khôi phục đến 04/04/2023. Để hủy khôi phục, soạn HUY gửi 191. Để biết thông tin các gói khác, bấm gọi *098#. LH 198 (0đ).",0,1,0,shortcode,Viễn thông,NONE,real
ViSmish_04717,"(QC) Ban duoc FE CREDIT ho tro vay toi 70 trieu, LS hap dan, GIAI NGAN NHANH. Soan FE1 gui 9698 de dang ky khoan vay. Tu choi soan BL gui 9698",0,0,0,brandname,Quảng cáo hợp lệ,NONE,real
ViSmish_04725,Do su co tam gian doan cap dien Khach hang PE13000146339 tu 05:59 - 08:59 ngay 22/06/2022. Kinh xin loi quy Khach hang va mong duoc thong cam. LH 1900545454,0,0,1,brandname,Dịch vụ công thật,NONE,real
ViSmish_04731,Quý khách đã đăng ký thành công gói KS6H: 10.000đ có 3GB sử dụng trong 6 giờ kể từ thời điểm đăng ký. Truy cập https://viettel.vn/kttk để kiểm tra ưu đãi. Chi tiết LH 198 (0đ). Trân trọng.,0,1,0,shortcode,Viễn thông,NONE,real
ViSmish_04734,( còn chưa biết đề thi) thế méo nào về soát 7.5 hoá,0,0,0,personal_number,P2P hard negative,NONE,external_curated
ViSmish_04735,sinh nhựt pạn tui tặng cái này,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real
ViSmish_04736,Truong DH CNTT thong bao nghi hoc Mon Cong nghe Du lieu lon(IE212.P22) vao thu 5 ngay 06 thang 03 nam 2025. Chi tiet vui long lien he (028) 372 52002 chon 155,0,0,0,brandname,Khác,NONE,real
ViSmish_04738,"Linh ơi anh Tuấn nè, hôm nay vô tình gặp chị Mai nên xin được số em",0,0,0,personal_number,Tin nhắn cá nhân và OTP,NONE,real
ViSmish_04739,(TB) Cuối tuần vui vẻ - VinaPhone tặng Bạn 20% khi nạp thẻ vào HÔM NAY 12/8/2022 (khuyến mại sử dụng gọi/nhắn tin trong 15 ngày). THÊM 4% chiết khấu và nhiều quà tặng hấp dẫn nếu nạp qua VNPT Money tại https://km.vnptmoney.vn/NgayVang CSKH 18001091 (0đ).,0,1,1,brandname,Viễn thông,NONE,real
ViSmish_04750,"Chi cän 2O phut möi ngäy giäo vien chuyen nghiep cö the huong dän ban kiem 500k-3000k, Them Telegram: t.me/Nguyenthingocthuy00",1,1,0,personal_number,Tuyển dụng giả,Level 1 - Leet nhẹ,real
ViSmish_04751,(TB) ĐỪNG BỎ LỠ QUÀ TẶNG TUẦN MỚI! VinaPhone tặng riêng Quý khách 20% giá trị thẻ nạp vào HÔM NAY 14/03/2023. Khuyến mại sử dụng gọi/nhắn tin trong 15 ngày. Quý khách được nhận thêm 4% chiết khấu cùng nhiều quà tặng hấp dẫn khi nạp thẻ qua VNPT Money tại https://km.vnptmoney.vn/NgayVang . CSKH: 18001091(0đ).,0,1,1,brandname,Viễn thông,NONE,real
ViSmish_04752,19t 9 năm trc t làm part time 25k 1 tiếng đã oai nhất xóm r,0,0,0,personal_number,P2P hard negative,NONE,external_curated
ViSmish_04753,Tài khoản của bạn đã mở dịch vụ tài chính toàn cầu phí dịch vụ hàng tháng là 2.000.000 VND sẽ bị trừ trong 2 giờ. Nếu không phải bạn mở dịch vụ vui lòng nhấn vào https://vietinbank-vips.com để hủy,1,1,0,brandname,Giả mạo ngân hàng,Level 0 - Formal,real
ViSmish_04755,"[UNG TIEN]Tai khoan chinh cua Quy Khach khong du de thuc hien cuoc goi/gui tin nhan. De duoc ung 8000d vao tai khoan chinh va tiep tuc su dung cac dich vu cua VinaPhone, Quy Khach vui long soan Y gui 1576 (hieu luc trong vong 48h) (Gia cuoc 1750d). De duoc ung tien tu dong khi tai khoan chinh duoi 5000d, soan UTD gui 1576. De tu choi nhan tin, Quy Khach vui long soan TC gui 1576",0,0,0,shortcode,Viễn thông,NONE,real
ViSmish_04762,"VNeID: Ma OTP 708459 co hieu luc trong 3 phut, su dung de xac thuc cho yeu cau kich hoat tai khoan. Vi ly do bao mat, tuyet doi khong duoc cung cap ma OTP nay cho bat ky ai. Tran trong!",0,0,0,brandname,Tin nhắn cá nhân và OTP,NONE,real
ViSmish_04763,"Täng 888K, 888K! 888K Nhän ngay 88K MPhi, tu: gv2xu.cc/WlhXzU ~u9pa",1,1,0,personal_number,Cờ bạc / Betting,Level 2 - Leet nặng,real
ViSmish_04765,"Sau lần bị bế tắc và suy sụp vì phá sản, gánh 1 khoản nợ trên vai thì t mới bắt đầu sống kiểu yolo.",0,0,0,personal_number,P2P hard negative,NONE,external_curated
ViSmish_04766,(TB) Nạp thẻ hôm nay – Có ngay ưu đãi! VinaPhone tặng Quý khách 20% giá trị thẻ nạp vào HÔM NAY 20/6/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Thêm ưu đãi khi nạp tại: https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ).,0,1,1,brandname,Viễn thông,NONE,real
ViSmish_04769,"(TB) Bộ TT&TT trân trọng đề nghị người dân cảnh giác với thông tin giả mạo, lừa đảo trên Internet. Trước khi sử dụng dịch vụ, giao dịch trên Internet, hãy tra cứu thông tin về website mà mình truy cập bằng cách nhắn tin miễn phí theo cú pháp TCTM <tên miền hoặc link website> gửi 156 hoặc tra cứu tại: https://tracuutenmien.gov.vn.",0,1,0,brandname,Dịch vụ công thật,NONE,real
ViSmish_04771,"[TB] Hien nay, thu doan lua dao tren mang rat tinh vi va phuc tap. Theo Quyet dinh 2345/QD-NHNN cua Ngan hang Nha nuoc, Quy khach can cap nhat sinh trac hoc de nang cao bao mat. Thuc hien ngay tai: https://km.vtmoney.vn/314y/sinhtrachoc hoac lien he 18009000 (0d) de nhan duoc ho tro. Vui long bo qua tin nhan neu da cap nhat thong tin.",0,1,1,brandname,Ngân hàng thật,NONE,real
ViSmish_04772,"TKC cua Quy Khach sap het. De duoc ung goi 3(5 PHUT THOAI/Gia cuoc 8000d), soan 3 gui 9345. Tu choi nhan tin, soan TC gui 9345.",0,0,0,shortcode,Viễn thông,NONE,real
ViSmish_04773,đeo kính r vẫn z,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real
ViSmish_04774,OTP cua Quy Khach la: 66588192. Ma xac thuc giao dich tren vi co hieu luc trong vong 2 phut. QK TUYET DOI khong cung cap OTP cho nguoi khac tranh bi lua dao!,0,0,0,brandname,Tin nhắn cá nhân và OTP,NONE,real
ViSmish_04779,nó đang lím đuýt :>,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real
ViSmish_04780,"[TB] Cảm ơn Quý khách đã đồng hành cùng Viettel! Soạn KM gửi 191 (0đ) hoặc truy cập https://viettel.vn/km191 để xem ưu đãi Data, gọi điện HOT nhất từ Viettel. LH 198 (0đ). Trân trọng.",0,1,0,shortcode,Khác,NONE,real
ViSmish_04783,[TB] DATA THẢ GA CẢ THÁNG 1. Soạn ST60N gửi 191: 60K/30 ngày có 60GB (2GB/ngày). 2. Soạn ST90N gửi 191: 90K/30 ngày có 120GB (4GB/ngày). Gói cước gia hạn sau 30 ngày. CT dành riêng cho Quý khách. LH 198 (0đ).,0,0,0,brandname,Viễn thông,NONE,real
ViSmish_04796,nhìu lúc muốn khóc muốn kể chuyện nma sợ mng sẽ chẳng ai lắng nghe mình,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real
ViSmish_04797,UNG DUNG VCB DIGIBANK cua ban duoc PHAT HIEN KICH HOAT tren thiet bi la .Neu KHONG PHA BAN KICH HOAT vui long bam vao https://vietcombank.vn-ms.top de doi thiet bi hoac huy de tranh mat tai san,1,1,0,brandname,Giả mạo ngân hàng,Level 2 - Leet nặng,real
ViSmish_04802,"Nhap hoi S-Student nhan dac quyen danh cho HSSV: giam them den 10%, tro gia den 5tr khi len doi, giam phi giao hang. Dang ky ngay: https://go.cps.onl/yckv3wey",0,1,0,brandname,Khác,NONE,real
ViSmish_04816,nhìn ngoo ngoo kiểu gì,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real
ViSmish_04821,"FWD tran trong cap nhat Hinh thuc dong phi bao hiem va chuong trinh Thanh toan phi, nhan qua vui 2023. Quy khach vui long tham khao tai https://bit.ly/PhiBHFWD1",0,1,0,brandname,Khác,NONE,real
ViSmish_04824,"TK ViettelPay 9704...1278 GD +999 VND luc 2023-04-24 20:09:21 So du 1,374 VND Phi: -0 VND ND: 230424962913731 VIETTELMONEY TRATHUONG MACQ 230424962913731 84867256447",0,0,1,brandname,Ngân hàng thật,NONE,real
ViSmish_04827,"(TB) Ưu đãi 50% mỗi Chủ Nhật khi nạp thẻ VinaPhone trên My VNPT! Chủ Nhật 1/6/2025, My VNPT tặng bạn khuyến mại 50% vào TKKM3 dùng gọi/nhắn tin trong 15 ngày. Áp dụng cho thuê bao trả trước, không giới hạn mệnh giá & số lần nạp. Đặt lịch tại https://my.vnpt.com.vn/adv/napthe50. CSKH: 18001091 nhánh 3 (0đ). Trân trọng!",0,1,1,brandname,Viễn thông,NONE,real
ViSmish_04831,"Dang ky thanh cong goi D7 (7.000d/ngay co 1,2GB data toc do cao, het 1,2GB tinh theo goi dang su dung). Hieu luc den 07:05 22/05/2023. Goi cuoc gia han tu dong hang ngay. Kiem tra dung luong, soan DATAKM gui 888. De huy soan HUY D7 gui 888",0,0,0,shortcode,Viễn thông,NONE,real
ViSmish_04832,Ok,0,0,0,personal_number,Tin nhắn cá nhân và OTP,NONE,real
ViSmish_04838,"Hồi 19 tuổi mình còn làm nhân viên chuyển phát nhanh, 2 tháng ngã xe 3 lần và k nhớ nổi số lần bị công an phạt.",0,0,0,personal_number,P2P hard negative,NONE,external_curated
ViSmish_04839,"Bộ giao thông vận tải, xin thông báo ông/bà có biên lai chưa nộp phạt.Hôm nay là thông báo cuối cùng. Yêu cầu nhanh chóng giải quyết mọi thắc mắc Vui lòng liên hệ : 0782320830",1,0,1,brandname,Dịch vụ công giả,Level 0 - Formal,real
ViSmish_04842,"Quý khách đã đăng ký thành công gói V15B: 15.000đ/15 ngày có 500MB, miễn phí 5 phút đầu tiên của tất cả các cuộc gọi nội mạng. Gói cước gia hạn sau 15 ngày. Truy cập https://viettel.vn/kttk để kiểm tra ưu đãi. Chi tiết LH 198 (0đ). Trân trọng.",0,1,0,shortcode,Viễn thông,NONE,real
ViSmish_04844,"Quy khach da duoc thanh toan 5000 VND tu nhan vien 8300240001, Ngay GD: 02/10/2022 10:50:52. Ma GD 221002783861996. LH 18008098 (0d). Tran trong.",0,0,1,shortcode,Viễn thông,NONE,real
ViSmish_04845,"Yêu cầu hủy gia hạn không thành công, Quý khách không sử dụng gói Mobile Internet. Chi tiết LH 198 (0d). Trân trọng.",0,0,0,shortcode,Viễn thông,NONE,real
ViSmish_04846,G-159615 is your Google verification code.,0,0,0,brandname,Tin nhắn cá nhân và OTP,NONE,real
ViSmish_04848,(TB) THÁNG MỚI VUI VẺ - NẠP THẺ CÓ QUÀ! VinaPhone tặng Quý khách 20% giá trị thẻ nạp vào HÔM NAY 01/8/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Thêm ưu đãi khi nạp tại: https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ).,0,1,1,brandname,Viễn thông,NONE,real
ViSmish_04849,đọc tr có nvat chí hướng là ăn no chờ chết mà vừa buồn cười vừa đồng cảm,0,0,0,personal_number,P2P hard negative,NONE,external_curated
ViSmish_04850,Quy khach duoc cong 15 diem do Giao dich thanh toan DV vien thong qua VIETTEL MONEY vao ngay 17/04/2024.Truy cap https://vtmoney.onelink.me/314y/loyalty de doi diem sang cac qua tang cua chuong trinh. Tran trong.,0,1,0,brandname,Khác,NONE,real
ViSmish_04851,"(TB) Nhân dịp được đánh giá là nhà mạng có tốc độ nhanh nhất Việt Nam trong Q2/2023 (tham khảo tại http://my.vnpt.com.vn/adv/news ), VinaPhone tặng Quý khách 20% giá trị thẻ nạp vào HÔM NAY 04/8/2023. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Ưu đãi hấp dẫn khi nạp thẻ tại https://shop.vnpt.vn/nap-the.html . CSKH: 18001091 (0đ).",0,1,1,brandname,Viễn thông,NONE,real
ViSmish_04854,OTP cua Quy Khach la: 03313034. Ma xac thuc giao dich tren vi co hieu luc trong vong 2 phut. QK TUYET DOI khong cung cap OTP cho nguoi khac tranh bi lua dao!,0,0,0,brandname,Tin nhắn cá nhân và OTP,NONE,real
ViSmish_04859,Tới tháng nhận lươg 3tr,0,0,0,personal_number,P2P hard negative,NONE,external_curated
ViSmish_04860,Quy khach duoc cong 6 diem do Giao dich thanh toan DV vien thong qua VIETTEL MONEY vao ngay 06/09/2023.Truy cap https://vtmoney.onelink.me/314y/loyalty de doi diem sang cac qua tang cua chuong trinh. Tran trong.,0,1,0,brandname,Khác,NONE,real
ViSmish_04861,"(TB) NGÀY VÀNG ĐÃ TỚI, VinaPhone tặng Bạn 20% khi nạp thẻ vào HÔM NAY 17/02/2023 (khuyến mại sử dụng gọi/nhắn tin trong 15 ngày). Bấm *102#  để kiểm tra ưu đãi. CSKH 18001091 (0đ).",0,0,1,brandname,Viễn thông,NONE,real
ViSmish_04865,"3i Dang Ki Tang 88K, Nap Dau Tang 188K,Va Nhieu Uu Dai Khac. Thang Rut Cuc Nhanh, Chuc AE Thang Lon. tixa1kv.Gezne.de dk",1,1,0,personal_number,Cờ bạc / Betting,Level 1 - Leet nhẹ,real
ViSmish_04867,Lương 3tr4 chắc thành vô tree...,0,0,0,personal_number,P2P hard negative,NONE,external_curated
ViSmish_04875,Cuc CSGT thong bao: Ma xac minh dang nhap vao Tai khoan VNeTraffic cua ban la: 144496. Khong chia se ma cua ban.,0,0,0,brandname,Tin nhắn cá nhân và OTP,NONE,real
ViSmish_04877,TK ViettelPay 9704...1278 GD -1.000 VND luc 2024-08-12 19:50:25 So du 3.372 VND ND: GD thanh toan 240812178684850 NAP TIEN DIEN THOAI cho Khach hang 0867256447,0,0,1,brandname,Ngân hàng thật,NONE,real
ViSmish_04878,"[Thông báo] Hội thảo trực tuyến ""Không trúng tuyển nguyện vọng yêu thích? Biến nguy thành cơ"" với sự tham gia của các khách mời, chuyên gia tâm lý đến từ nhiều trường đại học đang diễn ra. Để không bỏ lỡ cơ hội được tham dự, lắng nghe và đặt câu hỏi trực tiếp cho các chuyên gia, mời quý phụ huynh & thí sinh truy cập liên kết: https://us02web.zoom.us/j/81558445815. Hotline: (028) 7300 5588",1,1,1,brandname,Khác,Level 4 - Mixed special characters,real
ViSmish_04882,"Cty Bao Hiem FWD Vietnam thong bao: Cty da nhan duoc ho so bao hiem cua Quy khach NGUYEN HOANG DUY, hop dong du thao so 70469888. Chung toi se thong bao ket qua tham dinh den Quy khach trong thoi gian som nhat. Tran trong cam on.",0,0,0,brandname,Khác,NONE,real
ViSmish_04886,Soan ngay YC gui 5258 de xac nhan dang ky WHOCALL - chan cuoc goi SPAM va nhan 360 Phut noi mang/ngay + DATA khong gioi han su dung .  (MIEN PHI dung thu lan dau). Phi dv sau KM: 3.000d/ngay. De soan tin nhan ngay bam: https://tinyurl.com/2dbd5xtu. Chi tiet LH 0922789789 (0d).,0,1,1,brandname,Viễn thông,NONE,real
ViSmish_04888,Nhưng bả xinh sẵn r :)))))),0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real
ViSmish_04891,[TB] Tặng điểm Viettel++ tương ứng với 50% giá trị thẻ nạp đầu tiên và quy đổi thành lưu lượng data để trải nghiệm DV Viettel trong 30 ngày. CT dành riêng cho TB của Quý khách đến hết ngày 31/10/2022. Chi tiết LH 198 (0đ).,0,0,0,brandname,Viễn thông,NONE,real
ViSmish_04892,(TB) NẠP THẺ CHỚ LO - CÓ KHUYẾN MẠI TO! Dành cho Quý khách nhận được tin nhắn : + Tặng ngay 20% giá trị thẻ nạp trong NGÀY MAI 07/10/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. + Thêm ưu đãi hời khi nạp tại https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ).,0,1,1,brandname,Viễn thông,NONE,real
ViSmish_04893,"(TB) VNPT Money TẶNG BẠN MỚI CHIẾT KHẤU SIÊU ĐẬM 3.5%, không giới hạn mệnh giá và số lần khi Nạp điện thoại VinaPhone. DUY NHẤT tại https://km.vnptmoney.vn/LB0. LH 18001091 (#3).",0,1,1,brandname,Khác,NONE,real
ViSmish_04895,Không ngờ tới đoạn này chứ giề,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real
ViSmish_04896,QK da gia han thanh cong goi FHAPPY  MIEN PHI . Uu dai (MF cuoc goi noi mang VinaPhone 1000ph+2GB/ngay)/30 ngay. Goi cuoc gia han tu dong. Chi tiet LH 18001091,0,0,1,shortcode,Viễn thông,NONE,real
ViSmish_04897,như lúc ms yêu lun,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real
ViSmish_04900,Twitter confirmation code: 5un2c9j7,0,0,0,brandname,Tin nhắn cá nhân và OTP,NONE,real
ViSmish_04901,Bi quan thế t lương có 3tr vẫn lấy vk đẻ con bình đây thôi,0,0,0,personal_number,P2P hard negative,NONE,external_curated
ViSmish_04903,"Thay vì thời gian rảnh bạn lướt Facebook. Bạn có thể tham gia công việc cùng chúng tôi kiếm thêm thu nhập mỗi ngày chỉ cần 1 chiếc điện thoại và rảnh 20-30 phút. Thu nhập từ 200k- 1 triệu. Y/C: Độ tuổi từ 20-59, Các bạn quan tâm liên hệ trực tiếp id:zalo.me/84355161340 zalo:84355161340",1,1,1,personal_number,Tuyển dụng giả,Level 0 - Formal,real
ViSmish_04906,(TB) ƯU ĐÃI NGÀY VÀNG KHI KHÁCH HÀNG NẠP THẺ! VinaPhone tặng Quý khách 20% giá trị khi nạp thẻ vào NGÀY MAI 18/10/2024 (khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày). Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe .  CSKH: 18001091 (0đ).,0,1,1,brandname,Viễn thông,NONE,real
ViSmish_04907,"EVNHCMC TB TIEN DIEN T5/22 KH PE13000146339 LA 418,193 VND VUI LONG T.TOAN TRUOC 22/05/2022 LH 1900545454",0,0,1,brandname,Dịch vụ công thật,NONE,real
