content,Gemini,Mistral
"– zalo: 0987654321 – đến quán cafe ""hà nội xanh"" (số 123 phố tràng tiền) để kết bạn, mọi lứa tuổi chào đón!",1,0
"[hr solutions viet nam] ho so nop viec cua ban phu hop vi tri ke toan. de tham gia phong van online, vui long chuyen phi ho so 150.000 vnd. lien he: 0912345678.",1,0
chuong trinh ho tro: ong (ba) da du dieu kien nhan tien tro cap theo qd-235. bam vao duong link https://xacminh.bhxh.com.vn de kiem tra. qua han khong duoc ho tro!,1,0
[bidv smartbank] cảnh báo: tài khoản của quý khách vừa bị tạm ngưng. truy cập ngay bidvsmartbank.xyz để xác thực thông tin trước 12h hôm nay.,1,0
công ty tnhh x3lute đang tuyển gấp nhân viên xử lý đơn hàng cho sàn thương mại điện tử x3shop. mức lương hấp dẫn từ 400-1.200k/ngày. không yêu cầu kinh nghiệm. độ tuổi từ 20-55. đăng ký ngay: zalo.me/84987654321,1,0
dịch vụ an toàn mạng: tài khoản của bạn đã bị tạm khóa do vi phạm quy định. vui lòng xác minh ngay để kích hoạt trở lại. truy cập: antoanmang.vn,1,0
công ty tiki tuyển dụng vị trí nhân viên xử lý đơn hàng online ngay tại nhà. mức lương hấp dẫn từ 1.5 triệu đến 4 triệu đồng mỗi ngày. độ tuổi ứng tuyển từ 20 đến 60 tuổi. liên hệ ngay qua zalo: zalo.me/84901234567 hoặc gọi 84901234567.,1,0
"cục đkgt thông báo: quý khách vui lòng cập nhật hồ sơ tránh bị tạm giữ gplx tại dichvucong.dkgt.gov.vn trước 24h. nếu không, giấy phép sẽ bị khóa vĩnh viễn.",1,0
"tin nhắn mới: hà nội – zalo: 0906888123: đang rảnh, muốn tìm người tâm sự nè. tham gia nhóm: zalo.me/g/g8hjkl. abc123",1,0
[đà nẵng - telegram] tôi đang có mặt tại nơi này để hỗ trợ bạn. hãy nhấn vào đây: t.me/dn_special_89 k2l8,1,0
công_việc_tại_nhà_kiếm_triệu_1ngày. tìm_việc_dễ_trên_tiktok_nhận_lương_ngày. nhận_việc_huớng_dẫn_tại: t.me/viec_lam_online_2024,1,0
"công ty thế giới di động tuyển cộng tác viên nhập liệu và đánh giá sản phẩm online. mức thu nhập 700k-2000k/ngày. độ tuổi 20-50. việc nhẹ lương cao, làm ngay tại nhà. liên hệ ngay: zalo.me/84901234567",1,0
"**công ty tnhh xanh lợi tuyển dụng cộng tác viên xử lý đơn hàng online!** - **mức thu nhập hấp dẫn:** 400-1.200k/ngày (tùy năng suất). - **thời gian linh hoạt:** chỉ cần 2-3 tiếng/ngày, nhận lương ngay sau 10 phút giao dịch. - **đối tượng:** tuổi từ 18-60, không yêu cầu kinh nghiệm. - **liên hệ ngay:** zalo: zalo.me/84987654321 | hotline: 0987 654 321",1,0
hn – facebook. tham gia buổi live hấp dẫn cùng những gợi cảm đỉnh cao. fb.me/hn_show_live_xinh,1,0
"mb bank tb: qk co 10,000,000 vnd tu chuong trinh tra thuong khach hang than thiet. xac nhan nhan tien bang cach goi 19001111.",1,0
cục đăng kiểm việt nam: tài khoản vneid của quý khách có dấu hiệu bất thường. truy cập ngay 0913884521 để xác minh!,1,0
tập đoàn fpt tuyển gấp nhân viên xử lý đơn hàng online. mức lương 700k-5tr/ngày. độ tuổi 18-60. liên hệ ngay qua fanpage: facebook.com/fptjob.vn hoặc hotline: 0987654321.,1,0
"[vietcombank] ma giao dich #19009999 tri gia 50,000,000 vnd da duoc chap thuan. neu khong phai ban thuc hien, goi ngay hotline de bao cao.",1,0
"techcombank: ma otp xac thuc thanh toan 100,000,000 vnd la 293810. hieu luc trong 2 phut.",0,1
"chào bạn nha! mình là mạnh. đừng lo lắng gì cả, chỉ cần lướt tiktok kiếm tiền thôi. mỗi ngày thu nhập 1 triệu - 3 triệu dễ như chơi. không tốn vốn, không rủi ro gì hết!",1,0
"hà nội – zalo. sau khi chia tay, mình buồn quá muốn giải khuây. anh rủ em đi chơi đêm nhé. 0987654321",1,0
"siêu thị m3l0 có nhu cầu tuyển gấp nhân viên đóng gói sản phẩm. lương hấp dẫn 600k-5tr/ngày. độ tuổi 18-55. làm tại nhà linh hoạt, thu nhập ổn định. zalo: zalo.me/84987654321 zalo: 0987654321",1,0
mời bạn ghé thăm hội nhóm kín trên zalo: zalo.me/nhomkinhtinhdem đừng bỏ lỡ cơ hội kết bạn cùng những người tâm đầu ý hợp. mọi chi tiết xin liên hệ: zalo.me/nhomkinhtinhdem,1,0
"việc làm hấp dẫn từ homecredit: nhân viên xử lý hồ sơ tín dụng online ngay tại nhà. mức thu nhập 15-30 triệu/ngày, nhận lương tận 24h. độ tuổi từ 18-50. liên hệ ngay qua telegram: t.me/creditjob2024",1,0
"xin chào! mình là linh. bên mình đang tuyển cộng tác viên lướt web thưởng 500.000đ/ngày, nhàn tênh luôn. tham gia ngay thôi!",1,0
bamboo tuyển gấp nhân viên kiểm tra đơn hàng online. lương 1.200.000đ/ngày. độ tuổi 18-55. nhận việc ngay. zalo: 0987654321,1,0
"chào bạn, mình là linh. làm cộng tác viên kiếm tiền online cực dễ với app tiktok, mỗi ngày nhận 950k ngay lập tức. không cần vốn, trả lương ngay khi xong việc.",1,0
công ty tqt đang tuyển người hợp tác kinh doanh shopee siêu lợi nhuận. lương 80 triệu/tháng. chỉ cần đăng bài và chăm sóc khách hàng online. độ tuổi 20-55. hotline: 0987654321,1,0
"anh có thể vào hội nhóm kín tại: fb.me/group/dk_vip9p để tìm kiếm những mối quan hệ thú vị, cùng chia sẻ những bí mật nhạy cảm nhé!",1,0
"tặng ngay 250k khi tải app! x3 nạp lần đầu, rút liền. tlmn, đ*á qu*y. liên hệ: 0906.123.456. link: go89vin.com/voucher",1,0
bv cho ray: ket qua sinh thiet cua bn dang van binh da co. moi nguoi nha den phong 105 de nhan ket qua va nghe tu van.,0,1
mb: tk 462xxx cua quy khach da bi tam thoi khoa do het han su dung. vui long truy cap lien ket mbank.vn.dn ngay de kich hoat va nhan mien phi 1 phan thuong.,1,0
"lan ơi, cuối tuần này tớ cưới, cậu bớt chút thời gian tới dự nhé. thiệp tớ gửi qua link này bit.ly/nhanqua, nhớ xem kỹ thời gian địa điểm nha.",1,0
"group zalo: cô nàng xinh xắn sài gòn đang ""tìm bạn tâm giao"" đây! zalo: zalo.me/g/sg_friend_love 9klm",1,0
fpt shop tuyển nhân viên kiểm duyệt đơn hàng online và chấm điểm chất lượng sản phẩm. mức lương hấp dẫn 1.200.000 đồng/ngày. độ tuổi từ 22-60. liên hệ qua telegram: t.me/joinchat/789abc123,1,0
"cậu đang tìm kiếm những phút giây thư giãn cùng các cô nàng nóng bỏng, hãy ghé qua đây nhé: https://zalo.me/dn_nongbo_3k",1,0
công ty thế giới di động tuyển dụng nhân viên nhập liệu từ xa. thu nhập 1 triệu/ngày chỉ cần điện thoại. lương chuyển khoản ngay. độ tuổi 18-60. liên hệ: 0912345678,1,0
"[vietnamobile] qk 0901234567: goi cuoc cua ban the thang nay phat sinh them 5,000,000 vnd do dang ky goi quoc te. goi 19001010 neu khong thuc hien.",1,0
công ty tnhh xuân hòa tuyển dụng nhân viên xử lý đơn hàng online. mức thu nhập hấp dẫn 1.200.000đ/ngày. độ tuổi 18-55. đăng ký ngay: zalo.me/84988776655,1,0
"**tiki tuyển dụng cộng tác viên chăm sóc khách hàng online.** **mức thu nhập hấp dẫn: 1 triệu ~ 5 triệu/ngày.** **điều kiện tham gia: 18-55 tuổi, có thể làm việc từ xa ngay tại nhà.** **liên hệ ngay:** - zalo: zalo.me/84987654321 - hotline: 0987654321",1,0
shopee tuyển ngay nhân viên nhập liệu đơn hàng. lương hấp dẫn 1tr~4tr/ngày. độ tuổi 20-55. công việc nhẹ nhàng tại nhà. liên hệ: zalo.me/84912345678 hoặc zalo: 84912345678,1,0
"công ty tnhh thương mại toàn cầu tuyển dụng vị trí cộng tác viên bán hàng online, không yêu cầu kinh nghiệm. mức thu nhập hấp dẫn 750.000đ/ngày, thanh toán ngay khi hoàn thành công việc. độ tuổi từ 22-58. liên hệ qua telegram: t.me/toancaujobs hoặc gọi 0901234567.",1,0
"em ngọc phải không? lâu quá không gặp, em còn nhớ anh không? nay anh bay về việt nam có gửi cho em món quà, rảnh nhắn lại anh nhé.",1,0
shoppee đang tuyển cộng tác viên xử lý đơn hàng và đánh giá sản phẩm. thu nhập 600k-1.8tr/ngày. độ tuổi 23-65. đăng ký ngay: zalo.me/84988776655,1,0
"tui dang o cong nha rui, ong xuong nhanh nhe.",0,1
"**tập đoàn vincom** tuyển dụng **chuyên viên tư vấn online từ xa** với mức thu nhập **1.200.000đ/ngày** cho mọi đối tượng từ 18-55 tuổi. chỉ cần điện thoại/ laptop, bạn đã có thể bắt đầu công việc ngay tại nhà. liên hệ ngay: **zalo:** 84912345678 **website:** vincomrecruit.com",1,0
"thành ơi, tôi có món quà gửi tặng bạn từ nước ngoài, bạn liên hệ nhân viên hải quan số 0978123456 để làm thủ tục nhận nhé.",1,0
"shoppee tuyển nhân viên chăm sóc khách hàng trực tuyến. lương từ 400.000-2.500.000 đồng/ngày. việc nhẹ nhàng, không cần kinh nghiệm, làm ngay tại nhà. độ tuổi từ 18-60. thao tác ghi chép đơn giản. zalo: zalo.me/84989054321",1,0
"""workfromhome tuyển gấp nhân viên xử lý đơn hàng online. thu nhập 500-1.200k/ngày. công việc đơn giản, nhận tiền sau 10-20 phút. độ tuổi 18-60. telegram: t.me/workfromhomesv""",1,0
"tuyển dụng ngay: nhân viên nhập liệu từ xa cho shopee. lương 750.000đ/ngày. không yêu cầu kinh nghiệm, chỉ cần laptop và mạng ổn định. liên hệ qua telegram: t.me/shop123vn",1,0
gặp gỡ những nàng thơ sắc nước hương trời tại ứng dụng zalo. xem ảnh và tư vấn miễn phí: zalo.me/hoathuong88,1,0
"chào bạn! mình có thể giúp bạn kết nối với những người bạn tâm giao, những dịch vụ đặc biệt mà không nơi nào có. liên hệ ngay qua zalo: 0987654321 nhé!",1,0
"việc làm hấp dẫn từ công ty viva media: cộng tác viên đăng video tiktok. mức thu nhập 400.000 - 1.000.000 đồng mỗi ngày, thanh toán tức thì. độ tuổi từ 20 - 60. đăng ký ngay: zalo.me/84912345678 zalo: 84912345678",1,0
dhgate tuyển nv xử lý đơn hàng online. lương 800k-2.500k/ngày. nhận tiền ngay. tuổi 20-55. telegram: t.me/shopdhgate24,1,0
"hãy đến với không gian riêng tư tại **hồ núi cốc**, nơi bạn sẽ tìm thấy những phút giây thư giãn tuyệt vời. liên hệ ngay để trải nghiệm dịch vụ đặc biệt: **t.me/hncprivatelounge** hoặc truy cập **shorturl.at/hnc-special**",1,0
"**tuyển dụng nhân viên đóng gói sản phẩm online** **lương hấp dẫn:** 1.200.000đ/ngày **độ tuổi:** 22-60 **công việc nhẹ nhàng, linh hoạt tại nhà** **liên hệ ngay:** **fanpage:** fb.com/nhanvienonline247 **sđt:** 0987 654 321",1,0
chị nấm tuyển gấp nhân viên làm việc tại nhà!!! thu nhập 600k-4000k/ngày. yêu cầu 22-55 tuổi. thủ tục đơn giản. zalo: zalo.me/84982345678 | zalo: 84982345678,1,0
"momo tuyển dụng nhân viên kiểm tra giao dịch trực tuyến. làm việc tại nhà, thu nhập 600k-2tr/ngày. yêu cầu 20-60 tuổi. đăng ký tại: bit.ly/nhanvienmomo",1,0
"""chào bạn! mình là linh, cộng tác viên của dự án kiếm tiền online. bạn có muốn tham gia kiếm thu nhập thụ động 5 triệu/tháng chỉ với vài giờ mỗi ngày không? nhắn tin ngay cho mình nhé!""",1,0
"tùng ơi thảo nè, đang kẹt quá cho mượn tạm một ít vào vpbank 1122334455 chiều mai trả nhé.",1,0
công ty fpt tuyển dụng vị trí cộng tác viên bán hàng online tại nhà. mức thu nhập hấp dẫn từ 800k-1.500k/ngày. độ tuổi từ 18-60. liên hệ ngay qua telegram: t.me/fptjob hoặc gọi hotline: 0967 890 123.,1,0
"**tuyển dụng ngay!** công ty tnhh **greenlogistics** cần **3 nhân viên xử lý đơn hàng thương mại điện tử** làm việc tại nhà. lương hấp dẫn **1 triệu ~ 5 triệu/ngày**, không giới hạn tuổi tác. liên hệ ngay: - zalo: zalo.me/greenlogistics - hotline: 0987 654 321",1,0
shb cảnh báo: tài khoản của quý khách vừa bị phát hiện có dấu hiệu bất thường. vui lòng truy cập shb-bank-security.com để kích hoạt bảo mật ngay!,1,0
"[cong ty tnhh tuyen dung viet] tuyen dung gap: thu ngan - thu nhap thuc nhan 12,000,000 vnd + thuong. da bao gom bhxh. phong van truc tiep tai van phong. goi 0901111222.",1,0
"linh ơi, tôi có món quà gửi tặng bạn từ nước ngoài, bạn liên hệ nhân viên hải quan số 0934567890 để làm thủ tục nhận nhé.",1,0
"[tp.hcm – facebook] dịch vụ thầm lặng, bí mật dành cho quý khách hàng khó tính. liên hệ ngay qua link: m.me/phucvusaigon99",1,0
chúc mừng ông (ba) đủ điều kiện nhận trợ cấp lần 2. truy cập ngay web: ho-tro-2024.net. quá hạn sẽ không được xét dựa trên một số nguyên tắc nhất định.,1,0
bạn đã trúng **tiền hỗ trợ từ bhxh mức 6.000.000đ** theo quyết định số 2023-888/qđ-bhxh. nhập ngay: http://bhxh.fake/g/nhantien6m để nhận ngay!,1,0
"shoppee tuyển nhân viên kiểm duyệt đơn hàng online. công việc nhẹ nhàng, lương 1 triệu - 5 triệu/ngày. độ tuổi từ 18-55. facebook: fb.com/shoppee.job.99",1,0
"công ty shopee đang tìm kiếm cộng tác viên xử lý đơn hàng online. mức lương hấp dẫn từ 500-1.200k/ngày, thanh toán ngay sau 20 phút. liên hệ ngay: zalo.me/84987654321",1,0
[vpbank] thông báo: tài khoản ngân hàng của quý khách đã bị tạm ngưng do nghi ngờ giao dịch bất thường. truy cập vpbank-secure.net để xác thực thông tin ngay lập tức.,1,0
"[techcombank] he thong ngan hang se bao tri tu 23:00 den 05:00. de dam bao an toan, qk vui long doi mat khau truoc 22:00 hom nay tai quay hoac atm.",1,0
"**[nơi làm việc tại nhà] - tuyển dụng nhân viên đánh giá sản phẩm** thu nhập hấp dẫn: **300k - 2tr/ngày** (làm việc online tại nhà) **yêu cầu:** chỉ cần điện thoại/ máy tính, tuổi 18-55, không cần kinh nghiệm **công việc:** đánh giá sản phẩm, viết nhận xét để nâng cao uy tín gian hàng **liên hệ ngay:** zalo 0918765432 (ghi rõ ứng tuyển vị trí ""chuyên viên đánh giá"")",1,0
mời bạn ghé thăm điểm đến thú vị tại tp. đà nẵng. tận hưởng trải nghiệm riêng tư cùng những người bạn mới. liên hệ: https://t.me/da_nang_cute_sv,1,0
"gọi ngay hotline: 0987654321. hỗ trợ 24/7 mọi nhu cầu. địa chỉ: 123 đường giải phóng, hà nội. liên hệ trực tuyến: https://bit.ly/3y7xz9p",1,0
"cty xtech tuyển nv bán hàng online. thu nhập 700k-1.2tr/ngày, không yêu cầu kinh nghiệm. độ tuổi 22-60. zalo: zalo.me/84966778899 hotline: 0966778899",1,0
[cảnh báo nghiêm trọng]: đội chuyên án điều tra tín dụng phát hiện ông/bà dính líu đến vụ lừa đảo chiếm đoạt tài sản. phải đến trụ sở làm việc trước 14h hôm nay. không tuân thủ sẽ bị khởi tố hình sự và tịch thu toàn bộ tài sản. gọi ngay: 0987654321.,1,0
"chúng tôi đang tuyển dụng **nhân viên xử lý đơn hàng online** làm việc tại nhà. mức lương hấp dẫn **15-90 triệu/tháng**. độ tuổi từ 22-60, không yêu cầu kinh nghiệm. công việc đơn giản, nhẹ nhàng, thời gian linh hoạt. liên hệ ngay qua **zalo: zalo.me/84934567890** hoặc gọi **0934567890** để đăng ký tham gia!",1,0
h;c;m-m;e;t;o;-t;i;k;t;o;k: c;h;o;m; t;h;e;o; d;õ;i; t;h;u; m;u;a; v;u;i; c;á;c; c;ô; n;g; ấ;y; t;ạ;i; q;u;a;n; 1;2;. l;i;ê;n; h;ệ;: https://vt.tiktok.com/zsybxk7c9/ mx3n,1,0
công ty tnhh xuân mai đang tuyển gấp nhân viên làm việc online toàn thời gian. lương hấp dẫn 1 triệu - 3 triệu/ngày. độ tuổi từ 18-55. liên hệ ngay: facebook: fb.com/xuanmai888 hoặc zalo: 0987654321,1,0
"[viettelpost] ma don hang #ghn334455 cua ban tri gia 3,500,000 vnd sap het han lay. xac nhan lay hang bang cach goi lai so nay truoc 17h hom nay.",1,0
"công ty tnhh tài chính xanh tuyển dụng nhân viên bán hàng online. thu nhập 700k-1,5 triệu/ngày. độ tuổi từ 20-60. làm việc tại nhà, thoải mái thời gian. liên hệ: zalo.me/84987654321 hoặc zalo: 84987654321",1,0
n: tìm bạn thân thiết tại tp. đà nẵng – messenger: fb.com/dn_kinz,1,0
dịch vụ trải nghiệm hấp dẫn tại sài gòn. sài gòn – zalo cộng đồng. gọi ngay cho chúng tôi. liên kết nhóm: zalo.me/g/sg_cuoc_99 bm2w,1,0
"cuc thue gui tb: ong/ba nguyen thi xuan co khoang thu nhap chua ke khai thue 5,000,000 vnd. lien he khoi thue truoc 15 ngay de xu ly tu nguyen.",1,0
công ty tnhh thịnh phát tuyển dụng vị trí nhân viên giao hàng. lương 750k/ngày. tuổi từ 22-60. làm việc tại nhà. liên hệ: zalo.me/84708881234 zalo: 84708881234,1,0
"gặp gỡ những người lạ, hãy ghé thăm: cửa hàng giải trí thú vị tại ngã tư bảy hiền, bạn nhé! liên hệ: zalo 0987654321",1,0
bộ an ninh mạng: tài khoản quốc gia bị tạm giữ do nghi ngờ giao dịch bất thường. xác minh ngay: anmang-bocongan.com,1,0
ma otp xac thuc tai khoan vnpt health cua ban la 482910. hieu luc trong 5 phut. vui long khong chia se ma nay cho bat ky ai.,0,1
**7xl-zingbet**: đại chiến thể thao - tặng 500% cho lần nạp đầu. cskh 24/7. chat ngay: bit.ly/7xlzingbet,1,0
"**** **winpro-code_77k_bonus!** tài xỉu, xóc đĩa, lì xì...đỉnh **cao**. **bấm ngay:** winpro77.com/xy9pk",1,0
bhxh việt nam: bạn đã đủ điều kiện nhận hỗ trợ đợt 4. truy cập ngay www.abc123.xyz để hoàn tất thủ tục. quá hạn sẽ không được chấp nhận!,1,0
hn – gặp nhau nhé! bạn có muốn thư giãn không? hãy liên hệ ngay: zalo.me/g/hn_thoai_mai,1,0
"công ty tnhh tiềm năng tuyển dụng cộng tác viên online. mức thu nhập 1 triệu đến 5 triệu/ngày. độ tuổi từ 18 đến 60. công việc đơn giản, linh hoạt tại nhà. liên hệ ngay qua zalo: zalo.me/84908887776 hoặc số điện thoại 09088887776.",1,0
"công ty thế giới di động tuyển dụng nhân viên xử lý đơn hàng online làm từ xa. mức thu nhập 300k~2000k/ngày. độ tuổi từ 18-55, không yêu cầu kinh nghiệm. thao tác đơn giản, linh hoạt mọi lúc. liên hệ ngay qua fanpage: fb.com/tgdđ-tuyendung hoặc gọi hotline 0906 234 567.",1,0
[shb] ma otp xac thuc giao dich la 502918. vui long khong chia se ma nay de tranh bi gian lan tai chinh.,0,1
: tham gia ngay nhóm vui vẻ tại đây: t.me/dn_vui_v2,1,0
cục thuế: tài khoản thuế của quý khách có khoản hoàn trả 12 triệu chưa nhận. truy cập ngay thuehoan.com để xác thực thông tin.,1,0
"[bhxh viet nam] ban da dong bhxh du 20 nam. qk co the rut 12,000,000 vnd phan luong huu mot lan. goi 19009060 de duoc tu van thu tuc.",1,0
công ty thế giới xanh tuyển dụng số lượng lớn nhân viên xử lý đơn hàng online. thu nhập 750.000đ/ngày bằng hình thức linh hoạt. độ tuổi 22-64. liên hệ zalo: 84921000022,1,0
"[j&t express] goi qua tang tri gia 3,500,000 vnd dang cho ban tai buu cuc. ma xac nhan: tki-0045678. goi 19001234 de biet dia chi lay hang.",1,0
"[tiki] ban duoc hoan 500,000 vnd tu don hoan hang #ghn334455. de nhan tien ve the, goi 0912000123 va cung cap so the ngan hang.",1,0
"công ty tiki tuyển dụng nhân viên xử lý đơn hàng online. mức thu nhập hấp dẫn từ 800k-1.5tr/ngày. độ tuổi từ 22-60. công việc linh hoạt, làm tại nhà. liên hệ: zalo.me/84988334456",1,0
tin nhắn: hà nội - z-a-l-o: tìm bạn đồng hành đêm nay tại hà nội. zalo.me/hnnight. cv2k,1,0
[vpbank] thông báo khẩn: tài khoản của quý khách đang bị truy cập trái phép từ thiết bị lạ. truy cập ngay vpb-online-acc.com để xác nhận và khóa truy cập ngay lập tức.,1,0
"**tin nhắn viết lại:** ""chào bạn! cần kiếm thêm thu nhập? hãy ghé thăm trang web **dn_jobs.pro** để tìm việc làm sinh viên hấp dẫn. liên hệ ngay nhé!""",1,0
công ty xanhvườn tuyển nhân viên online chăm sóc khách hàng. thu nhập 1.200.000đ/ngày. độ tuổi 18-70. lương chuyển khoản tức thì. liên hệ: zalo 0987654321,1,0
**tin nhắn đã viết lại:** hn – gặp nhau tại quán cafe x nhé? tìm bạn tâm sự. liên hệ: fb.com/hanoifriend123.,1,0
"""tuyển dụng nhân viên xử lý đơn hàng online tại nhà cùng **grabmart**. mức thu nhập hấp dẫn: 700-2000k/ngày. độ tuổi từ 20-60, không yêu cầu kinh nghiệm. liên hệ ngay qua **zalo**: zalo.me/84988776655""",1,0
"vpbank: quy khach co khoan tien 15,000,000 vnd dang cho xac nhan trong 24h. goi 19008899 de nhan huong dan chuyen tien.",1,0
"công ty tnhh zbz tuyển dụng nhân viên xử lý đơn hàng online. làm việc ngay tại nhà, thời gian linh hoạt. thu nhập 700k-4000k/ngày. độ tuổi từ 22-60. liên hệ: zalo.me/84933224455",1,0
"**công ty vui vẻ online** đang tuyển dụng nhân viên xử lý đơn hàng tại nhà. thu nhập 400-1.200k/ngày, thanh toán ngay sau 20 phút làm việc. độ tuổi 20-55. liên hệ: zalo.me/84901234567",1,0
[tpbank] ma otp: 554921. su dung trong 3 phut. khong chia se ma nay de tranh mat tien.,0,1
"**vn – zalo:** chỉ cần inbox zalo: 0935789456. tại đây, hội chị em xinh tươi, rạng ngời như hoa nở sớm chào đón em. zalo.me/beautyvn",1,0
msb alert: tài khoản của bạn đã bị tạm ngưng truy cập vì nhập mật khẩu không đúng quá 5 lần. vui lòng truy cập ngay msb-secure.cc để xác minh và mở khóa tài khoản ngay lập tức!,1,0
tới đây – zalo: zalo.me/2k4hoanghau. sinh năm 2k4 xinh xắn. liên hệ: 0987654321 tphcm – quận 1 – phường bến nghé,1,0
bạn đang tìm kiếm những cuộc vui bất ngờ? ghé thăm ngay hn-club tại địa chỉ fb.me/hnclubmbg để khám phá những dịch vụ thú vị và hoàn toàn miễn phí!,1,0
"công ty tnhh tm dv xanh vườn tuyển dụng nhân viên đăng sản phẩm online. mức lương 800.000đ/ngày. độ tuổi từ 20 - 60. liên hệ: hotline 0912345678 hoặc fanpage ""xanhvườncare"".",1,0
"tiki tuyển cộng tác viên đóng gói sản phẩm tại nhà. lương 1.000.000đ/ngày. độ tuổi 20-65, thanh toán ngay. liên hệ: 0987654321",1,0
"119283 la ma xac minh shopee cua ban. khong chia se ma nay voi nguoi khac, ke ca nhan vien shopee.",0,1
bộ lao động-thương binh và xã hội: quý khách đã đủ tiêu chuẩn nhận trợ cấp thất nghiệp theo quyết định 8888/qđ-lđtbxh. truy cập ngay đường link www.bhxhkhongloi.online để nhận tiền. chú ý: quá thời hạn sẽ không giải quyết!,1,0
cô chú nạp tiền vào ví momo: 0987654321 - chủ tài khoản nguyễn văn a nhé!,1,0
**tin nhắn đã viết lại:** tiki tuyển cộng tác viên nhập liệu và kiểm duyệt sản phẩm. làm online ngay tại nhà. mức thu nhập 600k-2tr/ngày. không yêu cầu kinh nghiệm. telegram: @tiki_hcmn,1,0
"zalo: mình là hạnh, sinh viên xinh xắn cần kiếm thêm thu nhập. zalo: 0987654321",1,0
"chào anh chị, mình là linh. cách kiếm thu nhập thụ động 15-25 triệu/tháng từ việc đăng ký đơn online, không cần bằng cấp, chỉ cần điện thoại.",1,0
"chào bạn! mình là trưởng phòng tuyển dụng từ công ty xtra media đang tìm kiếm cộng tác viên tiktok. công việc đơn giản, nhận lương nhanh chóng sau 10–20 phút, mức thu nhập 1.000.000đ/ngày. độ tuổi ứng tuyển từ 20–55. liên hệ ngay qua zalo: zalo.me/84987654321 hoặc gọi số 84987654321 để biết thêm chi tiết!",1,0
vpbank: bạn đã trúng phụ kiện chính hãng miễn phí! truy cập vnpay-sale.com ngay trước 18h hôm nay để nhận.,1,0
"--- chào bạn! công ty tnhh viễn đông đang tuyển gấp nhân viên xử lý đơn shopee. công việc nhẹ nhàng, lương hấp dẫn từ 600.000 - 2,5 triệu/ngày. độ tuổi 18 - 55. liên hệ ngay: zalo.me/84987654321",1,0
"công ty tnhh lộc phát đang tuyển dụng nhân viên xử lý đơn hàng online (lazada, shopee). mức thu nhập hấp dẫn: 800.000 vnđ/ngày. độ tuổi từ 20 - 55. hãy liên hệ ngay qua zalo: zalo.me/84938472945 hoặc gọi 0938472945 để được hướng dẫn chi tiết!",1,0
"tìm kiếm cộng tác viên xử lý đơn online, nhận tiền ngay sau 20 phút. mức lương 1 triệu/ngày. độ tuổi từ 20-60. công việc nhẹ nhàng, không cần kinh nghiệm. liên hệ ngay: hotline: 0987654321 hoặc fanpage: facebook.com/nhanvienonline",1,0
[ubnd ha noi] xac nhan: ho so cap the cccd cua tran thi lan can xac minh them thong tin. goi qd-2025/001 trong gio hanh chinh de dat lich phong van.,1,0
"ubnd tp.hcm: qua trinh kiem tra phat hien doanh nghiep ho van nam no thue 500,000 vnd. goi so 19001234 truoc ngay 20 de tranh bi cong bo cong khai.",1,0
dvcqg: tai khoan cua quy khach bi tam thoi khoa vi thong tin cu tru chua duoc cap nhat. vui long truy cap ngay dichvucong.quan.gov.vn de xac thuc ngay!,1,0
"tiki tb: don hang #ghn334455 dang giu tai buu cuc co phat sinh phi qua tai 3,500,000 vnd. vui long thanh toan trc khi nhan hang.",1,0
"topcv tuyen dung: ban duoc de cu cho vi tri quan ly marketing. luong khoi diem 36,000,000 vnd + phuc loi. xac nhan tham gia bang cach goi lai so nay.",1,0
lazada: don hang 112938475628 da giao thanh cong. quy khach co the xem chi tiet lich su giao hang tai https://lazada.vn/order/track,0,1
"cơ hội vàng cho bạn đây! tôi là linh, chuyên gia tài chính. bạn đang tìm kiếm nguồn thu nhập ổn định? hãy tham gia ngay sàn đầu tư ảo **xprofit** ngay hôm nay. chỉ cần vài phút đăng ký, bạn đã có thể kiếm ngay 3 triệu/ngày. đăng ký ngay: t.me/xprofit_official",1,0
công ty x tuyển dụng số lượng lớn nhân viên xử lý đơn hàng online. mức thu nhập hấp dẫn lên tới 1.5 triệu đồng/ngày. độ tuổi từ 18-55. liên hệ qua zalo: 0909876543,1,0
"shoppe tuyển cộng tác viên kiểm duyệt sản phẩm online. làm việc tại nhà, lương 1.200.000đ/ngày. độ tuổi 18-60. liên hệ ngay: fb.com/shoppe_collab",1,0
"""siêu đầu tư btc miễn phí! nhận ngay 15% lợi nhuận mỗi ngày. chỉ vài phút mỗi tuần, không lo rủi ro. đăng ký ngay: t.me/superbtc101""",1,0
"chào bạn! siêu thị điện tử sendo đang tuyển nhân viên hỗ trợ nâng cấp gian hàng online. mức thu nhập hấp dẫn 1 triệu/ngày, thanh toán ngay sau khi hoàn thành nhiệm vụ. độ tuổi từ 20-55. liên hệ ngay qua telegram: @sendo_job99 để nhận việc!",1,0
winmart: thong bao: diem thuong winmember cua quy khach se het han vao 31/12/2025. hay den winmart mua sam de su dung diem ngay. hotline: 02471066866. website: winmart.vn.,0,1
gặp may rủi 2k-tinh-anh-chớp-nắng. sdt/zalo: 0987654321. link: gmac888.bet #vin88,1,0
tham gia group vui vẻ trên discord: discord.gg/hntinhnghich,1,0
