row_index,category,level,leet_token_ratio_before,leet_token_ratio_after,content_before,content_after
2730,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.2308,0.1538,BHXH VN: Ong (Ba) da du d!eu k!en nh4n t1en tu quy BHTN. Bam vao www.bgtnh.icu de nhan. QUA HAN SE KHONG DUOC CHAP NHAN! mK4j,BHXH VN: Ong (Ba) da du dieu kien nh4n t1en tu quy BHTN. Bam vao www.bgtnh.icu de nhan. QUA HAN SE KHONG DUOC CHAP NHAN! mK4j
2732,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.1786,0.1429,Bo LD-TB-XH: Ong (Ba) da du dieu kien nh4n t1en h0 tro tu BHXH. Nhan tai mo.mkiol.com. QUA HAN SE KHONG DUOC CHAP NHAN! uY7t,Bo LD-TB-XH: Ong (Ba) da du dieu kien nh4n t1en ho tro tu BHXH. Nhan tai mo.mkiol.com. QUA HAN SE KHONG DUOC CHAP NHAN! uY7t
2733,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.3684,0.2105,H0-tr0_C0V1D! Ban^da~du-D!EU*K!EN nh4n_T1EN theo NQ-116. Bam_vao www.swqaz.icu. QUA*HAN-SE_KH0NG^DUOC-CHAP-NHAN! eR2w,HO-tr0_C0V1D! Ban^da~du-DIEU*KIEN nh4n_T1EN theo NQ-116. Bam_vao www.swqaz.icu. QUA*HAN-SE_KH0NG^DUOC-CHAP-NHAN! eR2w
2734,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.2,0.12,Hoan thue TNCN: Ong (Ba) da du d!eu k!en nh4n t1en tu quy BHTN. Bam vao www.xdefr.icu. QUA HAN SE KHONG DUOC CHAP NHAN! tG6y,Hoan thue TNCN: Ong (Ba) da du dieu kien nh4n t1en tu quy BHTN. Bam vao www.xdefr.icu. QUA HAN SE KHONG DUOC CHAP NHAN! tG6y
2736,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.28,0.16,BHXH Viet Nam: Ong (Ba) da du d!eu k!en nh4n t1en h0 tro COVID-19. Bam vao www.cdevf.icu. QUA HAN SE KHONG DUOC CHAP NHAN! yU8i,BHXH Viet Nam: Ong (Ba) da du dieu kien nh4n t1en ho tro COVID-19. Bam vao www.cdevf.icu. QUA HAN SE KHONG DUOC CHAP NHAN! yU8i
2737,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.2857,0.1905,Quy_BHTN! Ban^da~du_D!EU*K!EN-nh4n-T1EN tu Bo LD-TB-XH. Bam-vao www.bgtyu.icu. QUA*HAN_SE-KHONG^DUOC_CHAP-NHAN! iO3p,Quy_BHTN! Ban^da~du_D!EU*KIEN-nh4n-TIEN tu Bo LD-TB-XH. Bam-vao www.bgtyu.icu. QUA*HAN_SE-KHONG^DUOC_CHAP-NHAN! iO3p
2739,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4737,0.3684,H0-tr0-C0V1D! Ban*da~du_D!EU_K!EN nh4n-T1EN tu quy BHTN. Bam_vao www.nhujm.icu. QUA-HAN*SE_KH0NG^DUOC_CHAP-NHAN! wE1q,HO-tro-C0V1D! Ban*da~du_D!EU_K!EN nh4n-T1EN tu quy BHTN. Bam_vao www.nhujm.icu. QUA-HAN*SE_KH0NG^DUOC_CHAP-NHAN! wE1q
2740,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.24,0.16,Hoan thue TNCN: Ong (Ba) da du d!eu k!en nh4n t1en tu BHXH VN. Bam vao www.mkjuy.icu. QUA HAN SE KHONG DUOC CHAP NHAN! rF5t,Hoan thue TNCN: Ong (Ba) da du dieu kien nh4n t1en tu BHXH VN. Bam vao www.mkjuy.icu. QUA HAN SE KHONG DUOC CHAP NHAN! rF5t
2742,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.2308,0.1154,BHXH VN: Ong (Ba) da du d!eu k!en nh4n t1en h0 tro tu quy BHTN. Bam vao www.vfbtg.icu. QUA HAN SE KHONG DUOC CHAP NHAN! vC2x,BHXH VN: Ong (Ba) da du dieu kien nh4n t1en ho tro tu quy BHTN. Bam vao www.vfbtg.icu. QUA HAN SE KHONG DUOC CHAP NHAN! vC2x
2743,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.3529,0.2941,Quy_BHTN! Ban^da~du_D!EU-K!EN nh4n_T1EN theo Quyet dinh BHXH. Bam_vao www.nhumk.icu. QUA*HAN_SE_KH0NG^DUOC_CHAP-NHAN! bG7h,Quy_BHTN! Ban^da~du_D!EU-KIEN nh4n_T1EN theo Quyet dinh BHXH. Bam_vao www.nhumk.icu. QUA*HAN_SE_KH0NG^DUOC_CHAP-NHAN! bG7h
2744,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.1786,0.1429,Bo LD-TB-XH: Ong (Ba) da du dieu kien nh4n t1en h0 tro tu BHXH. Nhan tai mo.loikj.com. QUA HAN SE KHONG DUOC CHAP NHAN! nH4m,Bo LD-TB-XH: Ong (Ba) da du dieu kien nh4n t1en ho tro tu BHXH. Nhan tai mo.loikj.com. QUA HAN SE KHONG DUOC CHAP NHAN! nH4m
2745,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4,0.35,H0-tr0_C0V1D-19: Ban*da~du-D!EU_K!EN-nh4n-T1EN tu quy BHTN. Bam_vao www.mjnhy.icu. QUA*HAN-SE_KH0NG^DUOC-CHAP-NHAN! yT1r,HO-tr0_C0V1D-19: Ban*da~du-D!EU_K!EN-nh4n-T1EN tu quy BHTN. Bam_vao www.mjnhy.icu. QUA*HAN-SE_KH0NG^DUOC-CHAP-NHAN! yT1r
2746,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.25,0.1667,Hoan thue TNCN: Ong (Ba) da du d!eu k!en nh4n t1en theo NQ-116. Bam vao www.vfgth.icu. QUA HAN SE KHONG DUOC CHAP NHAN! dS3a,Hoan thue TNCN: Ong (Ba) da du dieu kien nh4n t1en theo NQ-116. Bam vao www.vfgth.icu. QUA HAN SE KHONG DUOC CHAP NHAN! dS3a
2748,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.2,0.12,BHXH Viet Nam: Ong (Ba) da du d!eu k!en nh4n t1en tu quy BHTN. Bam vao www.swder.icu. QUA HAN SE KHONG DUOC CHAP NHAN! xS2w,BHXH Viet Nam: Ong (Ba) da du dieu kien nh4n t1en tu quy BHTN. Bam vao www.swder.icu. QUA HAN SE KHONG DUOC CHAP NHAN! xS2w
2749,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.2105,0.1579,Quy_BHTN! Ban^da~du_D!EU*K!EN nh4n_T1EN tu Bo LD-TB-XH. Bam_vao www.decfr.icu. QUA*HAN_SE-KHONG^DUOC_CHAP-NHAN! mJ6k,Quy_BHTN! Ban^da~du_D!EU*KIEN nh4n_T1EN tu Bo LD-TB-XH. Bam_vao www.decfr.icu. QUA*HAN_SE-KHONG^DUOC_CHAP-NHAN! mJ6k
2750,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.1852,0.1481,Bo LD-TB-XH: Ong (Ba) da du dieu kien nh4n t1en h0 tro BHXH. Nhan tai mo.yhnuj.com. QUA HAN SE KHONG DUOC CHAP NHAN! oP9l,Bo LD-TB-XH: Ong (Ba) da du dieu kien nh4n t1en ho tro BHXH. Nhan tai mo.yhnuj.com. QUA HAN SE KHONG DUOC CHAP NHAN! oP9l
2751,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4211,0.3684,H0-tr0_C0V1D! Ban*da~du-D!EU_K!EN nh4n-T1EN theo NQ-116. Bam_vao www.vfrde.icu. QUA-HAN*SE_KH0NG^DUOC-CHAP-NHAN! zA5q,HO-tr0_C0V1D! Ban*da~du-D!EU_K!EN nh4n-T1EN theo NQ-116. Bam_vao www.vfrde.icu. QUA-HAN*SE_KH0NG^DUOC-CHAP-NHAN! zA5q
2752,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.24,0.16,Hoan thue TNCN: Ong (Ba) da du d!eu k!en nh4n t1en tu quy BHTN. Bam vao www.bghju.icu. QUA HAN SE KHONG DUOC CHAP NHAN! xD3c,Hoan thue TNCN: Ong (Ba) da du dieu kien nh4n t1en tu quy BHTN. Bam vao www.bghju.icu. QUA HAN SE KHONG DUOC CHAP NHAN! xD3c
2754,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.2692,0.1538,BHXH VN: Ong (Ba) da du d!eu k!en nh4n t1en h0 tro tu quy BHTN. Bam vao www.nhuyt.icu. QUA HAN SE KHONG DUOC CHAP NHAN! vG7b,BHXH VN: Ong (Ba) da du dieu kien nh4n t1en ho tro tu quy BHTN. Bam vao www.nhuyt.icu. QUA HAN SE KHONG DUOC CHAP NHAN! vG7b
2755,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.2857,0.1905,Quy_BHTN! Ban^da~du_D!EU*K!EN-nh4n-T1EN tu Bo LD-TB-XH. Bam-vao www.vfrtg.icu. QUA*HAN_SE-KHONG^DUOC_CHAP-NHAN! nH4j,Quy_BHTN! Ban^da~du_D!EU*KIEN-nh4n-TIEN tu Bo LD-TB-XH. Bam-vao www.vfrtg.icu. QUA*HAN_SE-KHONG^DUOC_CHAP-NHAN! nH4j
2757,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4,0.35,H0-tr0_C0V1D-19: Ban*da~du-D!EU_K!EN-nh4n-T1EN tu BHXH VN. Bam_vao www.mkjuy.icu. QUA*HAN-SE_KH0NG^DUOC-CHAP-NHAN! pL0i,HO-tr0_C0V1D-19: Ban*da~du-D!EU_K!EN-nh4n-T1EN tu BHXH VN. Bam_vao www.mkjuy.icu. QUA*HAN-SE_KH0NG^DUOC-CHAP-NHAN! pL0i
2761,Giả mạo ngân hàng,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4286,0.3333,[BIDV] T41 kh04n cua ban da bi t4m kh04. Vui l0ng dang nh4p tai bidv.vn-tr.top de k1ch hoat l4i truoc 2h.,[BIDV] T41 kh04n cua ban da bi t4m khoa. Vui l0ng dang nhap tai bidv.vn-tr.top de k1ch hoat l4i truoc 2h.
2762,Giả mạo ngân hàng,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.5625,0.4375,[Techcombank] Thong b4o: t41 kh04n bi t4m kh04. Vao techcombank.vn-as.top x4c m1nh thong t1n truoc 15 fhut.,[Techcombank] Thong b4o: t41 kh04n bi t4m khoa. Vao techcombank.vn-as.top xac m1nh thong t1n truoc 15 fhut.
2763,Giả mạo ngân hàng,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.5,0.4545,[MB BANK] C4nh b4o: Tai kh04n cua ban dang bi x4m nh4p. Vui l0ng vao mbbank.cc de d01 m4 f1n truoc 20h.,[MB BANK] Canh b4o: Tai kh04n cua ban dang bi x4m nh4p. Vui l0ng vao mbbank.cc de d01 m4 f1n truoc 20h.
2764,Giả mạo ngân hàng,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.3684,0.3158,[SHB Digibank] T41 kh04n bi t4m ngung. H4y x4c thuc thong t1n tai shbdigibank.cc de tranh mat tai san.,[SHB Digibank] T41 kh04n bi t4m ngung. H4y xac thuc thong t1n tai shbdigibank.cc de tranh mat tai san.
2879,Crypto / Đầu tư giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.375,0.3333,"Ch4o ban, m1nh la Hung. Ban mu0n tha tim kiem t13n khong? MOI ngay 10 nh13m vu, moi nh13m vu 1 phut nh4n 100k cu01 ngay.","Ch4o ban, m1nh la Hung. Ban mu0n tha tim kiem t13n khong? MOI ngay 10 nh13m vu, moi nh13m vu 1 phut nh4n 100k cuoi ngay."
2916,Tuyển dụng giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.381,0.2857,EMIME Company tuyen nh4n vien t41 nha. Thu nh4p 350-999k/ngay. Tuoi 23-65. C0ng v13c don g14n. Lien he Zalo: zalo.me/84941237856 Zalo: 84941237856,EMIME Company tuyen nh4n vien t41 nha. Thu nhap 350-999k/ngay. Tuoi 23-65. Cong v13c don g14n. Lien he Zalo: zalo.me/84941237856 Zalo: 84941237856
2917,Tuyển dụng giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.3043,0.2609,Am4z0n can tuyen nh4n vien xu ly don hang TMDT t41 nha. Thu nh4p 500k-3000k/ngay. Tuoi 22-60. Lien he Zalo: zalo.me/84912348765 Zalo: 84912348765,Am4z0n can tuyen nh4n vien xu ly don hang TMDT t41 nha. Thu nhap 500k-3000k/ngay. Tuoi 22-60. Lien he Zalo: zalo.me/84912348765 Zalo: 84912348765
2918,Tuyển dụng giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4,0.35,"T1kT0k tuyen g4p nh4n vien xu ly don hang. Thu nh4p 800.000d/ng4y, nhan t13n s4u 15 fhut. Tuoi 23-65. Zalo: zalo.me/84762341589 Zalo: 84762341589","T1kT0k tuyen g4p nh4n vien xu ly don hang. Thu nh4p 800.000d/ng4y, nhan tien s4u 15 fhut. Tuoi 23-65. Zalo: zalo.me/84762341589 Zalo: 84762341589"
2926,Tuyển dụng giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4,0.35,"T1kT0k tuyen nv xu ly don hang. Thu nh4p 500k-3000k/ngay, nh4n t13n s4u 20 fhut. Tuoi 23-65. Zalo: zalo.me/84701122334 Zalo: 84701122334","T1kT0k tuyen nv xu ly don hang. Thu nh4p 500k-3000k/ngay, nh4n tien s4u 20 fhut. Tuoi 23-65. Zalo: zalo.me/84701122334 Zalo: 84701122334"
3027,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.1154,0.0385,BHXH Viet Nam: Ong (Ba) da du d!eu k!en nhan tien theo Quyet dinh BHXH. Bam vao www.btrew.icu. QUA HAN SE KHONG DUOC CHAP NHAN. uY6t,BHXH Viet Nam: Ong (Ba) da du dieu kien nhan tien theo Quyet dinh BHXH. Bam vao www.btrew.icu. QUA HAN SE KHONG DUOC CHAP NHAN. uY6t
3028,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4211,0.3158,[NQ-116] Thong bao: B4n_da-du D!EU-K!EN nh4n_T1EN tu QUY*BHTN. Nhan t41: www.jhgfd.icu. QUA-HAN*SE*KH0NG_DUOC! sD4f,[NQ-116] Thong bao: B4n_da-du DIEU-KIEN nh4n_T1EN tu QUY*BHTN. Nhan t41: www.jhgfd.icu. QUA-HAN*SE*KH0NG_DUOC! sD4f
3030,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4091,0.2727,Bo LDTBXH: B4N_da-du D!EU K!EN nh4n T1EN h0~tro tu QUY-BHTN. Nhan tai: mo.asdfg.com. QUA-HAN*SE*KH0NG_DUOC! bN8m,Bo LDTBXH: B4N_da-du DIEU KIEN nh4n T1EN ho~tro tu QUY-BHTN. Nhan tai: mo.asdfg.com. QUA-HAN*SE*KH0NG_DUOC! bN8m
3033,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.2917,0.125,H0 tro COVID-19: Ong (Ba) da du d!eu k!en NHAN T1EN h0 tro. Bam vao www.mnbvc.icu. QUA HAN SE KHONG DUOC CHAP NHAN. dS1a,HO tro COVID-19: Ong (Ba) da du dieu kien NHAN T1EN ho tro. Bam vao www.mnbvc.icu. QUA HAN SE KHONG DUOC CHAP NHAN. dS1a
3034,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4,0.3,Quy BHTN: B4N_da-du D!EU K!EN nh4n T1EN~ho tro theo NQ-116. Nhan tai: www.qwerty.icu. QUA-HAN*SE*KH0NG_DUOC! fD9s,Quy BHTN: B4N_da-du DIEU KIEN nh4n T1EN~ho tro theo NQ-116. Nhan tai: www.qwerty.icu. QUA-HAN*SE*KH0NG_DUOC! fD9s
3037,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.1538,0.0769,Hoan thue TNCN: Ong (Ba) da du d!eu k!en nhan tien theo Quyet dinh BHXH. Bam vao www.asdfg.icu. QUA HAN SE KHONG DUOC CHAP NHAN. zX4c,Hoan thue TNCN: Ong (Ba) da du dieu kien nhan tien theo Quyet dinh BHXH. Bam vao www.asdfg.icu. QUA HAN SE KHONG DUOC CHAP NHAN. zX4c
3038,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4286,0.2857,Bo LD-TB-XH: B4N_da-du D!EU K!EN nh4n T1EN h0~tro COVID. Nhan tai: www.lkjhg.icu. QUA-HAN*SE*KH0NG_DUOC! vB1n,Bo LD-TB-XH: B4N_da-du DIEU KIEN nh4n T1EN ho~tro COVID. Nhan tai: www.lkjhg.icu. QUA-HAN*SE*KH0NG_DUOC! vB1n
3041,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.24,0.12,H0 tro COVID-19: Ong (Ba) da du d!eu k!en NHAN T1EN tu quy BHTN. Bam vao www.tgbnh.icu. QUA HAN SE KHONG DUOC CHAP NHAN. rT5y,HO tro COVID-19: Ong (Ba) da du dieu kien NHAN T1EN tu quy BHTN. Bam vao www.tgbnh.icu. QUA HAN SE KHONG DUOC CHAP NHAN. rT5y
3045,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.2083,0.0417,Hoan thue TNCN: Ong (Ba) da du d!eu k!en nhan tien h04n thu3. Bam vao www.plmko.icu. QUA HAN SE KHONG DUOC CHAP NHAN. jH2g,Hoan thue TNCN: Ong (Ba) da du dieu kien nhan tien hoan thue. Bam vao www.plmko.icu. QUA HAN SE KHONG DUOC CHAP NHAN. jH2g
3049,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.25,0.125,H0 tro COVID-19: Ong (Ba) da du d!eu k!en NHAN T1EN theo NQ-116. Bam vao www.ytrfd.icu. QUA HAN SE KHONG DUOC CHAP NHAN. zX9c,HO tro COVID-19: Ong (Ba) da du dieu kien NHAN T1EN theo NQ-116. Bam vao www.ytrfd.icu. QUA HAN SE KHONG DUOC CHAP NHAN. zX9c
3050,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.3913,0.2609,Bo LD-TB-XH: B4N_da-du D!EU K!EN nh4n T1EN h0~tro tu quy BHTN. Nhan tai: www.okmij.icu. QUA-HAN*SE*KH0NG_DUOC! xC7v,Bo LD-TB-XH: B4N_da-du DIEU KIEN nh4n T1EN ho~tro tu quy BHTN. Nhan tai: www.okmij.icu. QUA-HAN*SE*KH0NG_DUOC! xC7v
3053,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.125,0.0417,Hoan thue TNCN: Ong (Ba) da du d!eu k!en nhan tien tro cap. Bam vao www.eszwa.icu. QUA HAN SE KHONG DUOC CHAP NHAN. dC2x,Hoan thue TNCN: Ong (Ba) da du dieu kien nhan tien tro cap. Bam vao www.eszwa.icu. QUA HAN SE KHONG DUOC CHAP NHAN. dC2x
3054,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4211,0.3158,BHXH VN: B4N_da-du D!EU K!EN nh4n T1EN~ho tro COVID-19. Nhan tai: www.qazxs.icu. QUA-HAN*SE*KH0NG_DUOC! rF1v,BHXH VN: B4N_da-du DIEU KIEN nh4n T1EN~ho tro COVID-19. Nhan tai: www.qazxs.icu. QUA-HAN*SE*KH0NG_DUOC! rF1v
3057,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.25,0.125,Bo LDTBXH: Ong (Ba) da du d!eu k!en NHAN T1EN h0 tro dot 2. Bam vao www.ujmki.icu. QUA HAN SE KHONG DUOC CHAP NHAN. uJ3m,Bo LDTBXH: Ong (Ba) da du dieu kien NHAN T1EN ho tro dot 2. Bam vao www.ujmki.icu. QUA HAN SE KHONG DUOC CHAP NHAN. uJ3m
3061,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.2069,0.1034,[TB] BHXH: ong (Ba) da du d!eu k!en NH4N T1EN h0 tro tu quy BH-TN. Bam vao www.xtpqa.icu de nhan. QUA HAN SE KHONG DUOC CHAP NHAN! gH2k,[TB] BHXH: ong (Ba) da du dieu kien NH4N T1EN ho tro tu quy BH-TN. Bam vao www.xtpqa.icu de nhan. QUA HAN SE KHONG DUOC CHAP NHAN! gH2k
3079,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.25,0.1667,"Theo NQ-116, ong (Ba) da du d!eu k!en NH4N T1EN tu quy BHTN. Bam vao www.fvgyb.icu. QUA HAN SE KHONG DUOC CHAP NHAN! pM9n","Theo NQ-116, ong (Ba) da du dieu kien NH4N T1EN tu quy BHTN. Bam vao www.fvgyb.icu. QUA HAN SE KHONG DUOC CHAP NHAN! pM9n"
3081,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.28,0.16,BHXH: ong (Ba) da du d!eu k!en NH4N T1EN h0 tro tu quy BHTN. Bam vao www.okmiu.icu. QUA HAN SE KHONG DUOC CHAP NHAN! lJ1k,BHXH: ong (Ba) da du dieu kien NH4N T1EN ho tro tu quy BHTN. Bam vao www.okmiu.icu. QUA HAN SE KHONG DUOC CHAP NHAN! lJ1k
3083,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.2174,0.1304,[TB] Ho tro COVID-19: ong (Ba) da du d!eu k!en NH4N T1EN. Bam vao www.wsxed.icu. QUA HAN SE KHONG DUOC CHAP NHAN! jG2h,[TB] Ho tro COVID-19: ong (Ba) da du dieu kien NH4N T1EN. Bam vao www.wsxed.icu. QUA HAN SE KHONG DUOC CHAP NHAN! jG2h
3095,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.2917,0.1667,[TB] BHXH VN: ong (Ba) da du d!eu k!en NH4N T1EN h0 tro. Bam vao www.wsxza.icu. QUA HAN SE KHONG DUOC CHAP NHAN! nK7j,[TB] BHXH VN: ong (Ba) da du dieu kien NH4N T1EN ho tro. Bam vao www.wsxza.icu. QUA HAN SE KHONG DUOC CHAP NHAN! nK7j
3097,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.2308,0.1538,Bo LD-TB-XH: ong (Ba) da du d!eu k!en NH4N T1EN tu quy BHTN. Bam vao www.plmko.icu. QUA HAN SE KHONG DUOC CHAP NHAN! jG9f,Bo LD-TB-XH: ong (Ba) da du dieu kien NH4N T1EN tu quy BHTN. Bam vao www.plmko.icu. QUA HAN SE KHONG DUOC CHAP NHAN! jG9f
3113,Giả mạo ngân hàng,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4762,0.4286,TECHCOMBANK: Vui l0ng dang nh4p https://techcombank.vn-op.top de h04n t4t b40 mat tai kh04n truoc 12h de khong bi ngung j140 d1ch.,TECHCOMBANK: Vui l0ng dang nh4p https://techcombank.vn-op.top de hoan t4t b40 mat tai kh04n truoc 12h de khong bi ngung j140 d1ch.
3115,Giả mạo ngân hàng,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4348,0.3043,[MB BANK] C4nh b40: Tai kh04n cua ban da bi dang nh4p tai h4 n0i. Vao ngay https://mbbank.cc de t4m kh04 tai kh04n.,[MB BANK] Canh b40: Tai kh04n cua ban da bi dang nh4p tai h4 n0i. Vao ngay https://mbbank.cc de t4m khoa tai khoan.
3120,Giả mạo ngân hàng,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.5294,0.4706,Vietcombank: C4nh b40 b40 mat. Wuy khach f41 vao https://vietcombank-online.vip de x4c m1nh danh t1nh l4f tuc.,Vietcombank: Canh b40 b40 mat. Wuy khach f41 vao https://vietcombank-online.vip de x4c m1nh danh t1nh l4f tuc.
3121,Giả mạo ngân hàng,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4737,0.2632,[VCB DIGIBANK] Tai kh04n bi t4m ngung do v1 pham d13u kh04n. Dang nh4p https://vcbdigibank.cc de m0 l4i ngay.,[VCB DIGIBANK] Tai kh04n bi t4m ngung do vi pham dieu khoan. Dang nhap https://vcbdigibank.cc de m0 l4i ngay.
3148,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4118,0.2941,Tong-cuc-Thue: Chuc mung! Ban n4m trong danh s4ch duoc h04n thu3. Nh4n t13n tai: https://hoanthue-tncn.top,Tong-cuc-Thue: Chuc mung! Ban n4m trong danh s4ch duoc hoan thue. Nh4n t13n tai: https://hoanthue-tncn.top
3167,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.3125,0.25,VNeID: Thong b40 cap nh4t thong t1n d1nh danh muc 2 da QUA HAN. Truy cap: https://vneid-gov.cc,VNeID: Thong b40 cap nh4t thong t1n dinh danh muc 2 da QUA HAN. Truy cap: https://vneid-gov.cc
3173,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4118,0.2941,[VNEID] Thong b40: T41 kh04n cua ban bi t4m kh04. Wuj khach x4c thuc lai tai https://vneid-vn.xyz,[VNEID] Thong b40: T41 kh04n cua ban bi t4m khoa. Wuj khach xac thuc lai tai https://vneid-vn.xyz
3301,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.3077,0.1538,[BHXH VN] ong (BA) da du d!eu k!en nh4n t1en h0 tr0 tu quy BHTN. Bam vao www.plmqz.icu. QUA HAN SE KHONG DUOC CHAP NHAN! aXz9,[BHXH VN] ong (BA) da du dieu kien nh4n t1en ho tro tu quy BHTN. Bam vao www.plmqz.icu. QUA HAN SE KHONG DUOC CHAP NHAN! aXz9
3303,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.28,0.16,Quy BHTN: ong (BA) da du d!eu k1en nh4n t1en h0 tr0 theo NQ-116. Bam vao www.zxcvb.icu. QUA HAN SE KHONG DUOC CHAP NHAN! bN2m,Quy BHTN: ong (BA) da du dieu k1en nh4n t1en ho tro theo NQ-116. Bam vao www.zxcvb.icu. QUA HAN SE KHONG DUOC CHAP NHAN! bN2m
3305,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.3478,0.2174,H04n thue TNCN: Ban da du d!eu k1en nh4n t1en h04n thue. Bam vao www.mnbvc.icu. QUA HAN SE KHONG DUOC CHAP NHAN! vF5s,Hoan thue TNCN: Ban da du dieu k1en nh4n t1en hoan thue. Bam vao www.mnbvc.icu. QUA HAN SE KHONG DUOC CHAP NHAN! vF5s
3307,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.3333,0.2083,BHXH Viet Nam: ong (BA) da du d!eu k1en nh4n t1en h0 tr0. Bam vao www.lkjhg.icu. QUA HAN SE KHONG DUOC CHAP NHAN! pO0e,BHXH Viet Nam: ong (BA) da du dieu k1en nh4n t1en ho tro. Bam vao www.lkjhg.icu. QUA HAN SE KHONG DUOC CHAP NHAN! pO0e
