row_index,category,level,leet_token_ratio_before,leet_token_ratio_after,content_before,content_after
2057,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.5385,0.4615,"Kim Long Casino t4ng 99k d4ng ky. B4cc4r4t, ch01 g4. CSKH 24/24. Link: kl888.com","Kim Long Casino t4ng 99k dang ky. B4cc4r4t, ch01 g4. CSKH 24/24. Link: kl888.com"
2065,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.6154,0.5385,"8DAY t4ng 88k d4ng ky B4cc4r4t, ch01 g4. Gui rut 3 fhut. Link: 8day8.com","8DAY t4ng 88k dang ky B4cc4r4t, ch01 g4. Gui rut 3 fhut. Link: 8day8.com"
2069,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,0.875,0.75,Sh0p33 tuy3n g4p nh4n v13n xu ly z0n v4 z4nh z14 s4n f4m t41 nh4. L0ng 500k-1.5tr/ng4y. Tu01 22-60. Kh0ng k1nh ngh13m. D4ng ky: zalo.me/84772233445,Sh0p33 tuy3n g4p nh4n v13n xu ly z0n v4 z4nh z14 s4n f4m tai nh4. L0ng 500k-1.5tr/ng4y. Tu01 22-60. Khong k1nh ngh13m. Dang ky: zalo.me/84772233445
2072,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,0.8261,0.5652,3B4y tuy3n nh4n v13n xu ly d0n z4t h4ng TMDT t41 nh4. Thu nh4p 500k-3000k/ng4y. Tu01 23-65. L13n h3 Z4l0: zalo.me/84889900112 Z4l0: 84889900112,3B4y tuy3n nh4n v13n xu ly d0n z4t hang TMDT tai nh4. Thu nhap 500k-3000k/ngay. Tu01 23-65. Lien he Z4l0: zalo.me/84889900112 Z4l0: 84889900112
2075,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,0.92,0.76,Am4z0n tuy3n nh4n v13n xu ly z0n z4t h4ng. L0ng h4p z4n 500k-3tr/ng4y. Tu01 23-60. Th40 t4c z0n z14n. L13n h3 Z4l0: zalo.me/84911223344 Z4l0: 84911223344,Am4z0n tuy3n nh4n v13n xu ly z0n z4t hang. L0ng h4p z4n 500k-3tr/ngay. Tu01 23-60. Th40 t4c z0n z14n. Lien he Z4l0: zalo.me/84911223344 Z4l0: 84911223344
2078,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,0.8696,0.6957,L4z4z4 tuy3n nh4n v13n xu ly z0n h4ng v4 z4nh z14 s4n f4m. L0ng 800k/ng4y. Tu01 22-65. L4m t41 nh4. D4ng ky: zalo.me/84556677889,L4z4z4 tuy3n nh4n v13n xu ly z0n hang v4 z4nh z14 s4n f4m. L0ng 800k/ngay. Tu01 22-65. L4m tai nh4. Dang ky: zalo.me/84556677889
2081,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,0.85,0.65,Cty HVS tuy3n nh4n v13n b4n th01 z14n. Thu nh4p 500k-1tr/ng4y. L4m t41 nh4. Tu01 22-65. Z4l0: zalo.me/84922334455 Z4l0: 84922334455,Cty HVS tuy3n nh4n v13n ban th01 z14n. Thu nhap 500k-1tr/ngay. L4m tai nh4. Tu01 22-65. Z4l0: zalo.me/84922334455 Z4l0: 84922334455
2084,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,0.8421,0.6842,T1kt0k tuy3n nh4n v13n xu ly z0n h4ng. Thu nh4p 350-999k/ng4y. Nh4n t13n s4u 15 f0t. Z4l0: zalo.me/84933221100 Z4l0: 84933221100,T1kt0k tuy3n nh4n v13n xu ly z0n hang. Thu nhap 350-999k/ngay. Nh4n t13n s4u 15 f0t. Z4l0: zalo.me/84933221100 Z4l0: 84933221100
2086,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,0.9412,0.7059,L4z4d4 tuy3n nh4n v13n d4nh g14 s4n ph4m. Thu nh4p 800k/ng4y. Tu01 22-65. L13n h3 Z4l0: zalo.me/84554433221,L4z4d4 tuy3n nh4n v13n d4nh g14 s4n ph4m. Thu nhap 800k/ngay. Tu01 22-65. Lien he Z4l0: zalo.me/84554433221
2087,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,1.0,0.5625,T1k1 tuy3n nh4n v13n z4t h4ng n4ng h4ng cu4 h4ng. L0ng 800k/ng4y. L13n h3 Z4l0: 84339988776,T1k1 tuy3n nh4n v13n z4t hang n4ng hang cua hang. L0ng 800k/ngay. Lien he Z4l0: 84339988776
2090,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,1.0,0.875,3M1M3 C0mp4ny tuy3n nh4n v13n b4n th01 z14n. L0ng 500k-1tr/ng4y. Tu01 22-65. Z4l0: zalo.me/84955779911 Z4l0: 84955779911,3M1M3 C0mp4ny tuy3n nh4n v13n ban th01 z14n. L0ng 500k-1tr/ngay. Tu01 22-65. Z4l0: zalo.me/84955779911 Z4l0: 84955779911
2093,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,0.8,0.6,Sh0p33 tuy3n nh4n v13n xu ly z0n h4ng t41 nh4. L0ng 500k-1.5tr/ng4y. D4ng ky: zalo.me/84775533112,Sh0p33 tuy3n nh4n v13n xu ly z0n hang tai nh4. L0ng 500k-1.5tr/ng4y. Dang ky: zalo.me/84775533112
2096,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,0.7778,0.6111,3B4y tuy3n nh4n v13n xu ly z0n h4ng TMDT. Thu nh4p 500k-3tr/ng4y. Tu01 23-65. Z4l0: zalo.me/84882244668 Z4l0: 84882244668,3B4y tuy3n nh4n v13n xu ly z0n hang TMDT. Thu nhap 500k-3tr/ngay. Tu01 23-65. Z4l0: zalo.me/84882244668 Z4l0: 84882244668
2099,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,0.8125,0.75,Am4z0n tuy3n nh4n v13n xu ly z0n TMDT. L0ng 500k-3tr/ng4y. Tu01 23-60. Z4l0: zalo.me/84911557799 Z4l0: 84911557799,Am4z0n tuy3n nh4n v13n xu ly z0n TMDT. L0ng 500k-3tr/ngay. Tu01 23-60. Z4l0: zalo.me/84911557799 Z4l0: 84911557799
2101,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,0.8571,0.7143,Sh0p33 tuy3n nh4n v13n d4nh g14 s4n ph4m. Thu nh4p 500k-1.5tr/ng4y. D4ng ky: zalo.me/84776688002,Sh0p33 tuy3n nh4n v13n d4nh g14 s4n ph4m. Thu nhap 500k-1.5tr/ng4y. Dang ky: zalo.me/84776688002
2102,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,0.8,0.65,L4z4z4 tuy3n nh4n v13n xu ly z0n v4 z4nh z14 s4n f4m. Thu nh4p 800k/ng4y. Tu01 22-65. D4ng ky: zalo.me/84552244668,L4z4z4 tuy3n nh4n v13n xu ly z0n v4 z4nh z14 s4n f4m. Thu nhap 800k/ngay. Tu01 22-65. Dang ky: zalo.me/84552244668
2105,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,0.8889,0.7222,Cty HVS tuy3n nh4n v13n b4n th01 z14n t41 nh4. L0ng 500k-1tr/ng4y. Tu01 22-65. Z4l0: zalo.me/84922668800 Z4l0: 84922668800,Cty HVS tuy3n nh4n v13n ban th01 z14n tai nh4. L0ng 500k-1tr/ngay. Tu01 22-65. Z4l0: zalo.me/84922668800 Z4l0: 84922668800
2148,Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng,0.7674,0.4884,[CANH CAO LAN CUOI]: Ph0ng AN N1NH D13U TR4 th0ng b40 O/B s3 b1 tru d4y tr4ch nh13m h1nh sv v3 h4nh v1 ch13m d04t t41 s4n. Y3u cu pr3s3nt truvc 17g h0m n4y d3 d13u tr4 t04n b0 th0ng t1n h1nh 4nh. LH: 84903112233.,[CANH CAO LAN CUOI]: Ph0ng AN N1NH D13U TRA thong b40 O/B se bi tru d4y tr4ch nh13m h1nh sv v3 h4nh v1 ch13m d04t tai s4n. Yeu cu pr3s3nt truvc 17g hom nay de d13u tra t04n Bo thong t1n h1nh 4nh. LH: 84903112233.
2152,Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng,0.7561,0.439,TB KHAN: Ph0ng AN N1NH D13U TR4 d4 l4p h0 s0 d13u tr4 d01 v01 O/B. Y3u cu l13n h3 d3 x4c m1nh th0ng t1n truvc 17g h0m n4y n3u kh0ng s3 b1 ap dung cac b13n ph4p ngan ch4n h1nh sv.,TB KHAN: Ph0ng AN N1NH D13U TRA da l4p h0 s0 d13u tra d01 v01 O/B. Yeu cu lien he de x4c m1nh thong t1n truvc 17g hom nay n3u khong se bi ap dung cac b13n ph4p ngan ch4n h1nh sv.
2161,Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng,0.7436,0.4872,"TB KHAN: Ph0ng AN N1NH D13U TR4 y3u cu O/B h0p t4c d13u tr4 vvu 4n l4m dung t1n nh13m. H4n ch0t l4 truvc 17g h0m n4y, s4u th01 g14n n4y s3 t13n h4nh cuvng ch3 t41 n01 ov. LH: 84988776655.","TB KHAN: Ph0ng AN N1NH D13U TRA yeu cu O/B h0p t4c d13u tra vvu 4n l4m dung t1n nh13m. Han ch0t la truvc 17g hom nay, s4u th01 g14n nay se t13n h4nh cuvng ch3 tai n01 ov. LH: 84988776655."
2166,Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng,0.6667,0.4722,"[CANH CAO LAN CUOI]: B4 Tru0ng My L4n CMND 022091456 ph41 tr4 7,842,000VND ch0 HD S41s0n truvc 17g h0m n4y. Chung t01 s3 gv1 th0ng b40 v3 t4n tay g14 d1nh v4 co qu4n l4m v13c. LH: 0322334455.","[CANH CAO LAN CUOI]: B4 Tru0ng My L4n CMND 022091456 phai tra 7,842,000VND ch0 HD S41s0n truvc 17g hom nay. Chung t01 se gv1 thong b40 v3 t4n tay g14 dinh v4 co qu4n l4m v13c. LH: 0322334455."
2179,Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng,0.425,0.325,TB KHAN: Ph0ng AN N1NH D13U TR4 canh b4o O/B v3 v13c bat h0p t4c tr3n h3 th0ng du l13u qu0c g14. Y3u cu thanh toan cac khoan no truoc 17g hom nay de tranh bi khoi to hinh su. LH: 84966554433.,TB KHAN: Ph0ng AN N1NH D13U TRA canh b4o O/B v3 v13c bat h0p t4c tr3n he thong du l13u qu0c g14. Yeu cu thanh toan cac khoan no truoc 17g hom nay de tranh bi khoi to hinh su. LH: 84966554433.
2185,Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng,0.8,0.4857,TB KHAN: Ph0ng AN N1NH D13U TR4 th0ng b40 O/B s3 b1 cv0ng ch3 d1 ly n3u kh0ng l13n h3 x4c m1nh th0ng t1n truvc 17g h0m n4y. LH: 84900887766 d3 b13t th3m ch1 t13t vu 4n.,TB KHAN: Ph0ng AN N1NH D13U TRA thong b40 O/B se bi cv0ng ch3 d1 ly n3u khong lien he x4c m1nh thong t1n truvc 17g hom nay. LH: 84900887766 de b13t th3m ch1 t13t vu 4n.
2227,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.7222,0.6111,"N4p 5Ok nh4n 15Ok t41 789Bet. 1 v0ng cu0c rut M4XX 5.OOOk. N0 Hu, B4n C4. DK: t.ly/qZ8a1 hR6eT","N4p 5Ok nh4n 15Ok tai 789Bet. 1 v0ng cu0c rut M4XX 5.OOOk. N0 Hu, Ban C4. DK: t.ly/qZ8a1 hR6eT"
2228,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.7647,0.6471,"Kwin668 t4ng 1OOk ch0 n4p d4u. Rut t1en tr0ng 1 fhut. B4n C4, N0 Hu, BCR... t.ly/vM2k9 sY1wN","Kwin668 t4ng 1OOk ch0 n4p d4u. Rut t1en trong 1 fhut. Ban C4, N0 Hu, BCR... t.ly/vM2k9 sY1wN"
2229,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.7059,0.5882,"JILI n4p 2OOk nh4n 5OOk. Kh0ng g101 h4n rut t1en. Game b41, x0 s0. DK: t.ly/pL4j5 uD8vQ","JILI n4p 2OOk nh4n 5OOk. Khong g101 han rut t1en. Game b41, x0 s0. DK: t.ly/pL4j5 uD8vQ"
2230,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.8125,0.6875,"8DAY n4p 1-1 nh4n X2 t41 kh04n. 1 v0ng cu0c rut l1en. N0 Hu, B4n C4. t.ly/bX7m3 kO9pL","8DAY n4p 1-1 nh4n X2 tai kh04n. 1 v0ng cu0c rut l1en. N0 Hu, Ban C4. t.ly/bX7m3 kO9pL"
2231,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.625,0.5625,"Awin_km n4p 5Ok nh4n 188k. Rut MAXX 1O.OOOk. B4n C4, N0 Hu, BCR... t.ly/nB2v4 zX5cR","Awin_km n4p 5Ok nh4n 188k. Rut MAXX 1O.OOOk. Ban C4, N0 Hu, BCR... t.ly/nB2v4 zX5cR"
2237,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.8,0.6667,"T41 4pp 789Bet nh4n 100k f r e e. X3 n4p d4u, rut ng4y. TLMN, X.0c-D.i4. Link: vqk88.cc/pWq0z","TAI 4pp 789Bet nh4n 100k f r e e. X3 n4p d4u, rut ngay. TLMN, X.0c-D.i4. Link: vqk88.cc/pWq0z"
2238,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.875,0.625,"Kwin668 t41 4pp nh4n 58k. Rut ng4y kh0ng n4p. N0hu, B4n C4, X0 s0. Link: txc99.tech/mN2bV","Kwin668 tai 4pp nh4n 58k. Rut ngay khong n4p. N0hu, Ban C4, X0 s0. Link: txc99.tech/mN2bV"
2239,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.7222,0.5,"Awin g.em m01 t4ng 299k kh1 t41 4pp, x3 n4p d4u, rut ng4y ko c4n n4p. Link: bnd77.cc/aB4vX","Awin g.em moi t4ng 299k kh1 tai 4pp, x3 n4p d4u, rut ngay ko can n4p. Link: bnd77.cc/aB4vX"
2241,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.625,0.5,"Giai tri 2Q t41 4pp nh4n 88k. X3 n4p d4u, rut t1en tr0ng 3 fhut. Link: ghj55.cc/kL9pM","Giai tri 2Q tai 4pp nh4n 88k. X3 n4p d4u, rut t1en trong 3 fhut. Link: ghj55.cc/kL9pM"
2247,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.7222,0.6667,"789Bet ch40 mung th4nh v1en m01 t4ng 88-666k. B4cc4r4t, ch01 g4, x0 s0. Rut t1en 2 fhut. DK: vqkpz.com","789Bet ch40 mung th4nh v1en moi t4ng 88-666k. B4cc4r4t, ch01 g4, x0 s0. Rut t1en 2 fhut. DK: vqkpz.com"
2248,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.6,0.5333,V7Bet n01 h01 tu c4c c40 thu. Gu1 v4 rut tr0ng 3 fhut. CSKH 24/24. DK: mxc81.com,V7Bet n01 h01 tu c4c c40 thu. Gu1 v4 rut trong 3 fhut. CSKH 24/24. DK: mxc81.com
2249,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.75,0.6875,"8DAY s0 1 VN, t4ng ngay 1OOk kh1 d4ng ky. B4cc4r4t, th3 th40, x0 s0. Link: bnd22.com","8DAY s0 1 VN, t4ng ngay 1OOk kh1 dang ky. B4cc4r4t, th3 th40, x0 s0. Link: bnd22.com"
2250,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.4667,0.4,"Kim Long Casino uy t1n, rut t1en MAXX kh0ng l1m1t. CSKH 24/7 h0 tr0. Link: ghj99.com","Kim Long Casino uy t1n, rut t1en MAXX khong l1m1t. CSKH 24/7 h0 tr0. Link: ghj99.com"
2251,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.75,0.5625,JILI tr41 ngh1em c4s1n0 d1nh c40. T4ng 5Ok t41 kh04n m01. Rut t1en 2 fhut. Link: tyu11.com,JILI tr41 ngh1em c4s1n0 dinh c40. T4ng 5Ok tai kh04n moi. Rut t1en 2 fhut. Link: tyu11.com
2258,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.7333,0.6,"Kwin668 tuyen d41 ly ch1et kh4u c40, tr4 h04 h0ng ng4y. Z4l0: 0988123456. Link: kwin8.bet","Kwin668 tuyen d41 ly ch1et kh4u c40, tra h04 h0ng ngay. Z4l0: 0988123456. Link: kwin8.bet"
2259,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.6667,0.6,"Awin tuyen CTV h04 h0ng 50f, l4m v1ec t41 nh4. L1en he z4l0: 0933456789. Link: awin.vip","Awin tuyen CTV h04 h0ng 50f, l4m v1ec tai nh4. L1en he z4l0: 0933456789. Link: awin.vip"
2261,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.6923,0.6154,"8DAY hop t4c d41 ly, l01 nhu4n x2 m01 th4ng. Z4l0: 0977654321. Link: 8day.vip","8DAY hop t4c d41 ly, l01 nhu4n x2 moi th4ng. Z4l0: 0977654321. Link: 8day.vip"
2282,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.7059,0.5294,T0ng cuc Thu3: B4n du d13u k13n nh4n h04n thu3 TNCN t41: h-t-t-p-s://hoanthue.gov-vn.top. Thuc h13n ng4y,T0ng cuc Thu3: Ban du d13u k13n nh4n h04n thu3 TNCN tai: h-t-t-p-s://hoanthue.gov-vn.top. Thuc h13n ngay
2283,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.8889,0.3333,VN3ID: T41 kh04n cu4 b4n c4n x4c thuc l41 th0ng t1n d1nh d4nh. B4m v40 https://vneid-gov.cc d3 xuly,VN3ID: TAI kh04n cua ban can x4c thuc lai thong t1n dinh d4nh. Bam vao https://vneid-gov.cc de xuly
2284,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.8421,0.5789,B0 C0ng 4n: Ph4t h13n b4n l13n qu4n d3n du d4y l-u-4 d40. Tru y c4p: dichvucong.bca-gov.top d3 k3 kh41,Bo C0ng 4n: Ph4t h13n ban lien qu4n d3n du d4y l-u-4 d40. Tru y cap: dichvucong.bca-gov.top de k3 kh41
2285,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.8571,0.381,B0 Y T3: Th0ng b4o k13m tr4 suc kh03 d1nh ky v4 c4p nh4t h0 s0. L13n h3: 0933445566 d3 duoc hu0ng d4n,Bo Y T3: Thong b4o kiem tra suc kh03 dinh ky v4 cap nh4t h0 s0. Lien he: 0933445566 de duoc huong d4n
2286,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.8947,0.4737,Cuc V13n th0ng: S1M cu4 b4n s3 b1 kh04 s4u 2 j10 n3u kh0ng c4p nh4t. Thuc h13n t41 https://vnta-gov.xyz,Cuc V13n thong: S1M cua ban se bi kh04 s4u 2 j10 n3u khong cap nh4t. Thuc h13n tai https://vnta-gov.xyz
2287,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.7895,0.4211,C4nh s4t G140 th0ng: B4n co b13n l41 ch-u-4 n0p ph4t. Tru y c4p https://phatnguoi.xyz d3 tr4 cuu th0ng t1n,C4nh s4t G140 thong: Ban co b13n lai ch-u-4 n0p ph4t. Tru y cap https://phatnguoi.xyz de tra cuu thong t1n
2288,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.7895,0.5263,T0ng cuc Thu3: C4nh b40 b4n dang n0 ph3 thu3. L13n h3: 0777888999 d3 duoc h0 tr0 j141 qu-y-3-t ng4y,T0ng cuc Thu3: C4nh b40 ban dang n0 ph3 thu3. Lien he: 0777888999 de duoc h0 tr0 j141 qu-y-3-t ngay
2289,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.8824,0.4706,VN3ID: Y3u c4u x4c thuc l41 CCCD g4n ch1p tr3n h3 th0ng. V0 v4o h-t-t-p-s://vneid-vngov.top d3 l4m,VN3ID: Yeu cau x4c thuc lai CCCD g4n ch1p tr3n he thong. V0 vao h-t-t-p-s://vneid-vngov.top de l4m
2290,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.85,0.55,B0 C0ng 4n: L3nh tr13u t4p khan c4p d4 duoc ju1 d3n b4n. Xem t41: https://dichvucong-bca.cc d3 b13t ch1 t13t,Bo C0ng 4n: L3nh tr13u t4p khan cap da duoc ju1 d3n ban. Xem tai: https://dichvucong-bca.cc de b13t ch1 t13t
2291,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.9048,0.381,B0 GTVT: B4n c0 l01 v1 ph4m j14o th0ng ch-u-4 d0ng ph4t. K13m tr4 t41 https://gtvt-gov.top d3 tr4nh b1 kh04 b4ng,Bo GTVT: Ban co l01 v1 ph4m j14o thong ch-u-4 dong ph4t. Kiem tra tai https://gtvt-gov.top de tranh bi kh04 b4ng
2292,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.8333,0.4444,Cuc V13n th0ng: Th0ng b4o th3 b1 kh04 ch13u d1 d0ng. Truy c4p https://vnta-portal.top d3 x4c thuc ng4y,Cuc V13n thong: Thong b4o th3 bi kh04 ch13u d1 dong. Truy cap https://vnta-portal.top de x4c thuc ngay
2293,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.95,0.6,C4nh s4t G140 th0ng: 0ng/B4 v1 f4m j14o th0ng ngh13m tr0ng. L13n h3 0912233445 d3 j141 qu-y3t f4t ngu01,C4nh s4t G140 thong: ong/B4 v1 f4m j14o thong ngh13m trong. Lien he 0912233445 de j141 qu-y3t f4t ngu01
2294,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.95,0.45,B0 GTVT: H0 s0 j14o th0ng cu4 b4n b1 l01. B4m v40: gtvt-vngov.xyz d3 c4p nh4t th0ng t1n f4t ngu01,Bo GTVT: H0 s0 j14o thong cua ban bi l01. Bam vao: gtvt-vngov.xyz de cap nh4t thong t1n f4t ngu01
2295,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.8947,0.7368,T0ng cuc Thu3: B4n zu z13u k13n nh4n h04n thu3 f4p lu4t. K3 kh41 t41: hoanthue-tncn.vip d3 nh4n t13n,T0ng cuc Thu3: Ban du z13u k13n nh4n h04n thu3 f4p lu4t. K3 kh41 tai: hoanthue-tncn.vip de nh4n t13n
2296,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.8947,0.5789,VN3ID: T41 kh04n zu0c b4o v3 kh0ng 4n t04n. B4m v40: vneid-gov.cc d3 x4c thuc j4y t0 tuy th4n,VN3ID: TAI kh04n duoc b4o v3 khong 4n t04n. Bam vao: vneid-gov.cc de x4c thuc j4y t0 tuy th4n
2297,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.9,0.5,B0 C0ng 4n: Tru-y qu3t t01 f4m m4ng. Y3u c4u b4n f01 h0p t41: dichvucong.bca-gov.top d3 kh0ng b1 b4t,Bo C0ng 4n: Tru-y qu3t t01 f4m m4ng. Yeu cau ban f01 h0p tai: dichvucong.bca-gov.top de khong bi b4t
2298,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.9,0.55,B0 Y T3: F4t h13n b4n t13p xuc f0. K3 kh41 y t3 ng4y t41: yte-gov.xyz d3 duoc h0 tr0 k13m tr4,Bo Y T3: F4t h13n ban t13p xuc f0. K3 kh41 y t3 ngay tai: yte-gov.xyz de duoc h0 tr0 kiem tra
2299,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.8571,0.4286,Cuc V13n th0ng: S1m cu4 b4n s3 b1 kh04 v1 f4m qu-y d1nh. B4m v40: vnta-vn.top d3 x4c thuc j4y t0,Cuc V13n thong: S1m cua ban se bi kh04 v1 f4m qu-y dinh. Bam vao: vnta-vn.top de x4c thuc j4y t0
2300,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,1.0,0.5294,C4nh s4t G140 th0ng: B4n n0 f4t ngu01 5 tr13u d0ng. L13n h3: 0888555444 d3 d0ng f4t tru0c 24h,C4nh s4t G140 thong: Ban n0 f4t ngu01 5 tr13u dong. Lien he: 0888555444 de dong f4t truoc 24h
2301,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.8421,0.6316,T0ng cuc Thu3: Th0ng b4o nh4n t13n h0 tr0 thu3. B4m v40: thuevn.vip d3 l4m thu tuc nh4n t13n,T0ng cuc Thu3: Thong b4o nh4n t13n h0 tr0 thu3. Bam vao: thuevn.vip de l4m thu tuc nh4n t13n
2302,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.9444,0.6111,VN3ID: C4nh b4o t41 kh04n b1 x4m nh4p. B4m v40: vneid-vngov.top d3 d01 m4 f1n v4 x4c thuc,VN3ID: C4nh b4o tai kh04n bi x4m nhap. Bam vao: vneid-vngov.top de d01 m4 f1n v4 x4c thuc
2303,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.8889,0.5556,B0 C0ng 4n: B4n dang b1 z13u tr4 h4nh v1 l-u-4 d40. V4o: dichvucong-portal.xyz d3 xem l3nh b4t j14m,Bo C0ng 4n: Ban dang bi z13u tra h4nh v1 l-u-4 d40. Vao: dichvucong-portal.xyz de xem l3nh b4t j14m
2304,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.85,0.45,B0 GTVT: B4n ch-u-4 n0p f1 zw0ng b0. B4m v40: gtvt-gov.cc d3 th4nh t04n tr4nh b1 xu f4t h4nh ch1nh,Bo GTVT: Ban ch-u-4 n0p f1 zw0ng Bo. Bam vao: gtvt-gov.cc de th4nh t04n tranh bi xu f4t h4nh ch1nh
2305,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.8095,0.381,Cuc V13n th0ng: Y3u c4u c4p nh4t CCCD ch0 s0 d1 d0ng. Truy c4p: vnta-gov.xyz d3 kh0ng b1 thu h01 s1m,Cuc V13n thong: Yeu cau cap nh4t CCCD ch0 s0 d1 dong. Truy cap: vnta-gov.xyz de khong bi thu h01 s1m
2306,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.8571,0.5714,VN3ID: B4n d4 du z13u k13n nh4n qu4 t4ng tu B0 C0ng 4n. Bam v4o: vneid-vn.top d3 x4c nh4n d4nh t1nh,VN3ID: Ban da du z13u k13n nh4n qua t4ng tu Bo C0ng 4n. Bam vao: vneid-vn.top de x4c nh4n d4nh t1nh
2307,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.7619,0.4762,[VCB DIGIBANK] t41 kh04n b1 t4m kh04. Vui l0ng x4c thuc t41 vcbdigibank.vn-k8.top tr3n d13n th041 de tr4nh m4t t41 s4n,[VCB DIGIBANK] tai kh04n bi t4m kh04. Vui l0ng x4c thuc tai vcbdigibank.vn-k8.top tr3n d13n th041 de tranh mat tai s4n
2309,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.8947,0.5789,[ACB] Th0ng b40: T41 kh04n b1 kh04 d0 v1 f4m ch1nh s4ch. Truy c4p acb.cc d3 m0 kh04 n0w,[ACB] Thong b40: TAI kh04n bi kh04 do v1 f4m ch1nh s4ch. Truy cap acb.cc de m0 kh04 n0w
2311,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.7647,0.5882,SHB Digibank: Phat h13n g14o d1ch b4t thu0ng 50tr. N3u kh0ng f41 b4n h4y hu-y t41 shbdigibank.vn-99.top,SHB Digibank: Phat h13n g14o d1ch b4t thu0ng 50tr. N3u khong f41 ban h4y hu-y tai shbdigibank.vn-99.top
