"norm_id","sample_id","source_text","normalized_text"
"sms_norm_03121","phase1_03367","Sacombank: Ma OTP xac thuc GD thanh toan tai POS la 665109. Hieu luc trong 3 phut.","Sacombank: Mã OTP xác thực giao dịch thanh toán tại POS là 665109. Hiệu lực trong 3 phút."
"sms_norm_03122","phase1_03368","SHB: TK ****3321 -1,800,000VND luc 23:15. SD: 11,400,000VND. ND: Thanh toan ShopeePay.","SHB: TK ****3321 -1.800.000 VND lúc 23:15. Số dư: 11.400.000 VND. Nội dung: Thanh toán ShopeePay."
"sms_norm_03123","phase1_03369","MSB: Ma OTP xac thuc kich hoat the tin dung la 992108. Ma co hieu luc trong 5 phut.","MSB: Mã OTP xác thực kích hoạt thẻ tín dụng là 992108. Mã có hiệu lực trong 5 phút."
"sms_norm_03124","phase1_03370","VIB: Quy khach vua thuc hien doi ma PIN the ATM ****4490 thanh cong luc 09:15 ngay 28/05/2024.","VIB: Quý khách vừa thực hiện đổi mã PIN thẻ ATM ****4490 thành công lúc 09:15 ngày 28/05/2024."
"sms_norm_03125","phase1_03371","BV Bach Mai nhac lich tai kham benh nhan Nguyen Van Nam luc 08:00 ngay 25/10/2024 tai Khoa Tim mach, Phong 301. Vui long den dung gio va mang theo so kham benh.","Bệnh viện Bạch Mai nhắc lịch tái khám bệnh nhân Nguyễn Văn Nam lúc 08:00 ngày 25/10/2024 tại Khoa Tim mạch, Phòng 301. Vui lòng đến đúng giờ và mang theo số khám bệnh."
"sms_norm_03126","phase1_03372","Chao ban Le Thi Hoa, BV Viet Duc nhac ban co lich tai kham sau phau thuat vao 09:30 sang mai 22/10 nhe. Co mat tai Khoa Xuong khop de bac si kiem tra lai nhe.","Chào bạn Lê Thị Hoa, Bệnh viện Việt Đức nhắc bạn có lịch tái khám sau phẫu thuật vào 09:30 sáng mai 22/10 nhé. Có mặt tại Khoa Xương khớp để bác sĩ kiểm tra lại nhé."
"sms_norm_03127","phase1_03373","BV Nhi Trung Uong thong bao: Be Pham Minh Khoi co lich hen tai kham tai Khoa Nhi luc 14:00 ngay 24/10. LH 02462738532 de xac nhan lich hen.","Bệnh viện Nhi Trung ương thông báo: Bé Phạm Minh Khôi có lịch hẹn tái khám tại Khoa Nhi lúc 14:00 ngày 24/10. Liên hệ 02462738532 để xác nhận lịch hẹn."
"sms_norm_03128","phase1_03374","Benh vien 108 nhac lich kham benh nhan Tran Duc Anh luc 07:30 ngay 26/10 tai Khoa Kham benh da khoa. Quy khach vui long mang theo the BHYT va CCCD.","Bệnh viện 108 nhắc lịch khám bệnh nhân Trần Đức Anh lúc 07:30 ngày 26/10 tại Khoa Khám bệnh đa khoa. Quý khách vui lòng mang theo thẻ Bảo hiểm Y tế và CCCD."
"sms_norm_03129","phase1_03375","Chao anh Hoang Van Thai, lich tai kham tai BV Dai hoc Y Ha Noi cua anh la 08:45 ngay mai nha. Anh nho den Phong 202 Khoa Noi tiet de gap bac si Lan nhe.","Chào anh Hoàng Văn Thái, lịch tái khám tại Bệnh viện Đại học Y Hà Nội của anh là 08:45 ngày mai nhá. Anh nhớ đến Phòng 202 Khoa Nội tiết để gặp bác sĩ Lan nhé."
"sms_norm_03130","phase1_03376","BV Cho Ray thong bao: Benh nhan Nguyen Thi Bich co lich tai kham sau dieu tri luc 13:30 ngay 25/10/2024 tai Khoa Gan Mat. LH 02838554137 khi can ho tro.","Bệnh viện Chợ Rẫy thông báo: Bệnh nhân Nguyễn Thị Bích có lịch tái khám sau điều trị lúc 13:30 ngày 25/10/2024 tại Khoa Gan Mật. Liên hệ 02838554137 khi cần hỗ trợ."
"sms_norm_03131","phase1_03377","BV Nhan Dan 115 nhac chi Dang Thu Thao lich tai kham dinh ky luc 08:00 ngay 27/10 tai Khoa Than-Nieu. Chi nho mang theo ket qua xet nghiem dot truoc nha.","Bệnh viện Nhân Dân 115 nhắc chị Đặng Thu Thảo lịch tái khám định kỳ lúc 08:00 ngày 27/10 tại Khoa Thận-Niệu. Chị nhớ mang theo kết quả xét nghiệm đợt trước nhá."
"sms_norm_03132","phase1_03378","Phong kham da khoa Au Co nhac ban lich hen kham phu khoa luc 15:00 ngay 23/10. Neu ban ban khong den duoc thi nhan tin bao lai cho phong kham nhe.","Phòng khám đa khoa Âu Cơ nhắc bạn lịch hẹn khám phụ khoa lúc 15:00 ngày 23/10. Nếu bạn bận không đến được thì nhắn tin báo lại cho phòng khám nhé."
"sms_norm_03133","phase1_03379","Ma OTP xac thuc ung dung VNPT Health cua ban la 839201. Ma co hieu luc trong vong 5 phut. Vui long khong chia se ma nay voi bat ky ai.","Mã OTP xác thực ứng dụng VNPT Health của bạn là 839201. Mã có hiệu lực trong vòng 5 phút. Vui lòng không chia sẻ mã này với bất kỳ ai."
"sms_norm_03134","phase1_03380","Ma OTP dang nhap ung dung eHospital cua ban la 294810. Vui long nhap ma de tiep tuc su dung dich vu. Ma se het han sau 3 phut.","Mã OTP đăng nhập ứng dụng eHospital của bạn là 294810. Vui lòng nhập mã để tiếp tục sử dụng dịch vụ. Mã sẽ hết hạn sau 3 phút."
"sms_norm_03135","phase1_03381","Medpro: Ma xac thuc OTP dat lich kham cua ban la 552193. Ma co hieu luc trong 10 phut. Cam on ban da su dung ung dung dat lich Medpro.","Medpro: Mã xác thực OTP đặt lịch khám của bạn là 552193. Mã có hiệu lực trong 10 phút. Cảm ơn bạn đã sử dụng ứng dụng đặt lịch Medpro."
"sms_norm_03136","phase1_03382","BookingCare: Ma OTP cua ban la 482019. Ma nay dung de xac nhan dat lich kham tai BV Viet Duc. Vui long khong cung cap ma cho nguoi la.","BookingCare: Mã OTP của bạn là 482019. Mã này dùng để xác nhận đặt lịch khám tại Bệnh viện Việt Đức. Vui lòng không cung cấp mã cho người lạ."
"sms_norm_03137","phase1_03383","Ma OTP xac thuc tai khoan VNPT Health cua ban la 102938. Ma co hieu luc trong 5 phut. Moi thac mac vui long lien he tong dai 19001547.","Mã OTP xác thực tài khoản VNPT Health của bạn là 102938. Mã có hiệu lực trong 5 phút. Mọi thắc mắc vui lòng liên hệ tổng đài 19001547."
"sms_norm_03138","phase1_03384","eHospital: Ma OTP cua ban la 662910. Vui long dung ma nay de kich hoat ho so suc khoe dien tu cua ban. Ma het han sau 5 phut.","eHospital: Mã OTP của bạn là 662910. Vui lòng dùng mã này để kích hoạt hồ sơ sức khỏe điện tử của bạn. Mã hết hạn sau 5 phút."
"sms_norm_03139","phase1_03385","Xac thuc Medpro: Ma OTP cua quy khach la 394021. Vui long nhap ma vao ung dung de hoan tat dang ky kham benh tai BV Cho Ray.","Xác thực Medpro: Mã OTP của quý khách là 394021. Vui lòng nhập mã vào ứng dụng để hoàn tất đăng ký khám bệnh tại Bệnh viện Chợ Rẫy."
"sms_norm_03140","phase1_03386","BookingCare thong bao: Ma xac minh tai khoan cua ban la 772831. Ma co hieu luc trong 3 phut. Vui long bao mat thong tin nay.","BookingCare thông báo: Mã xác minh tài khoản của bạn là 772831. Mã có hiệu lực trong 3 phút. Vui lòng bảo mật thông tin này."
"sms_norm_03141","phase1_03387","Ma OTP dang nhap he thong y te cua ban la 502931. Ma co hieu luc trong 5 phut. Neu khong phai ban thuc hien, vui long bo qua tin nhan nay.","Mã OTP đăng nhập hệ thống y tế của bạn là 502931. Mã có hiệu lực trong 5 phút. Nếu không phải bạn thực hiện, vui lòng bỏ qua tin nhắn này."
"sms_norm_03142","phase1_03388","Ma xac thuc Medpro cua ban la 119203. Ma dung de doi mat khau ung dung y te. Vui long khong chia se ma OTP cho bat ky ai.","Mã xác thực Medpro của bạn là 119203. Mã dùng để đổi mật khẩu ứng dụng y tế. Vui lòng không chia sẻ mã OTP cho bất kỳ ai."
"sms_norm_03143","phase1_03389","BV Cho Ray thong bao: Ket qua xet nghiem cua benh nhan Vu Minh Tuan da co. Moi ong den Khoa Xet nghiem lay ket qua hoac xem tai: https://ketqua.choray.vn","Bệnh viện Chợ Rẫy thông báo: Kết quả xét nghiệm của bệnh nhân Vũ Minh Tuấn đã có. Mời ông đến Khoa Xét nghiệm lấy kết quả hoặc xem tại: https://ketqua.choray.vn"
"sms_norm_03144","phase1_03390","Chao chi Nguyen Mai Phuong, ket qua xet nghiem mau tai BV Nhan Dan 115 da co roi nha. Chi co the ghe lay vao gio hanh chinh hoac xem tren app nhe.","Chào chị Nguyễn Mai Phương, kết quả xét nghiệm máu tại Bệnh viện Nhân Dân 115 đã có rồi nhé. Chị có thể ghé lấy vào giờ hành chính hoặc xem trên app nhé."
"sms_norm_03145","phase1_03391","BV Bach Mai nhac ban: Benh nhan Le Van Tam co lich tai kham tai Khoa Tieu hoa luc 09:00 ngay 28/10. Vui long nhịn an sang de lam xet nghiem mau.","Bệnh viện Bạch Mai nhắc bạn: Bệnh nhân Lê Văn Tâm có lịch tái khám tại Khoa Tiêu hóa lúc 09:00 ngày 28/10. Vui lòng nhịn ăn sáng để làm xét nghiệm máu."
"sms_norm_03146","phase1_03392","Phong kham da khoa Au Co thong bao: Ket qua noi soi cua ban Tran Thi Lan da co. Moi ban den phong kham de bac si tu van huong dieu tri tiep theo nhe.","Phòng khám đa khoa Âu Cơ thông báo: Kết quả nội soi của bạn Trần Thị Lan đã có. Mời bạn đến phòng khám để bác sĩ tư vấn hướng điều trị tiếp theo nhé."
"sms_norm_03147","phase1_03393","BV Viet Duc: Ket qua chup MRI cua benh nhan Pham Hoang Long da san sang. Quy khach vui long den Phong tra ket qua tai tang 1 nha B de nhan.","Bệnh viện Việt Đức: Kết quả chụp MRI của bệnh nhân Phạm Hoàng Long đã sẵn sàng. Quý khách vui lòng đến Phòng trả kết quả tại tầng 1 nhà B để nhận."
"sms_norm_03148","phase1_03394","Benh vien 108: Nhac lich tai kham benh nhan Do Kim Oanh ngay 25/10 luc 14:30 tai Khoa Phu san. Vui long mang theo phieu hen va so kham benh.","Bệnh viện 108: Nhắc lịch tái khám bệnh nhân Đỗ Kim Oanh ngày 25/10 lúc 14:30 tại Khoa Phụ sản. Vui lòng mang theo phiếu hẹn và số khám bệnh."
"sms_norm_03149","phase1_03395","BV Nhi Trung Uong: Nhac lich tai kham be Nguyen Gia Bao ngay 26/10 luc 08:30. Quy phu huynh vui long den dung gio de bac si theo doi tinh hinh sau mo.","Bệnh viện Nhi Trung ương: Nhắc lịch tái khám bé Nguyễn Gia Bảo ngày 26/10 lúc 08:30. Quý phụ huynh vui lòng đến đúng giờ để bác sĩ theo dõi tình hình sau mổ."
"sms_norm_03150","phase1_03396","BV Dai hoc Y Ha Noi thong bao: Ket qua sinh thiet cua benh nhan Luu Duc Thắng da co. Moi anh den gap bac si tai Khoa Ung buu vao sang thu 2 nhe.","Bệnh viện Đại học Y Hà Nội thông báo: Kết quả sinh thiết của bệnh nhân Lưu Đức Thắng đã có. Mời anh đến gặp bác sĩ tại Khoa Ung bướu vào sáng thứ 2 nhé."
"sms_norm_03151","phase1_03397","Chao anh Nguyen Thanh Tung, ket qua xet nghiem tai BV Cho Ray da co roi nhe. Anh co the tra cuu online tai link: https://cr.med.vn/kqxn","Chào anh Nguyễn Thanh Tùng, kết quả xét nghiệm tại Bệnh viện Chợ Rẫy đã có rồi nhé. Anh có thể tra cứu online tại link: https://cr.med.vn/kqxn"
"sms_norm_03152","phase1_03398","BV Nhan Dan 115: Nhac lich tai kham benh nhan Phan Van Duc luc 09:00 ngay 27/10 tai Khoa Noi tim mach. LH 02838652368 de duoc huong dan them.","Bệnh viện Nhân Dân 115: Nhắc lịch tái khám bệnh nhân Phan Văn Đức lúc 09:00 ngày 27/10 tại Khoa Nội tim mạch. Liên hệ 02838652368 để được hướng dẫn thêm."
"sms_norm_03153","phase1_03399","Phong kham da khoa Au Co nhac ban Le Minh Tu co lich hen tai kham rang luc 16:30 ngay mai. Neu ban can doi gio thi alo phong kham nhe.","Phòng khám đa khoa Âu Cơ nhắc bạn Lê Minh Tú có lịch hẹn tái khám răng lúc 16:30 ngày mai. Nếu bạn cần đổi giờ thì alo phòng khám nhé."
"sms_norm_03154","phase1_03400","BV Bach Mai thong bao: Ket qua xet nghiem nuoc tieu cua benh nhan Hoang Kim Chi da co. Moi chi den quay so 5 de nhan ket qua va vao gap bac si.","Bệnh viện Bạch Mai thông báo: Kết quả xét nghiệm nước tiểu của bệnh nhân Hoàng Kim Chi đã có. Mời chị đến quầy số 5 để nhận kết quả và vào gặp bác sĩ."
"sms_norm_03155","phase1_03401","BV Viet Duc nhac anh Tran Van Cuong co lich tai kham tai Khoa Cot song luc 10:15 ngay 29/10. Anh nho mang theo phim chup X-quang cu nha.","Bệnh viện Việt Đức nhắc anh Trần Văn Cường có lịch tái khám tại Khoa Cột sống lúc 10:15 ngày 29/10. Anh nhớ mang theo phim chụp X-quang cũ nhé."
"sms_norm_03156","phase1_03402","Benh vien 108 thong bao: Benh nhan Nguyen Thi Ly co lich tai kham dinh ky tai Khoa Mat vao 08:30 ngay 30/10. Vui long mang theo CCCD khi den kham.","Bệnh viện 108 thông báo: Bệnh nhân Nguyễn Thị Lý có lịch tái khám định kỳ tại Khoa Mắt vào 08:30 ngày 30/10. Vui lòng mang theo CCCD khi đến khám."
"sms_norm_03157","phase1_03403","BV Nhi Trung Uong nhac lich tai kham be Le Minh Anh vao 13:30 ngay 28/10 tai Khoa Ho hap. Quy phu huynh vui long den dung hen nhe.","Bệnh viện Nhi Trung ương nhắc lịch tái khám bé Lê Minh Anh vào 13:30 ngày 28/10 tại Khoa Hô hấp. Quý phụ huynh vui lòng đến đúng hẹn nhé."
"sms_norm_03158","phase1_03404","BV Dai hoc Y Ha Noi thong bao: Ket qua xet nghiem cua benh nhan Dao Van Nam da co. Moi anh den nhan vao sang mai tai Khoa Xet nghiem tang 2.","Bệnh viện Đại học Y Hà Nội thông báo: Kết quả xét nghiệm của bệnh nhân Đào Văn Nam đã có. Mời anh đến nhận vào sáng mai tại Khoa Xét nghiệm tầng 2."
"sms_norm_03159","phase1_03405","Chao chi Pham Thanh Hang, BV Cho Ray nhac chi co lich tai kham tai Khoa Than luc 09:00 ngay 26/10 nha. Chi nho mang theo so kham benh nhe.","Chào chị Phạm Thanh Hằng, Bệnh viện Chợ Rẫy nhắc chị có lịch tái khám tại Khoa Thận lúc 09:00 ngày 26/10 nhé. Chị nhớ mang theo số khám bệnh nhé."
"sms_norm_03160","phase1_03406","BV Nhan Dan 115 thong bao: Ket qua xet nghiem mau cua benh nhan Trinh Van Tu da co. Quy khach co the xem tai: https://115.org.vn/tra-ket-qua","Bệnh viện Nhân Dân 115 thông báo: Kết quả xét nghiệm máu của bệnh nhân Trịnh Văn Tú đã có. Quý khách có thể xem tại: https://115.org.vn/tra-ket-qua"
"sms_norm_03161","phase1_03407","Phong kham da khoa Au Co nhac ban Nguyen Thi Tuyet co lich tai kham sieu am thai luc 15:00 ngay mai 24/10. Hen gap ban tai phong kham nha.","Phòng khám đa khoa Âu Cơ nhắc bạn Nguyễn Thị Tuyết có lịch tái khám siêu âm thai lúc 15:00 ngày mai 24/10. Hẹn gặp bạn tại phòng khám nhé."
"sms_norm_03162","phase1_03408","BV Bach Mai: Nhac lich tai kham benh nhan Vu Huy Hoang luc 08:00 ngay 31/10 tai Khoa Huyet hoc. Vui long den dung gio de lam thu tuc.","Bệnh viện Bạch Mai: Nhắc lịch tái khám bệnh nhân Vũ Huy Hoàng lúc 08:00 ngày 31/10 tại Khoa Huyết học. Vui lòng đến đúng giờ để làm thủ tục."
"sms_norm_03163","phase1_03409","BV Viet Duc thong bao: Ket qua xet nghiem dich khop cua benh nhan Le Minh Duc da co. Moi anh den gap bac si dieu tri tai Khoa Xuong khop de nghe tu van.","Bệnh viện Việt Đức thông báo: Kết quả xét nghiệm dịch khớp của bệnh nhân Lê Minh Đức đã có. Mời anh đến gặp bác sĩ điều trị tại Khoa Xương khớp để nghe tư vấn."
"sms_norm_03164","phase1_03410","Chao ban Nguyen Ngoc Anh, BV 108 nhac ban co lich tai kham tai Khoa Da lieu luc 14:00 ngay mai nhe. Nho mang theo don thuoc cu nhe ban.","Chào bạn Nguyễn Ngọc Anh, Bệnh viện 108 nhắc bạn có lịch tái khám tại Khoa Da liễu lúc 14:00 ngày mai nhé. Nhớ mang theo đơn thuốc cũ nhé bạn."
"sms_norm_03165","phase1_03411","BV Cho Ray: Lich kham Khoa Noi cua anh Pham Hoang Long ngay 12/10 bi huy do BS co viec dot xuat. Vui long LH 02838554137 de dat lai lich nhe.","Bệnh viện Chợ Rẫy: Lịch khám Khoa Nội của anh Phạm Hoàng Long ngày 12/10 bị hủy do bác sĩ có việc đột xuất. Vui lòng liên hệ 02838554137 để đặt lại lịch nhé."
"sms_norm_03166","phase1_03412","Chao chi Tran Thu Thuy, em o BV Bach Mai thong bao lich kham Phong 301 sang mai bi doi sang 14h chieu nha. Co gi chi LH 02438693731 xac nhan giup em.","Chào chị Trần Thu Thủy, em ở Bệnh viện Bạch Mai thông báo lịch khám Phòng 301 sáng mai bị đổi sang 14 giờ chiều nhé. Có gì chị liên hệ 02438693731 xác nhận giúp em."
"sms_norm_03167","phase1_03413","VNPT Health: Ma xac thuc (OTP) dang ky TK cua ban la 482930. Ma co hieu luc trong 5 phut. Khong chia se ma nay voi bat ky ai.","VNPT Health: Mã xác thực (OTP) đăng ký tài khoản của bạn là 482930. Mã có hiệu lực trong 5 phút. Không chia sẻ mã này với bất kỳ ai."
"sms_norm_03168","phase1_03414","BV Nhan Dan 115: Ket qua xet nghiem mau cua benh nhan Le Van Tam da co tai Khoa Xet nghiem. Moi ong den nhan ket qua vao gio hanh chinh.","Bệnh viện Nhân Dân 115: Kết quả xét nghiệm máu của bệnh nhân Lê Văn Tâm đã có tại Khoa Xét nghiệm. Mời ông đến nhận kết quả vào giờ hành chính."
"sms_norm_03169","phase1_03415","Medpro: Lich hen kham tai BV Nhi Trung Uong cua be Nguyen Minh Khue bi thay doi. Quy khach vui long kiem tra lai tren app hoac LH 19002115.","Medpro: Lịch hẹn khám tại Bệnh viện Nhi Trung ương của bé Nguyễn Minh Khuê bị thay đổi. Quý khách vui lòng kiểm tra lại trên app hoặc liên hệ 19002115."
"sms_norm_03170","phase1_03416","BookingCare: Thong bao ket qua kham suc khoe cua ban tai BV 108 da san sang. Xem chi tiet tai https://bookingcare.vn/kq/72931. LH 02473012468 khi can.","BookingCare: Thông báo kết quả khám sức khỏe của bạn tại Bệnh viện 108 đã sẵn sàng. Xem chi tiết tại https://bookingcare.vn/kq/72931. Liên hệ 02473012468 khi cần."
"sms_norm_03171","phase1_03417","eHospital: Ma OTP xac nhan thanh toan vien phi cua ban la 102934. Hieu luc trong 3 phut. Vui long nhap ma de hoan tat GD.","eHospital: Mã OTP xác nhận thanh toán viện phí của bạn là 102934. Hiệu lực trong 3 phút. Vui lòng nhập mã để hoàn tất giao dịch."
"sms_norm_03172","phase1_03418","BV Nhi TW nhac chi Nguyen Thanh Ha: Lich tai kham cho be tai Khoa Nhi ngay 15/10 bi huy. Chi LH 02462738532 de em xep lich khac nha chi.","Bệnh viện Nhi TW nhắc chị Nguyễn Thanh Hà: Lịch tái khám cho bé tại Khoa Nhi ngày 15/10 bị hủy. Chị liên hệ 02462738532 để em xếp lịch khác nhé chị."
"sms_norm_03173","phase1_03419","BV 108 thong bao: Do trung lich hop dot xuat, ca kham cua ong Do Duc Manh tai Khoa Tim mach luc 9h ngay 14/10 se doi sang 15h cung ngay. Tran trong.","Bệnh viện 108 thông báo: Do trùng lịch họp đột xuất, ca khám của ông Đỗ Đức Mạnh tại Khoa Tim mạch lúc 9 giờ ngày 14/10 sẽ đổi sang 15 giờ cùng ngày. Trân trọng."
"sms_norm_03174","phase1_03420","BV Dai hoc Y Ha Noi: Nhac benh nhan Vu Minh Tuan tai kham tai Phong 202 vao ngay 20/10. Vui long mang theo so kham benh va don thuoc cu.","Bệnh viện Đại học Y Hà Nội: Nhắc bệnh nhân Vũ Minh Tuấn tái khám tại Phòng 202 vào ngày 20/10. Vui lòng mang theo số khám bệnh và đơn thuốc cũ."
"sms_norm_03175","phase1_03421","Phong kham Au Co: Chao ban Hoang Anh Tu, lich hen sieu am chieu nay cua ban bi doi sang 8h sang mai nhe. LH 02743811999 de xac nhan nha.","Phòng khám Âu Cơ: Chào bạn Hoàng Anh Tú, lịch hẹn siêu âm chiều nay của bạn bị đổi sang 8 giờ sáng mai nhé. Liên hệ 02743811999 để xác nhận nhé."
"sms_norm_03176","phase1_03422","Medpro: Ma OTP de dang nhap he thong la 882103. Ma co gia tri trong 10 phut. Vui long khong cung cap OTP cho bat ky ai.","Medpro: Mã OTP để đăng nhập hệ thống là 882103. Mã có giá trị trong 10 phút. Vui lòng không cung cấp OTP cho bất kỳ ai."
"sms_norm_03177","phase1_03423","BV Viet Duc: Lich mo cua benh nhan Tran Van Binh ngay 16/10 tam hoan do ly do ky thuat. BV se LH lai de thong bao lich moi som nhat.","Bệnh viện Việt Đức: Lịch mổ của bệnh nhân Trần Văn Bình ngày 16/10 tạm hoãn do lý do kỹ thuật. Bệnh viện sẽ liên hệ lại để thông báo lịch mới sớm nhất."
"sms_norm_03178","phase1_03424","BV Bach Mai: Ket qua chup MRI cua ba Le Thi Hoa da co. Moi ba den Phong Khoa Chan doan hinh anh de nhan ket qua va nghe tu van.","Bệnh viện Bạch Mai: Kết quả chụp MRI của bà Lê Thị Hoa đã có. Mời bà đến Phòng Khoa Chẩn đoán hình ảnh để nhận kết quả và nghe tư vấn."
"sms_norm_03179","phase1_03425","Alo anh Nguyen Duy Nam, em ben BV Cho Ray. Lich kham mat cua anh ngay mai BS ban nen doi sang thu 6 nhe. Anh LH 02838554137 xac nhan giup em.","Alo anh Nguyễn Duy Nam, em bên Bệnh viện Chợ Rẫy. Lịch khám mắt của anh ngày mai bác sĩ bạn nên đổi sang thứ 6 nhé. Anh liên hệ 02838554137 xác nhận giúp em."
"sms_norm_03180","phase1_03426","VNPT Health: Ma OTP xac thuc doi mat khau TK cua ban la 552931. Hieu luc trong 5 phut. LH CSKH neu ban khong thuc hien GD nay.","VNPT Health: Mã OTP xác thực đổi mật khẩu tài khoản của bạn là 552931. Hiệu lực trong 5 phút. Liên hệ Chăm sóc khách hàng nếu bạn không thực hiện giao dịch này."
"sms_norm_03181","phase1_03427","BV Nhan Dan 115: Thong bao lich hen kham cua benh nhan Nguyen Hoang Long tai Khoa Than da duoc cap nhat moi. LH 02838652368 de biet chi tiet.","Bệnh viện Nhân Dân 115: Thông báo lịch hẹn khám của bệnh nhân Nguyễn Hoàng Long tại Khoa Thận đã được cập nhật mới. Liên hệ 02838652368 để biết chi tiết."
"sms_norm_03182","phase1_03428","BookingCare: Lich hen tai BV Bach Mai ngay 18/10 cua ban bi huy do BS co lich dot xuat. Vui long chon lich khac tren app hoac LH 02473012468.","BookingCare: Lịch hẹn tại Bệnh viện Bạch Mai ngày 18/10 của bạn bị hủy do bác sĩ có lịch đột xuất. Vui lòng chọn lịch khác trên app hoặc liên hệ 02473012468."
"sms_norm_03183","phase1_03429","eHospital: Ma OTP xac nhan DK lich kham cua ban la 992031. Ma co hieu luc trong 5 phut. Vui long khong chia se ma nay.","eHospital: Mã OTP xác nhận đăng ký lịch khám của bạn là 992031. Mã có hiệu lực trong 5 phút. Vui lòng không chia sẻ mã này."
"sms_norm_03184","phase1_03430","BV Nhi Trung Uong: Thong bao thay doi phong kham cho be Tran Minh Quan ngay 14/10 tu Phong 102 sang Phong 305. LH 02462738532 de ho tro.","Bệnh viện Nhi Trung ương: Thông báo thay đổi phòng khám cho bé Trần Minh Quân ngày 14/10 từ Phòng 102 sang Phòng 305. Liên hệ 02462738532 để hỗ trợ."
"sms_norm_03185","phase1_03431","Chi Phan Thanh Thao oi, ket qua xet nghiem o BV 108 cua chi co roi nhe. Chi tranh thu ghe lay trong chieu nay hoac sang mai nha chi.","Chị Phan Thanh Thảo ơi, kết quả xét nghiệm ở Bệnh viện 108 của chị có rồi nhé. Chị tranh thủ ghé lấy trong chiều nay hoặc sáng mai nhà chị."
"sms_norm_03186","phase1_03432","BV Dai hoc Y Ha Noi: Lich kham cua ong Trinh Van Chien ngay 12/10 tai Khoa tieu hoa bi huy. Quy khach vui long LH 19006423 de dat lai lich.","Bệnh viện Đại học Y Hà Nội: Lịch khám của ông Trịnh Văn Chiến ngày 12/10 tại Khoa tiêu hóa bị hủy. Quý khách vui lòng liên hệ 19006423 để đặt lại lịch."
"sms_norm_03187","phase1_03433","Medpro: Ma OTP xac thuc thanh toan phi kham benh la 338291. Hieu luc 5 phut. Cam on ban da su dung dich vu cua chung toi.","Medpro: Mã OTP xác thực thanh toán phí khám bệnh là 338291. Hiệu lực 5 phút. Cảm ơn bạn đã sử dụng dịch vụ của chúng tôi."
"sms_norm_03188","phase1_03434","Phong kham Au Co: Thong bao lich hen kham cua ba Vo Thi Ngoc ngay 15/10 bi doi sang 16/10 do BS di cong tac. LH 02743811999 de doi lich.","Phòng khám Âu Cơ: Thông báo lịch hẹn khám của bà Võ Thị Ngọc ngày 15/10 bị đổi sang 16/10 do bác sĩ đi công tác. Liên hệ 02743811999 để đổi lịch."
"sms_norm_03189","phase1_03435","Anh Dang Van Hung oi, ben BV Viet Duc bao ket qua sinh thiet cua anh co roi. Anh qua phong 201 gap BS de nghe ket qua nhe.","Anh Đặng Văn Hùng ơi, bên Bệnh viện Việt Đức báo kết quả sinh thiết của anh có rồi. Anh qua Phòng 201 gặp bác sĩ để nghe kết quả nhé."
"sms_norm_03190","phase1_03436","BV Bach Mai: Nhac lich kham ngay 15/10 cua benh nhan Nguyen Thi Mai bi thay doi gio tu 8h sang thanh 10h sang. Tran trong cam on.","Bệnh viện Bạch Mai: Nhắc lịch khám ngày 15/10 của bệnh nhân Nguyễn Thị Mai bị thay đổi giờ từ 8 giờ sáng thành 10 giờ sáng. Trân trọng cảm ơn."
"sms_norm_03191","phase1_03437","VNPT Health: Ma OTP de xac nhan so dien thoai TK cua ban la 772834. Ma co hieu luc trong 5 phut. Vui long khong tiet lo ma nay.","VNPT Health: Mã OTP để xác nhận số điện thoại tài khoản của bạn là 772834. Mã có hiệu lực trong 5 phút. Vui lòng không tiết lộ mã này."
"sms_norm_03192","phase1_03438","BV Cho Ray: Ket qua xet nghiem mau cua benh nhan Luong Van Duc da co tai Khoa Noi tiet. Moi ong den nhan ket qua vao buoi sang.","Bệnh viện Chợ Rẫy: Kết quả xét nghiệm máu của bệnh nhân Lương Văn Đức đã có tại Khoa Nội tiết. Mời ông đến nhận kết quả vào buổi sáng."
"sms_norm_03193","phase1_03439","Em ben BV 115 nhac anh Pham Minh Hoang lich kham ngay mai bi huy do BS nghi dot xuat nhe. Co gi anh LH 02838652368 de em xep lai lich nha.","Em bên Bệnh viện 115 nhắc anh Phạm Minh Hoàng lịch khám ngày mai bị hủy do bác sĩ nghỉ đột xuất nhé. Có gì anh liên hệ 02838652368 để em xếp lại lịch nhà."
"sms_norm_03194","phase1_03440","Medpro: Lich hen kham tai BV Cho Ray cua ban bi thay doi do trung lich le. Vui long LH 19002115 hoac kiem tra tren app de cap nhat lich moi.","Medpro: Lịch hẹn khám tại Bệnh viện Chợ Rẫy của bạn bị thay đổi do trùng lịch lễ. Vui lòng liên hệ 19002115 hoặc kiểm tra trên app để cập nhật lịch mới."
"sms_norm_03195","phase1_03441","BookingCare: Ma OTP xac thuc dang nhap cua ban la 662930. Ma co hieu luc trong 3 phut. Vui long khong chia se ma cho nguoi la.","BookingCare: Mã OTP xác thực đăng nhập của bạn là 662930. Mã có hiệu lực trong 3 phút. Vui lòng không chia sẻ mã cho người lạ."
