id,cat,content_before,content_after
2520,Crypto / Đầu tư giả,"H3 th0ng b3n m1nh d4ng tuy3n ngu01 xem v1d30 l1v3str34m. M01 bu01 200k, th4nh t04n qu4 T3l3gr4m: t.me/tuyendung_tiktok_v1p","Hệ thống bên mình đang tuyển người xem video livestream. Mỗi buổi 200k, thanh toán qua Telegram: t.me/tuyendung_tiktok_v1p"
2521,Crypto / Đầu tư giả,Anh_ch1_chuy3n-khoan_v40-STK_666888222 (ACB) TK: CONG TY TNHH TM DV T4I CHINH d3 ch0 chuy3n v13n d4u tu ho.,"Anh chị chuyển khoản vào STK 666888222 (ACB) TK: CÔNG TY TNHH TM DV TÀI CHÍNH để cho chuyên viên đầu tư hộ."
2522,Crypto / Đầu tư giả,"Ch40 b4n, m1nh l4 Phu0ng. C0 v13c th4 t1m v1d30 k13m 200k-500k/ng4y k0 c4n v0n. L4m 10 phut x0ng nh4n t13n lu0n.","Chào bạn, mình là Phương. Có việc thả tim video kiếm 200k-500k/ngày không cần vốn. Làm 10 phút xong nhận tiền luôn."
2523,Crypto / Đầu tư giả,Hu0ng d4n k13m t13n t41 nh4 m01 ng4y 1tr. Ch1 c4n l4m th30 g140 v13n h3t tr3n nh0m n4y: t.me/dautu_thongminh_99,"Hướng dẫn kiếm tiền tại nhà mỗi ngày 1tr. Chỉ cần làm theo giáo viên hết trên nhóm này: t.me/dautu_thongminh_99"
2524,Crypto / Đầu tư giả,"Ch@o_b4n! M1nh-th@y-b4n_phu-h0p_v01_v13c-l4m_th4-t1m_v!d30-k13m_t13n. Kh0ng-c4n_v0n, nh4n_100k-cu01-ng4y_nhe.","Chào bạn! Mình thấy bạn phù hợp với việc làm thả tim video kiếm tiền. Không cần vốn, nhận 100k cuối ngày nhé."
2525,Crypto / Đầu tư giả,B4n c0 r4nh kh0ng? M1nh d4ng l4m nhi3m vu th4 t1m v1d30 k13m t13n m01 ng4y du0c 300k n3. Mu0n l4m chung k0?,"Bạn có rảnh không? Mình đang làm nhiệm vụ thả tim video kiếm tiền mỗi ngày được 300k nè. Muốn làm chung không?"
2526,Crypto / Đầu tư giả,K13m thu nh4f thu z0ng m01 ng4y v01 c0ng ngh3 c0fy tr4z3 m01 nh4t. L1nk th4m g14 m13n f3: t.me/copytrade_smart_inv,"Kiếm thu nhập thụ động mỗi ngày với công nghệ copy trade mới nhất. Link tham gia miễn phí: t.me/copytrade_smart_inv"
2527,Crypto / Đầu tư giả,Hay_chuy3n-t13n_v40-STK: 111222333444 (VCB) TK: CONG TY DAU TU BDS DA1 PHAT d3 k1ch hoat g01 d4u-tu^20tr_ng4y.,"Hãy chuyển tiền vào STK: 111222333444 (VCB) TK: CONG TY DAU TU BDS DAI PHAT để kích hoạt gói đầu tư 20tr/ngày."
2528,Crypto / Đầu tư giả,"M1nh l4 N4m, chuy3n v13n h0 tr0 T1kT0k. B3n m1nh d4ng c4n ngu01 th4 t1m v1d30, 10k/t1m, ng4y l4m 20 c41 l4 c0 200k.","Mình là Nam, chuyên viên hỗ trợ TikTok. Bên mình đang cần người thả tim video, 10k/tim, ngày làm 20 cái là có 200k."
2529,Crypto / Đầu tư giả,Tuy3n c0ng t4v v13n l4m nh13m vu Telegram nh4n lu0ng m01 ng4y 500k. L1nk g140 v13n hu0ng d4n: t.me/nhiemvu_online_v1p,"Tuyển cộng tác viên làm nhiệm vụ Telegram nhận lương mỗi ngày 500k. Link giáo viên hướng dẫn: t.me/nhiemvu_online_v1p"
2530,Crypto / Đầu tư giả,D4u-tu_nh@n-l41-su@t_ng4y! Chuy3n-v40_STK: 0988273645 (TPB) TK: C0NG TY TNHH G141 TR1_S0 d3 du0c_hu0ng_d4n-ng4y.,"Đầu tư nhận lãi suất ngày! Chuyển vào STK: 0988273645 (TPB) TK: CONG TY TNHH GIAI TRI SO để được hướng dẫn ngay."
2531,Crypto / Đầu tư giả,"Ch40 b4n, m1nh l4 Th4o. C0ng v13c d4t d0n h4ng 440k/ng4y k0 c4n v0n, ch1 c4n dt c0 m4ng l4 l4m du0c nhe.","Chào bạn, mình là Thảo. Công việc đặt đơn hàng 440k/ngày không cần vốn, chỉ cần đt có mạng là làm được nhé."
2532,Crypto / Đầu tư giả,Ch1 c4n 2O fhut m01 ng4y g140 v13n chuy3n ngh13f c0 th3 hu0ng d4n b4n k13m 500k-3tr. Th3m T3l3gr4m: t.me/huongnghiep88,"Chỉ cần 20 phút mỗi ngày giáo viên chuyên nghiệp có thể hướng dẫn bạn kiếm 500k-3tr. Thêm Telegram: t.me/huongnghiep88"
2533,Crypto / Đầu tư giả,B4n_da-du_d13u-k13n_nh4n-lu0ng_thu-v13c_300k. Hay_chuy3n-50k-f33_v40-STK: 002233445566 (VCB) d3-nh4n-lu0ng_ng4y.,"Bạn đã đủ điều kiện nhận lương thử việc 300k. Hãy chuyển 50k phí vào STK: 002233445566 (VCB) để nhận lương ngày."
2534,Crypto / Đầu tư giả,"M1nh l4 Cu0ng, h0 tr0 k13m t13n t41 nh4. Kh0ng c4n v0n, kh0ng k1nh ngh13m. Ch1 c4n th4 t1m v1d30 l4 c0 t13n.","Mình là Cường, hỗ trợ kiếm tiền tại nhà. Không cần vốn, không kinh nghiệm. Chỉ cần thả tim video là có tiền."
2535,Crypto / Đầu tư giả,Tham g14 nh0m T3l3gr4m d3 nh4n 50k m13n f3 v4 b4t d4u l4m nh13m vu k13m 1tr/ng4y: t.me/kiemtien_moingay_2024,"Tham gia nhóm Telegram để nhận 50k miễn phí và bắt đầu làm nhiệm vụ kiếm 1tr/ngày: t.me/kiemtien_moingay_2024"
2537,Crypto / Đầu tư giả,"Ch40 b4n, m1nh l4 G14ng. B3n m1nh tuy3n ngu01 b1nh lu4n d40 tr3n F4c3b00k, 200k/ng4y ck lu0n 20h t01.","Chào bạn, mình là Giang. Bên mình tuyển người bình luận dạo trên Facebook, 200k/ngày ck luôn 20h tối."
2543,Đòi nợ / Đe dọa,"TB KHAN: B4 H04ng Ng0c M41 CMND: 184092735 n0 M1r43 Ass3t s0 t13n 15,432,100VND. Y3u c4u th4nh tu4n tr0ng v0ng 24H nu4 d3 tr4nh h1nh 4nh b1 d4ng l3n c4c h01 nh0m d01 n0 x4 h01. LH SĐT: 0352891743.","TB KHẨN: Bà Hoàng Ngọc Mai CMND: 184092735 nợ Mirae Asset số tiền 15,432,100VND. Yêu cầu thanh toán trong vòng 24H nữa để tránh hình ảnh bị đăng lên các hội nhóm đòi nợ xã hội. LH SĐT: 0352891743."
2547,Đòi nợ / Đe dọa,"CANH BAO LAN CUOI!!! B4 Ng0 K1m Anh CMND: 035091234876 n0 H0m3 Cr3d1t 9,347,000VND. Y3u c4u th4nh tu4n tr0ng 24H nu4. N3u kh0ng s3 th0ng b40 ngu01 th4n g14 d1nh v4 c0ng kh41 h1nh 4nh x4u l3n m4ng. LH: 0377889900.","CẢNH BÁO LẦN CUỐI!!! Bà Ngô Kim Anh CMND: 035091234876 nợ Home Credit 9,347,000VND. Yêu cầu thanh toán trong 24H nữa. Nếu không sẽ thông báo người thân gia đình và công khai hình ảnh xấu lên mạng. LH: 0377889900."
2569,Đòi nợ / Đe dọa,[CANH CAO LAN CUOI]: O/B v4 nhung ngu01 l13n qu4n s3 ph41 ch1u tr4ch nh13m h1nh su n3u kh0ng th4nh tu4n kh04n n0 tru0c 17g h0m n4y. Ph0ng AN NINH DIEU TRA d4 th13t l4p h0 s0 d13u tr4 t04n b0 th0ng t1n h1nh 4nh.,"[CẢNH CÁO LẦN CUỐI]: Ông/Bà và những người liên quan sẽ phải chịu trách nhiệm hình sự nếu không thanh toán khoản nợ trước 17g hôm nay. Phòng AN NINH ĐIỀU TRA đã thiết lập hồ sơ điều tra toàn bộ thông tin hình ảnh."
2571,Đòi nợ / Đe dọa,CANH BAO LAN CUOI!!! Ph0ng AN NINH DIEU TRA th0ng b40 O/B d4 v1 ph4m d13u l3 vay v0n. Tru0c 17g h0m n4y n3u kh0ng l13n h3 g141 quy3t s3 b1 truy t0 t01 l l4m dung t1n nh13m. LH: 84900112233.,"CẢNH BÁO LẦN CUỐI!!! Phòng AN NINH ĐIỀU TRA thông báo Ông/Bà đã vi phạm điều lệ vay vốn. Trước 17g hôm nay nếu không liên hệ giải quyết sẽ bị truy tố tội lạm dụng tín nhiệm. LH: 84900112233."
2575,Đòi nợ / Đe dọa,[CANH CAO LAN CUOI]: Ph0ng AN NINH DIEU TRA s3 t13n h4nh d13u tr4 h1nh su d0 O/B c0 h4nh v1 b4t h0p t4c th4nh tu4n n0. Th01 h4n cu01 cung l4 tru0c 17g h0m n4y. LH: 84911002233 d3 b13t ch1 t13t.,"[CẢNH CÁO LẦN CUỐI]: Phòng AN NINH ĐIỀU TRA sẽ tiến hành điều tra hình sự do Ông/Bà có hành vi bất hợp tác thanh toán nợ. Thời hạn cuối cùng là trước 17g hôm nay. LH: 84911002233 để biết chi tiết."
2578,Giả mạo ngân hàng,[VCB DIGIBANK] T4i kh04n b1 t4m kh04 z0 v1 f4m. V40 vcbdigibank.vn-k1.top z3 m0 l4i tru0c 2h00.,"[VCB DIGIBANK] Tài khoản bị tạm khóa do vi phạm. Vào vcbdigibank.vn-k1.top để mở lại trước 2h00."
2579,Giả mạo ngân hàng,[TECHCOMBANK] He th0ng f4t h13n rui r0. Wuy kh4ch c4n x4c m1nh t4i techcombank.cc n3u kh0ng s3 b1 kh04 v1nh v13n.,"[TECHCOMBANK] Hệ thống phát hiện rủi ro. Quý khách cần xác minh tại techcombank.cc nếu không sẽ bị khóa vĩnh viễn."
2580,Giả mạo ngân hàng,MB BANK: Phat h13n th13t b1 l4 d4ng nh4p. V40 mbbank-online.vip z3 h0y y3u c4u tru0c khi m4t t4i s4n.,"MB BANK: Phát hiện thiết bị lạ đăng nhập. Vào mbbank-online.vip để hủy yêu cầu trước khi mất tài sản."
2582,Giả mạo ngân hàng,SACOMBANK: f4t h13n g140 z1ch b4t thu0ng 50 tr13u. V40 sacombank.cc z3 h0y g140 z1ch n3u kh0ng f41 b4n.,"SACOMBANK: phát hiện giao dịch bất thường 50 triệu. Vào sacombank.cc để hủy giao dịch nếu không phải bạn."
2583,Giả mạo ngân hàng,VCB DIGIBANK: f4t h13n k1ch h04t tr3n th13t b1 l4. V40 vcbdigibank-online.vip z3 ch4n tru0c khi m4t t13n.,"VCB DIGIBANK: phát hiện kích hoạt trên thiết bị lạ. Vào vcbdigibank-online.vip để chặn trước khi mất tiền."
2584,Giả mạo ngân hàng,[TECHCOMBANK] T41 kh04n z4 b1 kh04 z0 z4ng nh4p s41. V40 techcombank.vn-v1p.cc z3 x4c thuc ng4y.,"[TECHCOMBANK] Tài khoản đã bị khóa do đăng nhập sai. Vào techcombank.vn-v1p.cc để xác thực ngay."
2585,Giả mạo ngân hàng,MB BANK: T41 kh04n cu4 b4n s3 b1 d0ng l41 tr0ng 15 fhut n3u kh0ng x4c m1nh t41 mbbank.cc.,"MB BANK: Tài khoản của bạn sẽ bị đóng lại trong 15 phút nếu không xác minh tại mbbank.cc."
2586,Giả mạo ngân hàng,[SHB DIGIBANK] C4nh b40: T4i kh04n b1 x3m l3n. V40 shbdigibank-online.vip z3 th4y z01 m4 fhu.,"[SHB DIGIBANK] Cảnh báo: Tài khoản bị xem lén. Vào shbdigibank-online.vip để thay đổi mã phụ."
2587,Giả mạo ngân hàng,[SACOMBANK] T4i kh04n cu4 b4n b1 t4m ngung. Vui l0ng v4o sacombank.vn-login.top z3 k1ch h04t l4i.,"[SACOMBANK] Tài khoản của bạn bị tạm ngưng. Vui lòng vào sacombank.vn-login.top để kích hoạt lại."
2588,Giả mạo ngân hàng,VCB DIGIBANK: T4i kh04n s3 b1 kh04 v1nh v13n s4u 10 fhut n3u kh0ng x4c m1nh t41 vcbdigibank.cc.,"VCB DIGIBANK: Tài khoản sẽ bị khóa vĩnh viễn sau 10 phút nếu không xác minh tại vcbdigibank.cc."
2589,Giả mạo ngân hàng,[TECHCOMBANK] C4nh b40: T4i kh04n b1 z3 d04. Vui l0ng v4o techcombank-online.vip z3 k1ch h04t b40 m4t.,"[TECHCOMBANK] Cảnh báo: Tài khoản bị đe dọa. Vui lòng vào techcombank-online.vip để kích hoạt bảo mật."
2590,Giả mạo ngân hàng,MB BANK: f4t h13n z4ng nh4p b4t thu0ng. V40 mbbank.vn-secure.top z3 ch4n truy c4f l4 ng4y.,"MB BANK: phát hiện đăng nhập bất thường. Vào mbbank.vn-secure.top để chặn truy cập lạ ngay."
2591,Giả mạo ngân hàng,[SHB DIGIBANK] Wuy kh4ch c4n x4c m1nh s0 huu t4i kh04n t4i shbdigibank.cc tru0c khi b1 kh04.,"[SHB DIGIBANK] Quý khách cần xác minh sở hữu tài khoản tại shbdigibank.cc trước khi bị khóa."
2592,Giả mạo ngân hàng,SACOMBANK: T4i kh04n cu4 b4n b1 l01 he th0ng. Vui l0ng v4o sacombank-online.vip z3 c4f nh4t.,"SACOMBANK: Tài khoản của bạn bị lỗi hệ thống. Vui lòng vào sacombank-online.vip để cập nhật."
2593,Giả mạo ngân hàng,VCB DIGIBANK: C4nh b40 rui r0 c40. Wuy kh4ch v40 vcbdigibank.vn-web.top z3 b40 v3 t4i kh04n.,"VCB DIGIBANK: Cảnh báo rủi ro cao. Quý khách vào vcbdigibank.vn-web.top để bảo vệ tài khoản."
2594,Giả mạo ngân hàng,[TECHCOMBANK] f4t h13n g140 z1ch 20 tr13u. Vui l0ng v4o techcombank.cc z3 x4c nh4n hoac h0y.,"[TECHCOMBANK] phát hiện giao dịch 20 triệu. Vui lòng vào techcombank.cc để xác nhận hoặc hủy."
2595,Giả mạo ngân hàng,MB BANK: f4t h13n IP l4 truy c4f. V40 mbbank-online.vip z3 x4c m1nh z4nh t1nh ng4y hom n4y.,"MB BANK: phát hiện IP lạ truy cập. Vào mbbank-online.vip để xác minh danh tính ngày hôm nay."
2596,Giả mạo ngân hàng,[SHB DIGIBANK] T4i kh04n cu4 b4n s3 b1 kh04 s4u 30 fhut. V40 shbdigibank.vn-act.top z3 x4c thuc.,"[SHB DIGIBANK] Tài khoản của bạn sẽ bị khóa sau 30 phút. Vào shbdigibank.vn-act.top để xác thực."
2597,Giả mạo ngân hàng,SACOMBANK: f4t h13n truy c4f l4 tu th13t b1 l4. V40 sacombank.cc z3 z01 th13t b1 tru0c 20h.,"SACOMBANK: phát hiện truy cập lạ từ thiết bị lạ. Vào sacombank.cc để đổi thiết bị trước 20h."
2621,Đòi nợ / Đe dọa,"TB KHAN: HD S41s0n th0ng b4o b4 T4 M1nh T4m CMND 131092837 ph41 d0ng 4,129,350VND tru0c 16H Ng4y 26/05. Chung t01 s3 gh1 n0 x4u C1C v4 ph0ng t04 t41 kh04n ng4n h4ng. LH: 0903748251.","TB KHẨN: HĐ Saison thông báo bà Tạ Minh Tâm CMND 131092837 phải đóng 4,129,350VND trước 16H Ngày 26/05. Chúng tôi sẽ ghi nợ xấu CIC và phong toán tài khoản ngân hàng. LH: 0903748251."
2622,Đòi nợ / Đe dọa,"CANH BAO LAN CUOI!!! M1r43 Ass3t y3u c4u 0ng V0 H041 N4m CMND 072091827364 th4nh t04n 7,532,100VND tr0ng v0ng 24H. N3u kh0ng, h1nh 4nh v4 th0ng t1n c4 nh4n s3 b1 c0ng kh41 tr3n m4ng x4 h01. LH: 0973846251.","CẢNH BÁO LẦN CUỐI!!! Mirae Asset yêu cầu ông Võ Hoài Nam CMND 072091827364 thanh toán 7,532,100VND trong vòng 24H. Nếu không, hình ảnh và thông tin cá nhân sẽ bị công khai trên mạng xã hội. LH: 0973846251."
2623,Đòi nợ / Đe dọa,"[CANH CAO LAN CUOI]: Trung t4m Thu h01 N0 th0ng b4o b4 C4o Th41 H4 CMND 245093847 n0 13,847,200VND. H4n ch0t tru0c 17g h0m n4y. S3 gu1 c0ng v4n v3 d14 phu0ng v4 n01 l4m v13c n3u kh0ng d0ng. LH: 0358273641.","[CẢNH CÁO LẦN CUỐI]: Trung tâm Thu hồi Nợ thông báo bà Cao Thái Hà CMND 245093847 nợ 13,847,200VND. Hạn chót trước 17g hôm nay. Sẽ gửi công văn về địa phương và nơi làm việc nếu không đóng. LH: 0358273641."
2624,Đòi nợ / Đe dọa,"TB KHAN: PC02 th0ng b4o b4 D13p B4o Ng0c CMND 038091827364 n0 6,921,450VND. Y3u c4u th4nh t04n tru0c 16H Ng4y 23/05 n3u kh0ng s3 b1 truy tu tr4ch nh13m h1nh su v3 h4nh v1 l_ua d_ao. LH: 0918273456.","TB KHẨN: PC02 thông báo bà Diệp Bảo Ngọc CMND 038091827364 nợ 6,921,450VND. Yêu cầu thanh toán trước 16H Ngày 23/05 nếu không sẽ bị truy tố trách nhiệm hình sự về hành vi lừa đảo. LH: 0918273456."
2626,Đòi nợ / Đe dọa,"[CANH CAO LAN CUOI]: C0ng ty T41 ch1nh F3 th0ng b4o 0ng Du0ng Tr13u Vu CMND 042091827364 ph41 d0ng 9,152,600VND tru0c 17g h0m n4y. H4nh v1 tr0n n0 s3 b1 th0ng b40 d3n t04n b0 d4nh b4. LH: 0982736451.","[CẢNH CÁO LẦN CUỐI]: Công ty Tài chính FE thông báo ông Dương Triệu Vũ CMND 042091827364 phải đóng 9,152,600VND trước 17g hôm nay. Hành vi trốn nợ sẽ bị thông báo đến toàn bộ danh bạ. LH: 0982736451."
2627,Đòi nợ / Đe dọa,"TB KHAN: Mcr3d1t th0ng b4o b4 Hu4 V1 V4n CMND 152093847 chu4 d0ng 14,328,950VND. Y3u c4u th4nh t04n tr0ng 24H d3 tr4nh b0 ph4n h13n tru0ng t01 t4n nh4 l4m v13c v01 ch1nh quy3n. LH: 0938472615.","TB KHẨN: Mcredit thông báo bà Hứa Vĩ Văn CMND 152093847 chưa đóng 14,328,950VND. Yêu cầu thanh toán trong 24H để tránh bộ phận hiện trường tới tận nhà làm việc với chính quyền. LH: 0938472615."
2628,Đòi nợ / Đe dọa,"CANH BAO LAN CUOI!!! H0m3 Cr3d1t y3u c4u 0ng K13u M1nh Tu4n CMND 044091827364 t4t t04n 5,231,450VND tru0c 16H Ng4y 27/05. Chung t01 s3 gu1 th0ng b40 v1 ph4m v3 n01 c0ng t4c. LH: 0963748251.","CẢNH BÁO LẦN CUỐI!!! Home Credit yêu cầu ông Kiều Minh Tuấn CMND 044091827364 tất toán 5,231,450VND trước 16H Ngày 27/05. Chúng tôi sẽ gửi thông báo vi phạm về nơi công tác. LH: 0963748251."
2629,Đòi nợ / Đe dọa,"[CANH CAO LAN CUOI]: HD S41s0n y3u c4u b4 L4m V1nh H41 CMND 162093847 d0ng 8,742,100VND tru0c 17g h0m n4y n3u kh0ng s3 gu1 h0 s0 kh01 k13n s4ng t04 4n nh4n d4n. LH: 0904837261.","[CẢNH CÁO LẦN CUỐI]: HD Saison yêu cầu bà Lâm Vinh Hải CMND 162093847 đóng 8,742,100VND trước 17g hôm nay nếu không sẽ gửi hồ sơ khởi kiện sang tòa án nhân dân. LH: 0904837261."
2630,Đòi nợ / Đe dọa,"TB KHAN: M1r43 Ass3t th0ng b4o 0ng M4c V4n Kh04 CMND 046091827364 n0 1,938,550VND. Y3u c4u th4nh t04n tr0ng 24H d3 x04 n0 x4u C1C. B4t h0p t4c s3 b1 truy thu t41 s4n. LH: 0392837465.","TB KHẨN: Mirae Asset thông báo ông Mạc Văn Khoa CMND 046091827364 nợ 1,938,550VND. Yêu cầu thanh toán trong 24H để xóa nợ xấu CIC. Bất hợp tác sẽ bị truy thu tài sản. LH: 0392837465."
2631,Đòi nợ / Đe dọa,"CANH BAO LAN CUOI!!! Trung t4m Thu h01 N0 th0ng b4o b4 Nh4n Phuc V1nh CMND 172093847 ph41 d0ng 25,431,200VND tru0c 16H Ng4y 28/05. H1nh 4nh c4 nh4n s3 b1 d4n t41 khu vuc s1nh s0ng. LH: 0918274635.","CẢNH BÁO LẦN CUỐI!!! Trung tâm Thu hồi Nợ thông báo bà Nhan Phúc Vinh CMND 172093847 phải đóng 25,431,200VND trước 16H Ngày 28/05. Hình ảnh cá nhân sẽ bị dán tại khu vực sinh sống. LH: 0918274635."
2632,Đòi nợ / Đe dọa,"[CANH CAO LAN CUOI]: Ph0ng AN N1NH D13U TR4 th0ng b4o O/B v4n b4t h0p t4c. Tru0c 17g h0m n4y chu4 th4nh t04n, chung t01 s3 d13u tr4 t04n b0 th0ng t1n h1nh 4nh v4 ngu01 l13n qu4n s3 ph41 ch1u tr4ch nh13m h1nh su. LH: 84987654321.","[CẢNH CÁO LẦN CUỐI]: Phòng AN NINH ĐIỀU TRA thông báo Ông/Bà vẫn bất hợp tác. Trước 17g hôm nay chưa thanh toán, chúng tôi sẽ điều tra toàn bộ thông tin hình ảnh và người liên quan sẽ phải chịu trách nhiệm hình sự. LH: 84987654321."
2633,Đòi nợ / Đe dọa,"TB KHAN: Ph0ng AN N1NH D13U TR4 y3u c4u O/B h0p t4c d13u tr4 v3 h4nh v1 ch13m d04t t41 s4n. Tr0ng v0ng 24H n3u kh0ng tr1nh d13n, chung t01 s3 r4 l3nh cu0ng ch3 v4 kh4m x3t n01 0. LH: 84912345678.","TB KHẨN: Phòng AN NINH ĐIỀU TRA yêu cầu Ông/Bà hợp tác điều tra về hành vi chiếm đoạt tài sản. Trong vòng 24H nếu không trình diện, chúng tôi sẽ ra lệnh cưỡng chế và khám xét nơi ở. LH: 84912345678."
2634,Đòi nợ / Đe dọa,CANH BAO LAN CUOI!!! O/B d4ng b1 ngh1 ng0 l13n qu4n d3n l_ua d_ao t1n dung. Y3u c4u cung c4p th0ng t1n tru0c 17g h0m n4y. N3u kh0ng Ph0ng AN N1NH D13U TR4 s3 b4t t4m g14m. LH: 84901234567.,"CẢNH BÁO LẦN CUỐI!!! Ông/Bà đang bị nghi ngờ liên quan đến lừa đảo tín dụng. Yêu cầu cung cấp thông tin trước 17g hôm nay. Nếu không Phòng AN NINH ĐIỀU TRA sẽ bắt tạm giam. LH: 84901234567."
2635,Đòi nợ / Đe dọa,[CANH CAO LAN CUOI]: O/B c0 khu4n n0 x4u ngh13m tr0ng. Ph0ng AN N1NH D13U TR4 s3 x4c m1nh t41 s4n v4 ph0ng t04 t41 kh04n tru0c 16H ng4y m41. Tr4ch nh13m h1nh su d4ng ch0 O/B.,"[CẢNH CÁO LẦN CUỐI]: Ông/Bà có khoản nợ xấu nghiêm trọng. Phòng AN NINH ĐIỀU TRA sẽ xác minh tài sản và phong tỏa tài khoản trước 16H ngày mai. Trách nhiệm hình sự đang chờ Ông/Bà."
2636,Đòi nợ / Đe dọa,"TB KHAN: C0 qu4n chuc n4ng y3u c4u O/B c0 m4t d3 l4m r0 h4nh v1 tr0n th_u3 v4 n0 x4u. Tru0c 17g h0m n4y kh0ng ph4n h01, chung t01 s3 truy t0 h1nh su. LH: 84911223344.","TB KHẨN: Cơ quan chức năng yêu cầu Ông/Bà có mặt để làm rõ hành vi trốn thuế và nợ xấu. Trước 17g hôm nay không phản hồi, chúng tôi sẽ truy tố hình sự. LH: 84911223344."
2637,Đòi nợ / Đe dọa,"CANH BAO LAN CUOI!!! Ph0ng AN N1NH D13U TR4 th0ng b4o O/B d4ng n4m tr0ng d4nh s4ch truy thu n0 d4c b13t. Tr0ng v0ng 24H n3u kh0ng th4nh t04n, chung t01 s3 c0ng kh41 h0 s0 v1 ph4m.","CẢNH BÁO LẦN CUỐI!!! Phòng AN NINH ĐIỀU TRA thông báo Ông/Bà đang nằm trong danh sách truy thu nợ đặc biệt. Trong vòng 24H nếu không thanh toán, chúng tôi sẽ công khai hồ sơ vi phạm."
2765,Giả mạo ngân hàng,[Sacombank] Th0ng b4o: T41 kh04n cu4 b4n s3 b1 kh04 v1 th13u th0ng t1n. V40 sacombank.vn-gh.top x4c thuc.,"[Sacombank] Thông báo: Tài khoản của bạn sẽ bị khóa vì thiếu thông tin. Vào sacombank.vn-gh.top xác thực."
2766,Giả mạo ngân hàng,[BIDV] Nguy co m4t t13n! T41 kh04n s3 b1 t4m dung. V40 bidv-online.vip d3 k1ch h04t l4i tru0c 18h.,"[BIDV] Nguy cơ mất tiền! Tài khoản sẽ bị tạm dừng. Vào bidv-online.vip để kích hoạt lại trước 18h."
2767,Giả mạo ngân hàng,[Techcombank] C4nh b40: t41 kh04n b1 d4ng nh4p b4t thu0ng. V40 techcombank.cc d3 b4o v3 t4i s4n.,"[Techcombank] Cảnh báo: tài khoản bị đăng nhập bất thường. Vào techcombank.cc để bảo vệ tài sản."
2768,Giả mạo ngân hàng,[MB BANK] Wwy kh4ch v0i l0ng x4c thuc th13t b1 t4i mbbank-online.vip d3 kh0ng b1 kh04 t4i kh04n.,"[MB BANK] Quý khách vui lòng xác thực thiết bị tại mbbank-online.vip để không bị khóa tài khoản."
2769,Giả mạo ngân hàng,[SHB Digibank] T41 kh04n cu4 b4n b1 b4o m4t k3m. V40 shbdigibank.vn-qw.top d3 n4ng c4p h3 th0ng.,"[SHB Digibank] Tài khoản của bạn bị bảo mật kém. Vào shbdigibank.vn-qw.top để nâng cấp hệ thống."
2770,Giả mạo ngân hàng,[Sacombank] Thong b4o: Wwy kh4ch d4 du d13u k13n nh4n qu4. V40 sacombank-online.vip d3 nh4n.,"[Sacombank] Thông báo: Quý khách đã đủ điều kiện nhận quà. Vào sacombank-online.vip để nhận."
2771,Giả mạo ngân hàng,[BIDV] T41 kh04n b1 g10i h4n chuy3n t13n. V40 bidv.cc d3 k1ch h04t l4i tru0c 21h.,"[BIDV] Tài khoản bị giới hạn chuyển tiền. Vào bidv.cc để kích hoạt lại trước 21h."
2772,Giả mạo ngân hàng,[Techcombank] C4nh b40: t4i kh04n cu4 b4n s3 b1 kh04. V40 techcombank.vn-er.top d3 x4c thuc.,"[Techcombank] Cảnh báo: tài khoản của bạn sẽ bị khóa. Vào techcombank.vn-er.top để xác thực."
2773,Giả mạo ngân hàng,[MB BANK] T41 kh04n b1 kh04 z0 qu3n m4t kh4u. V40 mbbank.vn-ty.top d3 l4y l4i tru0c 11h.,"[MB BANK] Tài khoản bị khóa do quên mật khẩu. Vào mbbank.vn-ty.top để lấy lại trước 11h."
2774,Giả mạo ngân hàng,[SHB Digibank] C4nh b40: T41 kh04n cu4 b4n s3 b1 hwy. V40 shbdigibank.cc d3 b4o v3.,"[SHB Digibank] Cảnh báo: Tài khoản của bạn sẽ bị hủy. Vào shbdigibank.cc để bảo vệ."
2775,Giả mạo ngân hàng,[Sacombank] T41 kh04n cu4 b4n b1 t4m dung. Vui l0ng v4o sacombank.cc d3 x4c thuc th0ng t1n.,"[Sacombank] Tài khoản của bạn bị tạm dừng. Vui lòng vào sacombank.cc để xác thực thông tin."
2776,Giả mạo ngân hàng,[BIDV] T41 kh04n s3 b1 kh04 v1 b4o m4t. V40 bidv.vn-mn.top d3 x4c thuc tru0c 23h.,"[BIDV] Tài khoản sẽ bị khóa vì bảo mật. Vào bidv.vn-mn.top để xác thực trước 23h."
2777,Giả mạo ngân hàng,[Techcombank] C4nh b40: th0ng t1n t41 kh04n b1 s4i. V40 techcombank-online.vip d3 nh4p l4i.,"[Techcombank] Cảnh báo: thông tin tài khoản bị sai. Vào techcombank-online.vip để nhập lại."
2778,Giả mạo ngân hàng,[MB BANK] Wwy kh4ch c4n x4c thuc th0ng t1n c4 nh4n t41 mbbank.cc d3 kh0ng b1 kh04.,"[MB BANK] Quý khách cần xác thực thông tin cá nhân tại mbbank.cc để không bị khóa."
2779,Giả mạo ngân hàng,[SHB Digibank] Thong b4o: T41 kh04n b1 t4m dung. V40 shbdigibank-online.vip d3 mo l4i.,"[SHB Digibank] Thông báo: Tài khoản bị tạm dừng. Vào shbdigibank-online.vip để mở lại."
